,    1,    7840,   20060801, ARG, ARGH                , Texas               ,cf2006    
88315,60.0,6393.0,20061022.0, ARG, ARGH                , Purdue              ,cf2006    
88316,61.0,3781.0,20061022.0, ARG, ARGH                , Kentucky            ,cf2006    
88317,62.0,3771.0,20061022.0, ARG, ARGH                , Kent                ,cf2006    
88318,63.0,8367.0,20061022.0, ARG, ARGH                , Vanderbilt          ,cf2006    
88319,64.0,557.0,20061022.0, ARG, ARGH                , Baylor              ,cf2006    
88320,65.0,5511.0,20061022.0, ARG, ARGH                , NC State            ,cf2006    
88321,66.0,5634.0,20061022.0, ARG, ARGH                , N Illinois          ,cf2006    
88322,67.0,3731.0,20061022.0, ARG, ARGH                , Kansas St           ,cf2006    
88323,68.0,4194.0,20061022.0, ARG, ARGH                , ULL                 ,cf2006    
88324,69.0,7729.0,20061022.0, ARG, ARGH                , Syracuse            ,cf2006    
88325,70.0,5316.0,20061022.0, ARG, ARGH                , Nevada              ,cf2006    
88326,71.0,7933.0,20061022.0, ARG, ARGH                , UTEP                ,cf2006    
88327,72.0,1753.0,20061022.0, ARG, ARGH                , Colorado St         ,cf2006    
88328,73.0,8432.0,20061022.0, ARG, ARGH                , Virginia            ,cf2006    
88329,74.0,2292.0,20061022.0, ARG, ARGH                , East Carolina       ,cf2006    
88330,75.0,3484.0,20061022.0, ARG, ARGH                , Indiana             ,cf2006    
88331,76.0,1872.0,20061022.0, ARG, ARGH                , Connecticut         ,cf2006    
88332,77.0,4785.0,20061022.0, ARG, ARGH                , MTSU                ,cf2006    
88333,78.0,66.0,20061022.0, ARG, ARGH                , Akron               ,cf2006    
88334,79.0,294.0,20061022.0, ARG, ARGH                , Arizona             ,cf2006    
88335,80.0,5371.0,20061022.0, ARG, ARGH                , New Mexico          ,cf2006    
88336,81.0,7358.0,20061022.0, ARG, ARGH                , SMU                 ,cf2006    
88337,82.0,3717.0,20061022.0, ARG, ARGH                , Kansas              ,cf2006    
88338,83.0,821.0,20061022.0, ARG, ARGH                , Bowling Green       ,cf2006    
88339,84.0,356.0,20061022.0, ARG, ARGH                , Army                ,cf2006    
88340,85.0,7024.0,20061022.0, ARG, ARGH                , San Jose St         ,cf2006    
88341,86.0,6535.0,20061022.0, ARG, ARGH                , Rice                ,cf2006    
88342,87.0,3415.0,20061022.0, ARG, ARGH                , Idaho               ,cf2006    
88343,88.0,3554.0,20061022.0, ARG, ARGH                , Iowa St             ,cf2006    
88344,89.0,333.0,20061022.0, ARG, ARGH                , Arkansas St         ,cf2006    
88345,90.0,3425.0,20061022.0, ARG, ARGH                , Illinois            ,cf2006    
88346,91.0,4936.0,20061022.0, ARG, ARGH                , Mississippi St      ,cf2006    
88347,92.0,87.0,20061022.0, ARG, ARGH                , UAB                 ,cf2006    
88348,93.0,8092.0,20061022.0, ARG, ARGH                , Tulane              ,cf2006    
88349,94.0,4436.0,20061022.0, ARG, ARGH                , Marshall            ,cf2006    
88350,95.0,4920.0,20061022.0, ARG, ARGH                , Mississippi         ,cf2006    
88351,96.0,8068.0,20061022.0, ARG, ARGH                , Troy                ,cf2006    
88352,97.0,1715.0,20061022.0, ARG, ARGH                , Colorado            ,cf2006    
88353,98.0,2776.0,20061022.0, ARG, ARGH                , Fresno St           ,cf2006    
88354,99.0,5387.0,20061022.0, ARG, ARGH                , New Mexico St       ,cf2006    
88355,100.0,4218.0,20061022.0, ARG, ARGH                , Louisiana Tech      ,cf2006    
88356,101.0,1380.0,20061022.0, ARG, ARGH                , UCF                 ,cf2006    
88357,102.0,7002.0,20061022.0, ARG, ARGH                , San Diego St        ,cf2006    
88358,103.0,501.0,20061022.0, ARG, ARGH                , Ball St             ,cf2006    
88359,104.0,7978.0,20061022.0, ARG, ARGH                , Toledo              ,cf2006    
88360,105.0,5492.0,20061022.0, ARG, ARGH                , North Carolina      ,cf2006    
88361,106.0,5704.0,20061022.0, ARG, ARGH                , Northwestern        ,cf2006    
88362,107.0,4636.0,20061022.0, ARG, ARGH                , Memphis             ,cf2006    
88363,108.0,5584.0,20061022.0, ARG, ARGH                , North Texas         ,cf2006    
88364,109.0,2638.0,20061022.0, ARG, ARGH                , FL Atlantic         ,cf2006    
88365,110.0,4725.0,20061022.0, ARG, ARGH                , Miami OH            ,cf2006    
88366,111.0,5323.0,20061022.0, ARG, ARGH                , UNLV                ,cf2006    
88367,112.0,4200.0,20061022.0, ARG, ARGH                , ULM                 ,cf2006    
88368,113.0,2353.0,20061022.0, ARG, ARGH                , E Michigan          ,cf2006    
88369,114.0,7582.0,20061022.0, ARG, ARGH                , Stanford            ,cf2006    
88370,115.0,979.0,20061022.0, ARG, ARGH                , Buffalo             ,cf2006    
88371,116.0,8325.0,20061022.0, ARG, ARGH                , Utah St             ,cf2006    
88372,117.0,2652.0,20061022.0, ARG, ARGH                , Florida Intl        ,cf2006    
88373,118.0,2265.0,20061022.0, ARG, ARGH                , Duke                ,cf2006    
88374,119.0,7788.0,20061022.0, ARG, ARGH                , Temple              ,cf2006    
104387,1.0,5850.0,20061029.0, ARG, ARGH                , Ohio St             ,cf2006    
104388,2.0,4741.0,20061029.0, ARG, ARGH                , Michigan            ,cf2006    
104389,3.0,4224.0,20061029.0, ARG, ARGH                , Louisville          ,cf2006    
104390,4.0,2625.0,20061029.0, ARG, ARGH                , Florida             ,cf2006    
104391,5.0,6696.0,20061029.0, ARG, ARGH                , Rutgers             ,cf2006    
104392,6.0,8716.0,20061029.0, ARG, ARGH                , West Virginia       ,cf2006    
104393,7.0,402.0,20061029.0, ARG, ARGH                , Auburn              ,cf2006    
104394,8.0,8251.0,20061029.0, ARG, ARGH                , USC                 ,cf2006    
104395,9.0,7840.0,20061029.0, ARG, ARGH                , Texas               ,cf2006    
104396,10.0,1098.0,20061029.0, ARG, ARGH                , California          ,cf2006    
104397,11.0,771.0,20061029.0, ARG, ARGH                , Boise St            ,cf2006    
104398,12.0,7801.0,20061029.0, ARG, ARGH                , Tennessee           ,cf2006    
104399,13.0,4206.0,20061029.0, ARG, ARGH                , LSU                 ,cf2006    
104400,14.0,1603.0,20061029.0, ARG, ARGH                , Clemson             ,cf2006    
104401,15.0,5749.0,20061029.0, ARG, ARGH                , Notre Dame          ,cf2006    
104402,16.0,9031.0,20061029.0, ARG, ARGH                , Wisconsin           ,cf2006    
104403,17.0,783.0,20061029.0, ARG, ARGH                , Boston College      ,cf2006    
104404,18.0,5886.0,20061029.0, ARG, ARGH                , Oklahoma            ,cf2006    
104405,19.0,316.0,20061029.0, ARG, ARGH                , Arkansas            ,cf2006    
104406,20.0,8459.0,20061029.0, ARG, ARGH                , Virginia Tech       ,cf2006    
104407,21.0,7848.0,20061029.0, ARG, ARGH                , Texas A&M           ,cf2006    
104408,22.0,8588.0,20061029.0, ARG, ARGH                , Washington St       ,cf2006    
104409,23.0,4948.0,20061029.0, ARG, ARGH                , Missouri            ,cf2006    
104410,24.0,5961.0,20061029.0, ARG, ARGH                , Oregon              ,cf2006    
104411,25.0,891.0,20061029.0, ARG, ARGH                , BYU                 ,cf2006    
104412,26.0,6236.0,20061029.0, ARG, ARGH                , Pittsburgh          ,cf2006    
104413,27.0,8099.0,20061029.0, ARG, ARGH                , Tulsa               ,cf2006    
104414,28.0,2911.0,20061029.0, ARG, ARGH                , Georgia Tech        ,cf2006    
104415,29.0,5279.0,20061029.0, ARG, ARGH                , Nebraska            ,cf2006    
104416,30.0,7878.0,20061029.0, ARG, ARGH                , TCU                 ,cf2006    
104417,31.0,3540.0,20061029.0, ARG, ARGH                , Iowa                ,cf2006    
104418,32.0,6114.0,20061029.0, ARG, ARGH                , Penn St             ,cf2006    
104419,33.0,8508.0,20061029.0, ARG, ARGH                , Wake Forest         ,cf2006    
104420,34.0,5970.0,20061029.0, ARG, ARGH                , Oregon St           ,cf2006    
104421,35.0,74.0,20061029.0, ARG, ARGH                , Alabama             ,cf2006    
104422,36.0,3197.0,20061029.0, ARG, ARGH                , Hawaii              ,cf2006    
104423,37.0,2881.0,20061029.0, ARG, ARGH                , Georgia             ,cf2006    
104424,38.0,7242.0,20061029.0, ARG, ARGH                , South Carolina      ,cf2006    
104425,39.0,304.0,20061029.0, ARG, ARGH                , Arizona St          ,cf2006    
104426,40.0,5912.0,20061029.0, ARG, ARGH                , Oklahoma St         ,cf2006    
104427,41.0,7918.0,20061029.0, ARG, ARGH                , Texas Tech          ,cf2006    
104428,42.0,4474.0,20061029.0, ARG, ARGH                , Maryland            ,cf2006    
104429,43.0,4719.0,20061029.0, ARG, ARGH                , Miami FL            ,cf2006    
104430,44.0,8141.0,20061029.0, ARG, ARGH                , UCLA                ,cf2006    
104431,45.0,2666.0,20061029.0, ARG, ARGH                , Florida St          ,cf2006    
104432,46.0,3347.0,20061029.0, ARG, ARGH                , Houston             ,cf2006    
104433,47.0,5253.0,20061029.0, ARG, ARGH                , Navy                ,cf2006    
104434,48.0,5825.0,20061029.0, ARG, ARGH                , Ohio                ,cf2006    
104435,49.0,8551.0,20061029.0, ARG, ARGH                , Washington          ,cf2006    
104436,50.0,1529.0,20061029.0, ARG, ARGH                , Cincinnati          ,cf2006    
104437,51.0,8767.0,20061029.0, ARG, ARGH                , W Michigan          ,cf2006    
104438,52.0,8315.0,20061029.0, ARG, ARGH                , Utah                ,cf2006    
104439,53.0,7278.0,20061029.0, ARG, ARGH                , South Florida       ,cf2006    
104440,54.0,1404.0,20061029.0, ARG, ARGH                , C Michigan          ,cf2006    
104441,55.0,7365.0,20061029.0, ARG, ARGH                , Southern Miss       ,cf2006    
104442,56.0,3731.0,20061029.0, ARG, ARGH                , Kansas St           ,cf2006    
104443,57.0,3781.0,20061029.0, ARG, ARGH                , Kentucky            ,cf2006    
104444,58.0,5316.0,20061029.0, ARG, ARGH                , Nevada              ,cf2006    
104445,59.0,4757.0,20061029.0, ARG, ARGH                , Michigan St         ,cf2006    
104446,60.0,4858.0,20061029.0, ARG, ARGH                , Minnesota           ,cf2006    
104447,61.0,8367.0,20061029.0, ARG, ARGH                , Vanderbilt          ,cf2006    
104448,62.0,9162.0,20061029.0, ARG, ARGH                , Wyoming             ,cf2006    
104449,63.0,3484.0,20061029.0, ARG, ARGH                , Indiana             ,cf2006    
104450,64.0,4785.0,20061029.0, ARG, ARGH                , MTSU                ,cf2006    
104451,65.0,2292.0,20061029.0, ARG, ARGH                , East Carolina       ,cf2006    
104452,66.0,5634.0,20061029.0, ARG, ARGH                , N Illinois          ,cf2006    
104453,67.0,8432.0,20061029.0, ARG, ARGH                , Virginia            ,cf2006    
104454,68.0,557.0,20061029.0, ARG, ARGH                , Baylor              ,cf2006    
104455,69.0,6393.0,20061029.0, ARG, ARGH                , Purdue              ,cf2006    
104456,70.0,55.0,20061029.0, ARG, ARGH                , Air Force           ,cf2006    
104457,71.0,3771.0,20061029.0, ARG, ARGH                , Kent                ,cf2006    
104458,72.0,7729.0,20061029.0, ARG, ARGH                , Syracuse            ,cf2006    
104459,73.0,7933.0,20061029.0, ARG, ARGH                , UTEP                ,cf2006    
104460,74.0,7024.0,20061029.0, ARG, ARGH                , San Jose St         ,cf2006    
104461,75.0,1872.0,20061029.0, ARG, ARGH                , Connecticut         ,cf2006    
104462,76.0,5511.0,20061029.0, ARG, ARGH                , NC State            ,cf2006    
104463,77.0,4194.0,20061029.0, ARG, ARGH                , ULL                 ,cf2006    
104464,78.0,3717.0,20061029.0, ARG, ARGH                , Kansas              ,cf2006    
104465,79.0,5371.0,20061029.0, ARG, ARGH                , New Mexico          ,cf2006    
104466,80.0,1753.0,20061029.0, ARG, ARGH                , Colorado St         ,cf2006    
104467,81.0,294.0,20061029.0, ARG, ARGH                , Arizona             ,cf2006    
104468,82.0,7358.0,20061029.0, ARG, ARGH                , SMU                 ,cf2006    
104469,83.0,6535.0,20061029.0, ARG, ARGH                , Rice                ,cf2006    
104470,84.0,8092.0,20061029.0, ARG, ARGH                , Tulane              ,cf2006    
104471,85.0,4436.0,20061029.0, ARG, ARGH                , Marshall            ,cf2006    
104472,86.0,3425.0,20061029.0, ARG, ARGH                , Illinois            ,cf2006    
104473,87.0,87.0,20061029.0, ARG, ARGH                , UAB                 ,cf2006    
104474,88.0,3554.0,20061029.0, ARG, ARGH                , Iowa St             ,cf2006    
104475,89.0,356.0,20061029.0, ARG, ARGH                , Army                ,cf2006    
104476,90.0,66.0,20061029.0, ARG, ARGH                , Akron               ,cf2006    
104477,91.0,4936.0,20061029.0, ARG, ARGH                , Mississippi St      ,cf2006    
104478,92.0,3415.0,20061029.0, ARG, ARGH                , Idaho               ,cf2006    
104479,93.0,4920.0,20061029.0, ARG, ARGH                , Mississippi         ,cf2006    
104480,94.0,821.0,20061029.0, ARG, ARGH                , Bowling Green       ,cf2006    
104481,95.0,8068.0,20061029.0, ARG, ARGH                , Troy                ,cf2006    
104482,96.0,2776.0,20061029.0, ARG, ARGH                , Fresno St           ,cf2006    
104483,97.0,333.0,20061029.0, ARG, ARGH                , Arkansas St         ,cf2006    
104484,98.0,7978.0,20061029.0, ARG, ARGH                , Toledo              ,cf2006    
104485,99.0,501.0,20061029.0, ARG, ARGH                , Ball St             ,cf2006    
104486,100.0,1715.0,20061029.0, ARG, ARGH                , Colorado            ,cf2006    
104487,101.0,1380.0,20061029.0, ARG, ARGH                , UCF                 ,cf2006    
104488,102.0,5387.0,20061029.0, ARG, ARGH                , New Mexico St       ,cf2006    
104489,103.0,5704.0,20061029.0, ARG, ARGH                , Northwestern        ,cf2006    
104490,104.0,2638.0,20061029.0, ARG, ARGH                , FL Atlantic         ,cf2006    
104491,105.0,4218.0,20061029.0, ARG, ARGH                , Louisiana Tech      ,cf2006    
104492,106.0,5492.0,20061029.0, ARG, ARGH                , North Carolina      ,cf2006    
104493,107.0,4636.0,20061029.0, ARG, ARGH                , Memphis             ,cf2006    
104494,108.0,7002.0,20061029.0, ARG, ARGH                , San Diego St        ,cf2006    
104495,109.0,5323.0,20061029.0, ARG, ARGH                , UNLV                ,cf2006    
104496,110.0,4200.0,20061029.0, ARG, ARGH                , ULM                 ,cf2006    
104497,111.0,5584.0,20061029.0, ARG, ARGH                , North Texas         ,cf2006    
104498,112.0,2353.0,20061029.0, ARG, ARGH                , E Michigan          ,cf2006    
104499,113.0,4725.0,20061029.0, ARG, ARGH                , Miami OH            ,cf2006    
104500,114.0,7582.0,20061029.0, ARG, ARGH                , Stanford            ,cf2006    
104501,115.0,979.0,20061029.0, ARG, ARGH                , Buffalo             ,cf2006    
104502,116.0,8325.0,20061029.0, ARG, ARGH                , Utah St             ,cf2006    
104503,117.0,7788.0,20061029.0, ARG, ARGH                , Temple              ,cf2006    
104504,118.0,2265.0,20061029.0, ARG, ARGH                , Duke                ,cf2006    
104505,119.0,2652.0,20061029.0, ARG, ARGH                , Florida Intl        ,cf2006    
117161,1.0,5850.0,20061104.0, ARG, ARGH                , Ohio St             ,cf2006    
117162,2.0,4741.0,20061104.0, ARG, ARGH                , Michigan            ,cf2006    
117163,3.0,4224.0,20061104.0, ARG, ARGH                , Louisville          ,cf2006    
117164,4.0,2625.0,20061104.0, ARG, ARGH                , Florida             ,cf2006    
117165,5.0,6696.0,20061104.0, ARG, ARGH                , Rutgers             ,cf2006    
117166,6.0,8251.0,20061104.0, ARG, ARGH                , USC                 ,cf2006    
117167,7.0,402.0,20061104.0, ARG, ARGH                , Auburn              ,cf2006    
117168,8.0,7840.0,20061104.0, ARG, ARGH                , Texas               ,cf2006    
117169,9.0,4206.0,20061104.0, ARG, ARGH                , LSU                 ,cf2006    
117170,10.0,1098.0,20061104.0, ARG, ARGH                , California          ,cf2006    
117171,11.0,771.0,20061104.0, ARG, ARGH                , Boise St            ,cf2006    
117172,12.0,9031.0,20061104.0, ARG, ARGH                , Wisconsin           ,cf2006    
117173,13.0,8716.0,20061104.0, ARG, ARGH                , West Virginia       ,cf2006    
117174,14.0,7801.0,20061104.0, ARG, ARGH                , Tennessee           ,cf2006    
117175,15.0,5886.0,20061104.0, ARG, ARGH                , Oklahoma            ,cf2006    
117176,16.0,316.0,20061104.0, ARG, ARGH                , Arkansas            ,cf2006    
117177,17.0,5749.0,20061104.0, ARG, ARGH                , Notre Dame          ,cf2006    
117178,18.0,8459.0,20061104.0, ARG, ARGH                , Virginia Tech       ,cf2006    
117179,19.0,1603.0,20061104.0, ARG, ARGH                , Clemson             ,cf2006    
117180,20.0,783.0,20061104.0, ARG, ARGH                , Boston College      ,cf2006    
117181,21.0,891.0,20061104.0, ARG, ARGH                , BYU                 ,cf2006    
117182,22.0,5961.0,20061104.0, ARG, ARGH                , Oregon              ,cf2006    
117183,23.0,5279.0,20061104.0, ARG, ARGH                , Nebraska            ,cf2006    
117184,24.0,2911.0,20061104.0, ARG, ARGH                , Georgia Tech        ,cf2006    
117185,25.0,7848.0,20061104.0, ARG, ARGH                , Texas A&M           ,cf2006    
117186,26.0,8508.0,20061104.0, ARG, ARGH                , Wake Forest         ,cf2006    
117187,27.0,4948.0,20061104.0, ARG, ARGH                , Missouri            ,cf2006    
117188,28.0,5970.0,20061104.0, ARG, ARGH                , Oregon St           ,cf2006    
117189,29.0,8588.0,20061104.0, ARG, ARGH                , Washington St       ,cf2006    
117190,30.0,6236.0,20061104.0, ARG, ARGH                , Pittsburgh          ,cf2006    
117191,31.0,7878.0,20061104.0, ARG, ARGH                , TCU                 ,cf2006    
117192,32.0,8099.0,20061104.0, ARG, ARGH                , Tulsa               ,cf2006    
117193,33.0,3197.0,20061104.0, ARG, ARGH                , Hawaii              ,cf2006    
117194,34.0,6114.0,20061104.0, ARG, ARGH                , Penn St             ,cf2006    
117195,35.0,4474.0,20061104.0, ARG, ARGH                , Maryland            ,cf2006    
117196,36.0,2666.0,20061104.0, ARG, ARGH                , Florida St          ,cf2006    
117197,37.0,7918.0,20061104.0, ARG, ARGH                , Texas Tech          ,cf2006    
117198,38.0,7242.0,20061104.0, ARG, ARGH                , South Carolina      ,cf2006    
117199,39.0,3347.0,20061104.0, ARG, ARGH                , Houston             ,cf2006    
117200,40.0,5912.0,20061104.0, ARG, ARGH                , Oklahoma St         ,cf2006    
117201,41.0,2881.0,20061104.0, ARG, ARGH                , Georgia             ,cf2006    
117202,42.0,74.0,20061104.0, ARG, ARGH                , Alabama             ,cf2006    
117203,43.0,3540.0,20061104.0, ARG, ARGH                , Iowa                ,cf2006    
117204,44.0,4719.0,20061104.0, ARG, ARGH                , Miami FL            ,cf2006    
117205,45.0,5253.0,20061104.0, ARG, ARGH                , Navy                ,cf2006    
117206,46.0,8141.0,20061104.0, ARG, ARGH                , UCLA                ,cf2006    
117207,47.0,7278.0,20061104.0, ARG, ARGH                , South Florida       ,cf2006    
117208,48.0,304.0,20061104.0, ARG, ARGH                , Arizona St          ,cf2006    
117209,49.0,1529.0,20061104.0, ARG, ARGH                , Cincinnati          ,cf2006    
117210,50.0,3781.0,20061104.0, ARG, ARGH                , Kentucky            ,cf2006    
117211,51.0,5316.0,20061104.0, ARG, ARGH                , Nevada              ,cf2006    
117212,52.0,5825.0,20061104.0, ARG, ARGH                , Ohio                ,cf2006    
117213,53.0,8551.0,20061104.0, ARG, ARGH                , Washington          ,cf2006    
117214,54.0,4858.0,20061104.0, ARG, ARGH                , Minnesota           ,cf2006    
117215,55.0,7365.0,20061104.0, ARG, ARGH                , Southern Miss       ,cf2006    
117216,56.0,3731.0,20061104.0, ARG, ARGH                , Kansas St           ,cf2006    
117217,57.0,1404.0,20061104.0, ARG, ARGH                , C Michigan          ,cf2006    
117218,58.0,8315.0,20061104.0, ARG, ARGH                , Utah                ,cf2006    
117219,59.0,8767.0,20061104.0, ARG, ARGH                , W Michigan          ,cf2006    
117220,60.0,55.0,20061104.0, ARG, ARGH                , Air Force           ,cf2006    
117221,61.0,4785.0,20061104.0, ARG, ARGH                , MTSU                ,cf2006    
117222,62.0,6393.0,20061104.0, ARG, ARGH                , Purdue              ,cf2006    
117223,63.0,2292.0,20061104.0, ARG, ARGH                , East Carolina       ,cf2006    
117224,64.0,8367.0,20061104.0, ARG, ARGH                , Vanderbilt          ,cf2006    
117225,65.0,9162.0,20061104.0, ARG, ARGH                , Wyoming             ,cf2006    
117226,66.0,294.0,20061104.0, ARG, ARGH                , Arizona             ,cf2006    
117227,67.0,5634.0,20061104.0, ARG, ARGH                , N Illinois          ,cf2006    
117228,68.0,7024.0,20061104.0, ARG, ARGH                , San Jose St         ,cf2006    
117229,69.0,4757.0,20061104.0, ARG, ARGH                , Michigan St         ,cf2006    
117230,70.0,3717.0,20061104.0, ARG, ARGH                , Kansas              ,cf2006    
117231,71.0,3484.0,20061104.0, ARG, ARGH                , Indiana             ,cf2006    
117232,72.0,7729.0,20061104.0, ARG, ARGH                , Syracuse            ,cf2006    
117233,73.0,1872.0,20061104.0, ARG, ARGH                , Connecticut         ,cf2006    
117234,74.0,5511.0,20061104.0, ARG, ARGH                , NC State            ,cf2006    
117235,75.0,557.0,20061104.0, ARG, ARGH                , Baylor              ,cf2006    
117236,76.0,8432.0,20061104.0, ARG, ARGH                , Virginia            ,cf2006    
117237,77.0,7358.0,20061104.0, ARG, ARGH                , SMU                 ,cf2006    
117238,78.0,6535.0,20061104.0, ARG, ARGH                , Rice                ,cf2006    
117239,79.0,5371.0,20061104.0, ARG, ARGH                , New Mexico          ,cf2006    
117240,80.0,7933.0,20061104.0, ARG, ARGH                , UTEP                ,cf2006    
117241,81.0,4194.0,20061104.0, ARG, ARGH                , ULL                 ,cf2006    
117242,82.0,4436.0,20061104.0, ARG, ARGH                , Marshall            ,cf2006    
117243,83.0,4936.0,20061104.0, ARG, ARGH                , Mississippi St      ,cf2006    
117244,84.0,1753.0,20061104.0, ARG, ARGH                , Colorado St         ,cf2006    
117245,85.0,8068.0,20061104.0, ARG, ARGH                , Troy                ,cf2006    
117246,86.0,3771.0,20061104.0, ARG, ARGH                , Kent                ,cf2006    
117247,87.0,3425.0,20061104.0, ARG, ARGH                , Illinois            ,cf2006    
117248,88.0,66.0,20061104.0, ARG, ARGH                , Akron               ,cf2006    
117249,89.0,4920.0,20061104.0, ARG, ARGH                , Mississippi         ,cf2006    
117250,90.0,8092.0,20061104.0, ARG, ARGH                , Tulane              ,cf2006    
117251,91.0,87.0,20061104.0, ARG, ARGH                , UAB                 ,cf2006    
117252,92.0,5704.0,20061104.0, ARG, ARGH                , Northwestern        ,cf2006    
117253,93.0,501.0,20061104.0, ARG, ARGH                , Ball St             ,cf2006    
117254,94.0,2776.0,20061104.0, ARG, ARGH                , Fresno St           ,cf2006    
117255,95.0,3554.0,20061104.0, ARG, ARGH                , Iowa St             ,cf2006    
117256,96.0,821.0,20061104.0, ARG, ARGH                , Bowling Green       ,cf2006    
117257,97.0,3415.0,20061104.0, ARG, ARGH                , Idaho               ,cf2006    
117258,98.0,333.0,20061104.0, ARG, ARGH                , Arkansas St         ,cf2006    
117259,99.0,356.0,20061104.0, ARG, ARGH                , Army                ,cf2006    
117260,100.0,7978.0,20061104.0, ARG, ARGH                , Toledo              ,cf2006    
117261,101.0,1380.0,20061104.0, ARG, ARGH                , UCF                 ,cf2006    
117262,102.0,4218.0,20061104.0, ARG, ARGH                , Louisiana Tech      ,cf2006    
117263,103.0,5387.0,20061104.0, ARG, ARGH                , New Mexico St       ,cf2006    
117264,104.0,5492.0,20061104.0, ARG, ARGH                , North Carolina      ,cf2006    
117265,105.0,1715.0,20061104.0, ARG, ARGH                , Colorado            ,cf2006    
117266,106.0,2638.0,20061104.0, ARG, ARGH                , FL Atlantic         ,cf2006    
117267,107.0,7002.0,20061104.0, ARG, ARGH                , San Diego St        ,cf2006    
117268,108.0,979.0,20061104.0, ARG, ARGH                , Buffalo             ,cf2006    
117269,109.0,4636.0,20061104.0, ARG, ARGH                , Memphis             ,cf2006    
117270,110.0,5323.0,20061104.0, ARG, ARGH                , UNLV                ,cf2006    
117271,111.0,4725.0,20061104.0, ARG, ARGH                , Miami OH            ,cf2006    
117272,112.0,4200.0,20061104.0, ARG, ARGH                , ULM                 ,cf2006    
117273,113.0,5584.0,20061104.0, ARG, ARGH                , North Texas         ,cf2006    
117274,114.0,2353.0,20061104.0, ARG, ARGH                , E Michigan          ,cf2006    
117275,115.0,7582.0,20061104.0, ARG, ARGH                , Stanford            ,cf2006    
117276,116.0,8325.0,20061104.0, ARG, ARGH                , Utah St             ,cf2006    
117277,117.0,7788.0,20061104.0, ARG, ARGH                , Temple              ,cf2006    
117278,118.0,2652.0,20061104.0, ARG, ARGH                , Florida Intl        ,cf2006    
117279,119.0,2265.0,20061104.0, ARG, ARGH                , Duke                ,cf2006    
133174,1.0,5850.0,20061111.0, ARG, ARGH                , Ohio St             ,cf2006    
133175,2.0,4741.0,20061111.0, ARG, ARGH                , Michigan            ,cf2006    
133176,3.0,6696.0,20061111.0, ARG, ARGH                , Rutgers             ,cf2006    
133177,4.0,8251.0,20061111.0, ARG, ARGH                , USC                 ,cf2006    
133178,5.0,2625.0,20061111.0, ARG, ARGH                , Florida             ,cf2006    
133179,6.0,4224.0,20061111.0, ARG, ARGH                , Louisville          ,cf2006    
133180,7.0,4206.0,20061111.0, ARG, ARGH                , LSU                 ,cf2006    
133181,8.0,771.0,20061111.0, ARG, ARGH                , Boise St            ,cf2006    
133182,9.0,9031.0,20061111.0, ARG, ARGH                , Wisconsin           ,cf2006    
133183,10.0,8716.0,20061111.0, ARG, ARGH                , West Virginia       ,cf2006    
133184,11.0,316.0,20061111.0, ARG, ARGH                , Arkansas            ,cf2006    
133185,12.0,7840.0,20061111.0, ARG, ARGH                , Texas               ,cf2006    
133186,13.0,5749.0,20061111.0, ARG, ARGH                , Notre Dame          ,cf2006    
133187,14.0,1098.0,20061111.0, ARG, ARGH                , California          ,cf2006    
133188,15.0,402.0,20061111.0, ARG, ARGH                , Auburn              ,cf2006    
133189,16.0,8459.0,20061111.0, ARG, ARGH                , Virginia Tech       ,cf2006    
133190,17.0,5886.0,20061111.0, ARG, ARGH                , Oklahoma            ,cf2006    
133191,18.0,1603.0,20061111.0, ARG, ARGH                , Clemson             ,cf2006    
133192,19.0,8508.0,20061111.0, ARG, ARGH                , Wake Forest         ,cf2006    
133193,20.0,891.0,20061111.0, ARG, ARGH                , BYU                 ,cf2006    
133194,21.0,783.0,20061111.0, ARG, ARGH                , Boston College      ,cf2006    
133195,22.0,7801.0,20061111.0, ARG, ARGH                , Tennessee           ,cf2006    
133196,23.0,5279.0,20061111.0, ARG, ARGH                , Nebraska            ,cf2006    
133197,24.0,2911.0,20061111.0, ARG, ARGH                , Georgia Tech        ,cf2006    
133198,25.0,5961.0,20061111.0, ARG, ARGH                , Oregon              ,cf2006    
133199,26.0,4948.0,20061111.0, ARG, ARGH                , Missouri            ,cf2006    
133200,27.0,7848.0,20061111.0, ARG, ARGH                , Texas A&M           ,cf2006    
133201,28.0,6114.0,20061111.0, ARG, ARGH                , Penn St             ,cf2006    
133202,29.0,3197.0,20061111.0, ARG, ARGH                , Hawaii              ,cf2006    
133203,30.0,2881.0,20061111.0, ARG, ARGH                , Georgia             ,cf2006    
133204,31.0,7878.0,20061111.0, ARG, ARGH                , TCU                 ,cf2006    
133205,32.0,5970.0,20061111.0, ARG, ARGH                , Oregon St           ,cf2006    
133206,33.0,4474.0,20061111.0, ARG, ARGH                , Maryland            ,cf2006    
133207,34.0,8588.0,20061111.0, ARG, ARGH                , Washington St       ,cf2006    
133208,35.0,5912.0,20061111.0, ARG, ARGH                , Oklahoma St         ,cf2006    
133209,36.0,6236.0,20061111.0, ARG, ARGH                , Pittsburgh          ,cf2006    
133210,37.0,3347.0,20061111.0, ARG, ARGH                , Houston             ,cf2006    
133211,38.0,304.0,20061111.0, ARG, ARGH                , Arizona St          ,cf2006    
133212,39.0,7242.0,20061111.0, ARG, ARGH                , South Carolina      ,cf2006    
