,    1,    7840,   20060801, ARG, ARGH                , Texas               ,cf2006    
13454,100.0,4725.0,20060909.0, ARG, ARGH                , Miami OH            ,cf2006    
13455,101.0,7024.0,20060909.0, ARG, ARGH                , San Jose St         ,cf2006    
13456,102.0,4194.0,20060909.0, ARG, ARGH                , ULL                 ,cf2006    
13457,103.0,4200.0,20060909.0, ARG, ARGH                , ULM                 ,cf2006    
13458,104.0,7729.0,20060909.0, ARG, ARGH                , Syracuse            ,cf2006    
13459,105.0,7358.0,20060909.0, ARG, ARGH                , SMU                 ,cf2006    
13460,106.0,4785.0,20060909.0, ARG, ARGH                , MTSU                ,cf2006    
13461,107.0,6535.0,20060909.0, ARG, ARGH                , Rice                ,cf2006    
13462,108.0,333.0,20060909.0, ARG, ARGH                , Arkansas St         ,cf2006    
13463,109.0,2353.0,20060909.0, ARG, ARGH                , E Michigan          ,cf2006    
13464,110.0,8092.0,20060909.0, ARG, ARGH                , Tulane              ,cf2006    
13465,111.0,2652.0,20060909.0, ARG, ARGH                , Florida Intl        ,cf2006    
13466,112.0,8325.0,20060909.0, ARG, ARGH                , Utah St             ,cf2006    
13467,113.0,3415.0,20060909.0, ARG, ARGH                , Idaho               ,cf2006    
13468,114.0,2265.0,20060909.0, ARG, ARGH                , Duke                ,cf2006    
13469,115.0,5387.0,20060909.0, ARG, ARGH                , New Mexico St       ,cf2006    
13470,116.0,2638.0,20060909.0, ARG, ARGH                , FL Atlantic         ,cf2006    
13471,117.0,979.0,20060909.0, ARG, ARGH                , Buffalo             ,cf2006    
13472,118.0,3771.0,20060909.0, ARG, ARGH                , Kent                ,cf2006    
13473,119.0,7788.0,20060909.0, ARG, ARGH                , Temple              ,cf2006    
21122,1.0,402.0,20060916.0, ARG, ARGH                , Auburn              ,cf2006    
21123,2.0,8251.0,20060916.0, ARG, ARGH                , USC                 ,cf2006    
21124,3.0,5850.0,20060916.0, ARG, ARGH                , Ohio St             ,cf2006    
21125,4.0,4741.0,20060916.0, ARG, ARGH                , Michigan            ,cf2006    
21126,5.0,2625.0,20060916.0, ARG, ARGH                , Florida             ,cf2006    
21127,6.0,4206.0,20060916.0, ARG, ARGH                , LSU                 ,cf2006    
21128,7.0,7840.0,20060916.0, ARG, ARGH                , Texas               ,cf2006    
21129,8.0,4224.0,20060916.0, ARG, ARGH                , Louisville          ,cf2006    
21130,9.0,8459.0,20060916.0, ARG, ARGH                , Virginia Tech       ,cf2006    
21131,10.0,783.0,20060916.0, ARG, ARGH                , Boston College      ,cf2006    
21132,11.0,2881.0,20060916.0, ARG, ARGH                , Georgia             ,cf2006    
21133,12.0,7878.0,20060916.0, ARG, ARGH                , TCU                 ,cf2006    
21134,13.0,5961.0,20060916.0, ARG, ARGH                , Oregon              ,cf2006    
21135,14.0,8716.0,20060916.0, ARG, ARGH                , West Virginia       ,cf2006    
21136,15.0,74.0,20060916.0, ARG, ARGH                , Alabama             ,cf2006    
21137,16.0,3540.0,20060916.0, ARG, ARGH                , Iowa                ,cf2006    
21138,17.0,5749.0,20060916.0, ARG, ARGH                , Notre Dame          ,cf2006    
21139,18.0,1603.0,20060916.0, ARG, ARGH                , Clemson             ,cf2006    
21140,19.0,9031.0,20060916.0, ARG, ARGH                , Wisconsin           ,cf2006    
21141,20.0,5886.0,20060916.0, ARG, ARGH                , Oklahoma            ,cf2006    
21142,21.0,7918.0,20060916.0, ARG, ARGH                , Texas Tech          ,cf2006    
21143,22.0,771.0,20060916.0, ARG, ARGH                , Boise St            ,cf2006    
21144,23.0,6114.0,20060916.0, ARG, ARGH                , Penn St             ,cf2006    
21145,24.0,304.0,20060916.0, ARG, ARGH                , Arizona St          ,cf2006    
21146,25.0,8141.0,20060916.0, ARG, ARGH                , UCLA                ,cf2006    
21147,26.0,7848.0,20060916.0, ARG, ARGH                , Texas A&M           ,cf2006    
21148,27.0,2666.0,20060916.0, ARG, ARGH                , Florida St          ,cf2006    
21149,28.0,5279.0,20060916.0, ARG, ARGH                , Nebraska            ,cf2006    
21150,29.0,4757.0,20060916.0, ARG, ARGH                , Michigan St         ,cf2006    
21151,30.0,6696.0,20060916.0, ARG, ARGH                , Rutgers             ,cf2006    
21152,31.0,1098.0,20060916.0, ARG, ARGH                , California          ,cf2006    
21153,32.0,7801.0,20060916.0, ARG, ARGH                , Tennessee           ,cf2006    
21154,33.0,8508.0,20060916.0, ARG, ARGH                , Wake Forest         ,cf2006    
21155,34.0,2911.0,20060916.0, ARG, ARGH                , Georgia Tech        ,cf2006    
21156,35.0,4858.0,20060916.0, ARG, ARGH                , Minnesota           ,cf2006    
21157,36.0,4948.0,20060916.0, ARG, ARGH                , Missouri            ,cf2006    
21158,37.0,8315.0,20060916.0, ARG, ARGH                , Utah                ,cf2006    
21159,38.0,4719.0,20060916.0, ARG, ARGH                , Miami FL            ,cf2006    
21160,39.0,8588.0,20060916.0, ARG, ARGH                , Washington St       ,cf2006    
21161,40.0,5912.0,20060916.0, ARG, ARGH                , Oklahoma St         ,cf2006    
21162,41.0,3731.0,20060916.0, ARG, ARGH                , Kansas St           ,cf2006    
21163,42.0,7278.0,20060916.0, ARG, ARGH                , South Florida       ,cf2006    
21164,43.0,316.0,20060916.0, ARG, ARGH                , Arkansas            ,cf2006    
21165,44.0,6236.0,20060916.0, ARG, ARGH                , Pittsburgh          ,cf2006    
21166,45.0,3554.0,20060916.0, ARG, ARGH                , Iowa St             ,cf2006    
21167,46.0,7365.0,20060916.0, ARG, ARGH                , Southern Miss       ,cf2006    
21168,47.0,5253.0,20060916.0, ARG, ARGH                , Navy                ,cf2006    
21169,48.0,891.0,20060916.0, ARG, ARGH                , BYU                 ,cf2006    
21170,49.0,4474.0,20060916.0, ARG, ARGH                , Maryland            ,cf2006    
21171,50.0,8099.0,20060916.0, ARG, ARGH                , Tulsa               ,cf2006    
21172,51.0,7933.0,20060916.0, ARG, ARGH                , UTEP                ,cf2006    
21173,52.0,6393.0,20060916.0, ARG, ARGH                , Purdue              ,cf2006    
21174,53.0,7242.0,20060916.0, ARG, ARGH                , South Carolina      ,cf2006    
21175,54.0,2776.0,20060916.0, ARG, ARGH                , Fresno St           ,cf2006    
21176,55.0,3347.0,20060916.0, ARG, ARGH                , Houston             ,cf2006    
21177,56.0,5970.0,20060916.0, ARG, ARGH                , Oregon St           ,cf2006    
21178,57.0,294.0,20060916.0, ARG, ARGH                , Arizona             ,cf2006    
21179,58.0,3717.0,20060916.0, ARG, ARGH                , Kansas              ,cf2006    
21180,59.0,1872.0,20060916.0, ARG, ARGH                , Connecticut         ,cf2006    
21181,60.0,8551.0,20060916.0, ARG, ARGH                , Washington          ,cf2006    
21182,61.0,557.0,20060916.0, ARG, ARGH                , Baylor              ,cf2006    
21183,62.0,8767.0,20060916.0, ARG, ARGH                , W Michigan          ,cf2006    
21184,63.0,3197.0,20060916.0, ARG, ARGH                , Hawaii              ,cf2006    
21185,64.0,1404.0,20060916.0, ARG, ARGH                , C Michigan          ,cf2006    
21186,65.0,5825.0,20060916.0, ARG, ARGH                , Ohio                ,cf2006    
21187,66.0,3781.0,20060916.0, ARG, ARGH                , Kentucky            ,cf2006    
21188,67.0,7978.0,20060916.0, ARG, ARGH                , Toledo              ,cf2006    
21189,68.0,5511.0,20060916.0, ARG, ARGH                , NC State            ,cf2006    
21190,69.0,66.0,20060916.0, ARG, ARGH                , Akron               ,cf2006    
21191,70.0,1753.0,20060916.0, ARG, ARGH                , Colorado St         ,cf2006    
21192,71.0,5704.0,20060916.0, ARG, ARGH                , Northwestern        ,cf2006    
21193,72.0,3484.0,20060916.0, ARG, ARGH                , Indiana             ,cf2006    
21194,73.0,5634.0,20060916.0, ARG, ARGH                , N Illinois          ,cf2006    
21195,74.0,821.0,20060916.0, ARG, ARGH                , Bowling Green       ,cf2006    
21196,75.0,8432.0,20060916.0, ARG, ARGH                , Virginia            ,cf2006    
21197,76.0,1529.0,20060916.0, ARG, ARGH                , Cincinnati          ,cf2006    
21198,77.0,5316.0,20060916.0, ARG, ARGH                , Nevada              ,cf2006    
21199,78.0,5492.0,20060916.0, ARG, ARGH                , North Carolina      ,cf2006    
21200,79.0,9162.0,20060916.0, ARG, ARGH                , Wyoming             ,cf2006    
21201,80.0,4785.0,20060916.0, ARG, ARGH                , MTSU                ,cf2006    
21202,81.0,87.0,20060916.0, ARG, ARGH                , UAB                 ,cf2006    
21203,82.0,8367.0,20060916.0, ARG, ARGH                , Vanderbilt          ,cf2006    
21204,83.0,2292.0,20060916.0, ARG, ARGH                , East Carolina       ,cf2006    
21205,84.0,7729.0,20060916.0, ARG, ARGH                , Syracuse            ,cf2006    
21206,85.0,8068.0,20060916.0, ARG, ARGH                , Troy                ,cf2006    
21207,86.0,1380.0,20060916.0, ARG, ARGH                , UCF                 ,cf2006    
21208,87.0,55.0,20060916.0, ARG, ARGH                , Air Force           ,cf2006    
21209,88.0,4436.0,20060916.0, ARG, ARGH                , Marshall            ,cf2006    
21210,89.0,4218.0,20060916.0, ARG, ARGH                , Louisiana Tech      ,cf2006    
21211,90.0,7002.0,20060916.0, ARG, ARGH                , San Diego St        ,cf2006    
21212,91.0,3425.0,20060916.0, ARG, ARGH                , Illinois            ,cf2006    
21213,92.0,7582.0,20060916.0, ARG, ARGH                , Stanford            ,cf2006    
21214,93.0,4636.0,20060916.0, ARG, ARGH                , Memphis             ,cf2006    
21215,94.0,501.0,20060916.0, ARG, ARGH                , Ball St             ,cf2006    
21216,95.0,5323.0,20060916.0, ARG, ARGH                , UNLV                ,cf2006    
21217,96.0,356.0,20060916.0, ARG, ARGH                , Army                ,cf2006    
21218,97.0,5371.0,20060916.0, ARG, ARGH                , New Mexico          ,cf2006    
21219,98.0,7358.0,20060916.0, ARG, ARGH                , SMU                 ,cf2006    
21220,99.0,4194.0,20060916.0, ARG, ARGH                , ULL                 ,cf2006    
21221,100.0,4920.0,20060916.0, ARG, ARGH                , Mississippi         ,cf2006    
21222,101.0,7024.0,20060916.0, ARG, ARGH                , San Jose St         ,cf2006    
21223,102.0,4200.0,20060916.0, ARG, ARGH                , ULM                 ,cf2006    
21224,103.0,8092.0,20060916.0, ARG, ARGH                , Tulane              ,cf2006    
21225,104.0,5584.0,20060916.0, ARG, ARGH                , North Texas         ,cf2006    
21226,105.0,333.0,20060916.0, ARG, ARGH                , Arkansas St         ,cf2006    
21227,106.0,5387.0,20060916.0, ARG, ARGH                , New Mexico St       ,cf2006    
21228,107.0,4936.0,20060916.0, ARG, ARGH                , Mississippi St      ,cf2006    
21229,108.0,1715.0,20060916.0, ARG, ARGH                , Colorado            ,cf2006    
21230,109.0,3415.0,20060916.0, ARG, ARGH                , Idaho               ,cf2006    
21231,110.0,6535.0,20060916.0, ARG, ARGH                , Rice                ,cf2006    
21232,111.0,2652.0,20060916.0, ARG, ARGH                , Florida Intl        ,cf2006    
21233,112.0,4725.0,20060916.0, ARG, ARGH                , Miami OH            ,cf2006    
21234,113.0,2353.0,20060916.0, ARG, ARGH                , E Michigan          ,cf2006    
21235,114.0,3771.0,20060916.0, ARG, ARGH                , Kent                ,cf2006    
21236,115.0,979.0,20060916.0, ARG, ARGH                , Buffalo             ,cf2006    
21237,116.0,2638.0,20060916.0, ARG, ARGH                , FL Atlantic         ,cf2006    
21238,117.0,2265.0,20060916.0, ARG, ARGH                , Duke                ,cf2006    
21239,118.0,8325.0,20060916.0, ARG, ARGH                , Utah St             ,cf2006    
21240,119.0,7788.0,20060916.0, ARG, ARGH                , Temple              ,cf2006    
29628,1.0,8251.0,20060923.0, ARG, ARGH                , USC                 ,cf2006    
29629,2.0,5850.0,20060923.0, ARG, ARGH                , Ohio St             ,cf2006    
29630,3.0,402.0,20060923.0, ARG, ARGH                , Auburn              ,cf2006    
29631,4.0,2625.0,20060923.0, ARG, ARGH                , Florida             ,cf2006    
29632,5.0,4741.0,20060923.0, ARG, ARGH                , Michigan            ,cf2006    
29633,6.0,4224.0,20060923.0, ARG, ARGH                , Louisville          ,cf2006    
29634,7.0,7840.0,20060923.0, ARG, ARGH                , Texas               ,cf2006    
29635,8.0,4206.0,20060923.0, ARG, ARGH                , LSU                 ,cf2006    
29636,9.0,8459.0,20060923.0, ARG, ARGH                , Virginia Tech       ,cf2006    
29637,10.0,2881.0,20060923.0, ARG, ARGH                , Georgia             ,cf2006    
29638,11.0,8716.0,20060923.0, ARG, ARGH                , West Virginia       ,cf2006    
29639,12.0,3540.0,20060923.0, ARG, ARGH                , Iowa                ,cf2006    
29640,13.0,5749.0,20060923.0, ARG, ARGH                , Notre Dame          ,cf2006    
29641,14.0,1603.0,20060923.0, ARG, ARGH                , Clemson             ,cf2006    
29642,15.0,7878.0,20060923.0, ARG, ARGH                , TCU                 ,cf2006    
29643,16.0,5961.0,20060923.0, ARG, ARGH                , Oregon              ,cf2006    
29644,17.0,5886.0,20060923.0, ARG, ARGH                , Oklahoma            ,cf2006    
29645,18.0,8508.0,20060923.0, ARG, ARGH                , Wake Forest         ,cf2006    
29646,19.0,771.0,20060923.0, ARG, ARGH                , Boise St            ,cf2006    
29647,20.0,2666.0,20060923.0, ARG, ARGH                , Florida St          ,cf2006    
29648,21.0,7848.0,20060923.0, ARG, ARGH                , Texas A&M           ,cf2006    
29649,22.0,783.0,20060923.0, ARG, ARGH                , Boston College      ,cf2006    
29650,23.0,5279.0,20060923.0, ARG, ARGH                , Nebraska            ,cf2006    
29651,24.0,7918.0,20060923.0, ARG, ARGH                , Texas Tech          ,cf2006    
29652,25.0,4948.0,20060923.0, ARG, ARGH                , Missouri            ,cf2006    
29653,26.0,74.0,20060923.0, ARG, ARGH                , Alabama             ,cf2006    
29654,27.0,1098.0,20060923.0, ARG, ARGH                , California          ,cf2006    
29655,28.0,7801.0,20060923.0, ARG, ARGH                , Tennessee           ,cf2006    
29656,29.0,6696.0,20060923.0, ARG, ARGH                , Rutgers             ,cf2006    
29657,30.0,9031.0,20060923.0, ARG, ARGH                , Wisconsin           ,cf2006    
29658,31.0,2911.0,20060923.0, ARG, ARGH                , Georgia Tech        ,cf2006    
29659,32.0,8315.0,20060923.0, ARG, ARGH                , Utah                ,cf2006    
29660,33.0,6114.0,20060923.0, ARG, ARGH                , Penn St             ,cf2006    
29661,34.0,8588.0,20060923.0, ARG, ARGH                , Washington St       ,cf2006    
29662,35.0,316.0,20060923.0, ARG, ARGH                , Arkansas            ,cf2006    
29663,36.0,8141.0,20060923.0, ARG, ARGH                , UCLA                ,cf2006    
29664,37.0,4719.0,20060923.0, ARG, ARGH                , Miami FL            ,cf2006    
29665,38.0,4757.0,20060923.0, ARG, ARGH                , Michigan St         ,cf2006    
29666,39.0,304.0,20060923.0, ARG, ARGH                , Arizona St          ,cf2006    
29667,40.0,4858.0,20060923.0, ARG, ARGH                , Minnesota           ,cf2006    
29668,41.0,3347.0,20060923.0, ARG, ARGH                , Houston             ,cf2006    
29669,42.0,6236.0,20060923.0, ARG, ARGH                , Pittsburgh          ,cf2006    
29670,43.0,7242.0,20060923.0, ARG, ARGH                , South Carolina      ,cf2006    
29671,44.0,7365.0,20060923.0, ARG, ARGH                , Southern Miss       ,cf2006    
29672,45.0,8099.0,20060923.0, ARG, ARGH                , Tulsa               ,cf2006    
29673,46.0,891.0,20060923.0, ARG, ARGH                , BYU                 ,cf2006    
29674,47.0,8551.0,20060923.0, ARG, ARGH                , Washington          ,cf2006    
29675,48.0,6393.0,20060923.0, ARG, ARGH                , Purdue              ,cf2006    
29676,49.0,5912.0,20060923.0, ARG, ARGH                , Oklahoma St         ,cf2006    
29677,50.0,3731.0,20060923.0, ARG, ARGH                , Kansas St           ,cf2006    
29678,51.0,3554.0,20060923.0, ARG, ARGH                , Iowa St             ,cf2006    
29679,52.0,1872.0,20060923.0, ARG, ARGH                , Connecticut         ,cf2006    
29680,53.0,5970.0,20060923.0, ARG, ARGH                , Oregon St           ,cf2006    
29681,54.0,7278.0,20060923.0, ARG, ARGH                , South Florida       ,cf2006    
29682,55.0,2776.0,20060923.0, ARG, ARGH                , Fresno St           ,cf2006    
29683,56.0,3717.0,20060923.0, ARG, ARGH                , Kansas              ,cf2006    
29684,57.0,4474.0,20060923.0, ARG, ARGH                , Maryland            ,cf2006    
29685,58.0,5253.0,20060923.0, ARG, ARGH                , Navy                ,cf2006    
29686,59.0,5511.0,20060923.0, ARG, ARGH                , NC State            ,cf2006    
29687,60.0,8767.0,20060923.0, ARG, ARGH                , W Michigan          ,cf2006    
29688,61.0,66.0,20060923.0, ARG, ARGH                , Akron               ,cf2006    
29689,62.0,3781.0,20060923.0, ARG, ARGH                , Kentucky            ,cf2006    
29690,63.0,1404.0,20060923.0, ARG, ARGH                , C Michigan          ,cf2006    
29691,64.0,294.0,20060923.0, ARG, ARGH                , Arizona             ,cf2006    
29692,65.0,7978.0,20060923.0, ARG, ARGH                , Toledo              ,cf2006    
29693,66.0,3197.0,20060923.0, ARG, ARGH                , Hawaii              ,cf2006    
29694,67.0,5634.0,20060923.0, ARG, ARGH                , N Illinois          ,cf2006    
29695,68.0,8367.0,20060923.0, ARG, ARGH                , Vanderbilt          ,cf2006    
29696,69.0,7729.0,20060923.0, ARG, ARGH                , Syracuse            ,cf2006    
29697,70.0,7933.0,20060923.0, ARG, ARGH                , UTEP                ,cf2006    
29698,71.0,55.0,20060923.0, ARG, ARGH                , Air Force           ,cf2006    
29699,72.0,5316.0,20060923.0, ARG, ARGH                , Nevada              ,cf2006    
29700,73.0,1753.0,20060923.0, ARG, ARGH                , Colorado St         ,cf2006    
29701,74.0,5825.0,20060923.0, ARG, ARGH                , Ohio                ,cf2006    
29702,75.0,356.0,20060923.0, ARG, ARGH                , Army                ,cf2006    
29703,76.0,1529.0,20060923.0, ARG, ARGH                , Cincinnati          ,cf2006    
29704,77.0,557.0,20060923.0, ARG, ARGH                , Baylor              ,cf2006    
29705,78.0,7358.0,20060923.0, ARG, ARGH                , SMU                 ,cf2006    
29706,79.0,3484.0,20060923.0, ARG, ARGH                , Indiana             ,cf2006    
29707,80.0,1380.0,20060923.0, ARG, ARGH                , UCF                 ,cf2006    
29708,81.0,5371.0,20060923.0, ARG, ARGH                , New Mexico          ,cf2006    
29709,82.0,4436.0,20060923.0, ARG, ARGH                , Marshall            ,cf2006    
29710,83.0,5492.0,20060923.0, ARG, ARGH                , North Carolina      ,cf2006    
29711,84.0,8432.0,20060923.0, ARG, ARGH                , Virginia            ,cf2006    
29712,85.0,5704.0,20060923.0, ARG, ARGH                , Northwestern        ,cf2006    
29713,86.0,9162.0,20060923.0, ARG, ARGH                , Wyoming             ,cf2006    
29714,87.0,4218.0,20060923.0, ARG, ARGH                , Louisiana Tech      ,cf2006    
29715,88.0,2292.0,20060923.0, ARG, ARGH                , East Carolina       ,cf2006    
29716,89.0,7024.0,20060923.0, ARG, ARGH                , San Jose St         ,cf2006    
29717,90.0,4636.0,20060923.0, ARG, ARGH                , Memphis             ,cf2006    
29718,91.0,4194.0,20060923.0, ARG, ARGH                , ULL                 ,cf2006    
29719,92.0,8068.0,20060923.0, ARG, ARGH                , Troy                ,cf2006    
29720,93.0,3771.0,20060923.0, ARG, ARGH                , Kent                ,cf2006    
29721,94.0,3425.0,20060923.0, ARG, ARGH                , Illinois            ,cf2006    
29722,95.0,821.0,20060923.0, ARG, ARGH                , Bowling Green       ,cf2006    
29723,96.0,87.0,20060923.0, ARG, ARGH                , UAB                 ,cf2006    
29724,97.0,5323.0,20060923.0, ARG, ARGH                , UNLV                ,cf2006    
29725,98.0,4785.0,20060923.0, ARG, ARGH                , MTSU                ,cf2006    
29726,99.0,4936.0,20060923.0, ARG, ARGH                , Mississippi St      ,cf2006    
29727,100.0,8092.0,20060923.0, ARG, ARGH                , Tulane              ,cf2006    
29728,101.0,4920.0,20060923.0, ARG, ARGH                , Mississippi         ,cf2006    
29729,102.0,4200.0,20060923.0, ARG, ARGH                , ULM                 ,cf2006    
29730,103.0,7582.0,20060923.0, ARG, ARGH                , Stanford            ,cf2006    
29731,104.0,7002.0,20060923.0, ARG, ARGH                , San Diego St        ,cf2006    
29732,105.0,5387.0,20060923.0, ARG, ARGH                , New Mexico St       ,cf2006    
29733,106.0,5584.0,20060923.0, ARG, ARGH                , North Texas         ,cf2006    
29734,107.0,501.0,20060923.0, ARG, ARGH                , Ball St             ,cf2006    
29735,108.0,1715.0,20060923.0, ARG, ARGH                , Colorado            ,cf2006    
29736,109.0,6535.0,20060923.0, ARG, ARGH                , Rice                ,cf2006    
29737,110.0,333.0,20060923.0, ARG, ARGH                , Arkansas St         ,cf2006    
29738,111.0,3415.0,20060923.0, ARG, ARGH                , Idaho               ,cf2006    
29739,112.0,979.0,20060923.0, ARG, ARGH                , Buffalo             ,cf2006    
29740,113.0,2652.0,20060923.0, ARG, ARGH                , Florida Intl        ,cf2006    
29741,114.0,4725.0,20060923.0, ARG, ARGH                , Miami OH            ,cf2006    
29742,115.0,2265.0,20060923.0, ARG, ARGH                , Duke                ,cf2006    
29743,116.0,2353.0,20060923.0, ARG, ARGH                , E Michigan          ,cf2006    
29744,117.0,2638.0,20060923.0, ARG, ARGH                , FL Atlantic         ,cf2006    
29745,118.0,8325.0,20060923.0, ARG, ARGH                , Utah St             ,cf2006    
29746,119.0,7788.0,20060923.0, ARG, ARGH                , Temple              ,cf2006    
40884,1.0,5850.0,20060930.0, ARG, ARGH                , Ohio St             ,cf2006    
40885,2.0,8251.0,20060930.0, ARG, ARGH                , USC                 ,cf2006    
40886,3.0,2625.0,20060930.0, ARG, ARGH                , Florida             ,cf2006    
40887,4.0,402.0,20060930.0, ARG, ARGH                , Auburn              ,cf2006    
40888,5.0,4741.0,20060930.0, ARG, ARGH                , Michigan            ,cf2006    
40889,6.0,4224.0,20060930.0, ARG, ARGH                , Louisville          ,cf2006    
40890,7.0,5961.0,20060930.0, ARG, ARGH                , Oregon              ,cf2006    
40891,8.0,2881.0,20060930.0, ARG, ARGH                , Georgia             ,cf2006    
40892,9.0,4206.0,20060930.0, ARG, ARGH                , LSU                 ,cf2006    
40893,10.0,771.0,20060930.0, ARG, ARGH                , Boise St            ,cf2006    
40894,11.0,7840.0,20060930.0, ARG, ARGH                , Texas               ,cf2006    
40895,12.0,5749.0,20060930.0, ARG, ARGH                , Notre Dame          ,cf2006    
40896,13.0,8716.0,20060930.0, ARG, ARGH                , West Virginia       ,cf2006    
40897,14.0,1603.0,20060930.0, ARG, ARGH                , Clemson             ,cf2006    
40898,15.0,5886.0,20060930.0, ARG, ARGH                , Oklahoma            ,cf2006    
40899,16.0,7801.0,20060930.0, ARG, ARGH                , Tennessee           ,cf2006    
40900,17.0,1098.0,20060930.0, ARG, ARGH                , California          ,cf2006    
40901,18.0,6696.0,20060930.0, ARG, ARGH                , Rutgers             ,cf2006    
40902,19.0,7918.0,20060930.0, ARG, ARGH                , Texas Tech          ,cf2006    
40903,20.0,5279.0,20060930.0, ARG, ARGH                , Nebraska            ,cf2006    
40904,21.0,3540.0,20060930.0, ARG, ARGH                , Iowa                ,cf2006    
40905,22.0,2666.0,20060930.0, ARG, ARGH                , Florida St          ,cf2006    
40906,23.0,4948.0,20060930.0, ARG, ARGH                , Missouri            ,cf2006    
40907,24.0,8508.0,20060930.0, ARG, ARGH                , Wake Forest         ,cf2006    
40908,25.0,2911.0,20060930.0, ARG, ARGH                , Georgia Tech        ,cf2006    
40909,26.0,8459.0,20060930.0, ARG, ARGH                , Virginia Tech       ,cf2006    
40910,27.0,9031.0,20060930.0, ARG, ARGH                , Wisconsin           ,cf2006    
40911,28.0,783.0,20060930.0, ARG, ARGH                , Boston College      ,cf2006    
40912,29.0,7878.0,20060930.0, ARG, ARGH                , TCU                 ,cf2006    
40913,30.0,8141.0,20060930.0, ARG, ARGH                , UCLA                ,cf2006    
40914,31.0,74.0,20060930.0, ARG, ARGH                , Alabama             ,cf2006    
40915,32.0,7848.0,20060930.0, ARG, ARGH                , Texas A&M           ,cf2006    
40916,33.0,6236.0,20060930.0, ARG, ARGH                , Pittsburgh          ,cf2006    
40917,34.0,8588.0,20060930.0, ARG, ARGH                , Washington St       ,cf2006    
40918,35.0,8551.0,20060930.0, ARG, ARGH                , Washington          ,cf2006    
40919,36.0,891.0,20060930.0, ARG, ARGH                , BYU                 ,cf2006    
40920,37.0,6114.0,20060930.0, ARG, ARGH                , Penn St             ,cf2006    
40921,38.0,7365.0,20060930.0, ARG, ARGH                , Southern Miss       ,cf2006    
40922,39.0,4719.0,20060930.0, ARG, ARGH                , Miami FL            ,cf2006    
40923,40.0,4858.0,20060930.0, ARG, ARGH                , Minnesota           ,cf2006    
40924,41.0,316.0,20060930.0, ARG, ARGH                , Arkansas            ,cf2006    
40925,42.0,3347.0,20060930.0, ARG, ARGH                , Houston             ,cf2006    
40926,43.0,5253.0,20060930.0, ARG, ARGH                , Navy                ,cf2006    
40927,44.0,8099.0,20060930.0, ARG, ARGH                , Tulsa               ,cf2006    
40928,45.0,8315.0,20060930.0, ARG, ARGH                , Utah                ,cf2006    
40929,46.0,7242.0,20060930.0, ARG, ARGH                , South Carolina      ,cf2006    
40930,47.0,5912.0,20060930.0, ARG, ARGH                , Oklahoma St         ,cf2006    
40931,48.0,6393.0,20060930.0, ARG, ARGH                , Purdue              ,cf2006    
40932,49.0,304.0,20060930.0, ARG, ARGH                , Arizona St          ,cf2006    
40933,50.0,4757.0,20060930.0, ARG, ARGH                , Michigan St         ,cf2006    
40934,51.0,3781.0,20060930.0, ARG, ARGH                , Kentucky            ,cf2006    
40935,52.0,4474.0,20060930.0, ARG, ARGH                , Maryland            ,cf2006    
40936,53.0,1753.0,20060930.0, ARG, ARGH                , Colorado St         ,cf2006    
40937,54.0,55.0,20060930.0, ARG, ARGH                , Air Force           ,cf2006    
40938,55.0,3731.0,20060930.0, ARG, ARGH                , Kansas St           ,cf2006    
40939,56.0,5970.0,20060930.0, ARG, ARGH                , Oregon St           ,cf2006    
40940,57.0,3197.0,20060930.0, ARG, ARGH                , Hawaii              ,cf2006    
40941,58.0,7278.0,20060930.0, ARG, ARGH                , South Florida       ,cf2006    
40942,59.0,8767.0,20060930.0, ARG, ARGH                , W Michigan          ,cf2006    
40943,60.0,5316.0,20060930.0, ARG, ARGH                , Nevada              ,cf2006    
40944,61.0,7729.0,20060930.0, ARG, ARGH                , Syracuse            ,cf2006    
40945,62.0,8367.0,20060930.0, ARG, ARGH                , Vanderbilt          ,cf2006    
40946,63.0,3717.0,20060930.0, ARG, ARGH                , Kansas              ,cf2006    
40947,64.0,5511.0,20060930.0, ARG, ARGH                , NC State            ,cf2006    
40948,65.0,3554.0,20060930.0, ARG, ARGH                , Iowa St             ,cf2006    
40949,66.0,5634.0,20060930.0, ARG, ARGH                , N Illinois          ,cf2006    
40950,67.0,2776.0,20060930.0, ARG, ARGH                , Fresno St           ,cf2006    
40951,68.0,557.0,20060930.0, ARG, ARGH                , Baylor              ,cf2006    
40952,69.0,1872.0,20060930.0, ARG, ARGH                , Connecticut         ,cf2006    
40953,70.0,294.0,20060930.0, ARG, ARGH                , Arizona             ,cf2006    
40954,71.0,8432.0,20060930.0, ARG, ARGH                , Virginia            ,cf2006    
40955,72.0,7933.0,20060930.0, ARG, ARGH                , UTEP                ,cf2006    
40956,73.0,1404.0,20060930.0, ARG, ARGH                , C Michigan          ,cf2006    
40957,74.0,1529.0,20060930.0, ARG, ARGH                , Cincinnati          ,cf2006    
40958,75.0,7358.0,20060930.0, ARG, ARGH                , SMU                 ,cf2006    
40959,76.0,3771.0,20060930.0, ARG, ARGH                , Kent                ,cf2006    
40960,77.0,3425.0,20060930.0, ARG, ARGH                , Illinois            ,cf2006    
40961,78.0,7024.0,20060930.0, ARG, ARGH                , San Jose St         ,cf2006    
40962,79.0,4785.0,20060930.0, ARG, ARGH                , MTSU                ,cf2006    
