,    1,    8251,   20070801, ARG, ARGH                , USC                 ,cf2007    
7849,8.0,8141.0,20070903.0, ARG, ARGH                , UCLA                ,cf2007    
7850,9.0,402.0,20070903.0, ARG, ARGH                , Auburn              ,cf2007    
7851,10.0,1098.0,20070903.0, ARG, ARGH                , California          ,cf2007    
7852,11.0,4224.0,20070903.0, ARG, ARGH                , Louisville          ,cf2007    
7853,12.0,9031.0,20070903.0, ARG, ARGH                , Wisconsin           ,cf2007    
7854,13.0,2881.0,20070903.0, ARG, ARGH                , Georgia             ,cf2007    
7855,14.0,6114.0,20070903.0, ARG, ARGH                , Penn St             ,cf2007    
7856,15.0,5886.0,20070903.0, ARG, ARGH                , Oklahoma            ,cf2007    
7857,16.0,783.0,20070903.0, ARG, ARGH                , Boston College      ,cf2007    
7858,17.0,6696.0,20070903.0, ARG, ARGH                , Rutgers             ,cf2007    
7859,18.0,5961.0,20070903.0, ARG, ARGH                , Oregon              ,cf2007    
7860,19.0,2911.0,20070903.0, ARG, ARGH                , Georgia Tech        ,cf2007    
7861,20.0,7801.0,20070903.0, ARG, ARGH                , Tennessee           ,cf2007    
7862,21.0,4741.0,20070903.0, ARG, ARGH                , Michigan            ,cf2007    
7863,22.0,316.0,20070903.0, ARG, ARGH                , Arkansas            ,cf2007    
7864,23.0,7242.0,20070903.0, ARG, ARGH                , South Carolina      ,cf2007    
7865,24.0,5970.0,20070903.0, ARG, ARGH                , Oregon St           ,cf2007    
7866,25.0,7878.0,20070903.0, ARG, ARGH                , TCU                 ,cf2007    
7867,26.0,891.0,20070903.0, ARG, ARGH                , BYU                 ,cf2007    
7868,27.0,5279.0,20070903.0, ARG, ARGH                , Nebraska            ,cf2007    
7869,28.0,7848.0,20070903.0, ARG, ARGH                , Texas A&M           ,cf2007    
7870,29.0,771.0,20070903.0, ARG, ARGH                , Boise St            ,cf2007    
7871,30.0,6393.0,20070903.0, ARG, ARGH                , Purdue              ,cf2007    
7872,31.0,2666.0,20070903.0, ARG, ARGH                , Florida St          ,cf2007    
7873,32.0,4719.0,20070903.0, ARG, ARGH                , Miami FL            ,cf2007    
7874,33.0,4948.0,20070903.0, ARG, ARGH                , Missouri            ,cf2007    
7875,34.0,1603.0,20070903.0, ARG, ARGH                , Clemson             ,cf2007    
7876,35.0,7918.0,20070903.0, ARG, ARGH                , Texas Tech          ,cf2007    
7877,36.0,7278.0,20070903.0, ARG, ARGH                , South Florida       ,cf2007    
7878,37.0,8508.0,20070903.0, ARG, ARGH                , Wake Forest         ,cf2007    
7879,38.0,74.0,20070903.0, ARG, ARGH                , Alabama             ,cf2007    
7880,39.0,304.0,20070903.0, ARG, ARGH                , Arizona St          ,cf2007    
7881,40.0,5749.0,20070903.0, ARG, ARGH                , Notre Dame          ,cf2007    
7882,41.0,3781.0,20070903.0, ARG, ARGH                , Kentucky            ,cf2007    
7883,42.0,294.0,20070903.0, ARG, ARGH                , Arizona             ,cf2007    
7884,43.0,5912.0,20070903.0, ARG, ARGH                , Oklahoma St         ,cf2007    
7885,44.0,8588.0,20070903.0, ARG, ARGH                , Washington St       ,cf2007    
7886,45.0,3540.0,20070903.0, ARG, ARGH                , Iowa                ,cf2007    
7887,46.0,7365.0,20070903.0, ARG, ARGH                , Southern Miss       ,cf2007    
7888,47.0,3197.0,20070903.0, ARG, ARGH                , Hawaii              ,cf2007    
7889,48.0,6236.0,20070903.0, ARG, ARGH                , Pittsburgh          ,cf2007    
7890,49.0,8367.0,20070903.0, ARG, ARGH                , Vanderbilt          ,cf2007    
7891,50.0,8432.0,20070903.0, ARG, ARGH                , Virginia            ,cf2007    
7892,51.0,3717.0,20070903.0, ARG, ARGH                , Kansas              ,cf2007    
7893,52.0,4474.0,20070903.0, ARG, ARGH                , Maryland            ,cf2007    
7894,53.0,3731.0,20070903.0, ARG, ARGH                , Kansas St           ,cf2007    
7895,54.0,5253.0,20070903.0, ARG, ARGH                , Navy                ,cf2007    
7896,55.0,4920.0,20070903.0, ARG, ARGH                , Mississippi         ,cf2007    
7897,56.0,1872.0,20070903.0, ARG, ARGH                , Connecticut         ,cf2007    
7898,57.0,1715.0,20070903.0, ARG, ARGH                , Colorado            ,cf2007    
7899,58.0,8315.0,20070903.0, ARG, ARGH                , Utah                ,cf2007    
7900,59.0,1529.0,20070903.0, ARG, ARGH                , Cincinnati          ,cf2007    
7901,60.0,3484.0,20070903.0, ARG, ARGH                , Indiana             ,cf2007    
7902,61.0,8551.0,20070903.0, ARG, ARGH                , Washington          ,cf2007    
7903,62.0,3347.0,20070903.0, ARG, ARGH                , Houston             ,cf2007    
7904,63.0,4858.0,20070903.0, ARG, ARGH                , Minnesota           ,cf2007    
7905,64.0,4936.0,20070903.0, ARG, ARGH                , Mississippi St      ,cf2007    
7906,65.0,2776.0,20070903.0, ARG, ARGH                , Fresno St           ,cf2007    
7907,66.0,3425.0,20070903.0, ARG, ARGH                , Illinois            ,cf2007    
7908,67.0,8099.0,20070903.0, ARG, ARGH                , Tulsa               ,cf2007    
7909,68.0,1753.0,20070903.0, ARG, ARGH                , Colorado St         ,cf2007    
7910,69.0,9162.0,20070903.0, ARG, ARGH                , Wyoming             ,cf2007    
7911,70.0,1404.0,20070903.0, ARG, ARGH                , C Michigan          ,cf2007    
7912,71.0,5704.0,20070903.0, ARG, ARGH                , Northwestern        ,cf2007    
7913,72.0,1380.0,20070903.0, ARG, ARGH                , UCF                 ,cf2007    
7914,73.0,7978.0,20070903.0, ARG, ARGH                , Toledo              ,cf2007    
7915,74.0,5316.0,20070903.0, ARG, ARGH                , Nevada              ,cf2007    
7916,75.0,8767.0,20070903.0, ARG, ARGH                , W Michigan          ,cf2007    
7917,76.0,7024.0,20070903.0, ARG, ARGH                , San Jose St         ,cf2007    
7918,77.0,7358.0,20070903.0, ARG, ARGH                , SMU                 ,cf2007    
7919,78.0,5492.0,20070903.0, ARG, ARGH                , North Carolina      ,cf2007    
7920,79.0,2292.0,20070903.0, ARG, ARGH                , East Carolina       ,cf2007    
7921,80.0,4436.0,20070903.0, ARG, ARGH                , Marshall            ,cf2007    
7922,81.0,4757.0,20070903.0, ARG, ARGH                , Michigan St         ,cf2007    
7923,82.0,5511.0,20070903.0, ARG, ARGH                , NC State            ,cf2007    
7924,83.0,5371.0,20070903.0, ARG, ARGH                , New Mexico          ,cf2007    
7925,84.0,4725.0,20070903.0, ARG, ARGH                , Miami OH            ,cf2007    
7926,85.0,5634.0,20070903.0, ARG, ARGH                , N Illinois          ,cf2007    
7927,86.0,557.0,20070903.0, ARG, ARGH                , Baylor              ,cf2007    
7928,87.0,8068.0,20070903.0, ARG, ARGH                , Troy                ,cf2007    
7929,88.0,2638.0,20070903.0, ARG, ARGH                , FL Atlantic         ,cf2007    
7930,89.0,7002.0,20070903.0, ARG, ARGH                , San Diego St        ,cf2007    
7931,90.0,66.0,20070903.0, ARG, ARGH                , Akron               ,cf2007    
7932,91.0,821.0,20070903.0, ARG, ARGH                , Bowling Green       ,cf2007    
7933,92.0,4218.0,20070903.0, ARG, ARGH                , Louisiana Tech      ,cf2007    
7934,93.0,7933.0,20070903.0, ARG, ARGH                , UTEP                ,cf2007    
7935,94.0,55.0,20070903.0, ARG, ARGH                , Air Force           ,cf2007    
7936,95.0,4200.0,20070903.0, ARG, ARGH                , ULM                 ,cf2007    
7937,96.0,333.0,20070903.0, ARG, ARGH                , Arkansas St         ,cf2007    
7938,97.0,3771.0,20070903.0, ARG, ARGH                , Kent                ,cf2007    
7939,98.0,4636.0,20070903.0, ARG, ARGH                , Memphis             ,cf2007    
7940,99.0,3554.0,20070903.0, ARG, ARGH                , Iowa St             ,cf2007    
7941,100.0,7729.0,20070903.0, ARG, ARGH                , Syracuse            ,cf2007    
7942,101.0,7582.0,20070903.0, ARG, ARGH                , Stanford            ,cf2007    
7943,102.0,501.0,20070903.0, ARG, ARGH                , Ball St             ,cf2007    
7944,103.0,5825.0,20070903.0, ARG, ARGH                , Ohio                ,cf2007    
7945,104.0,5387.0,20070903.0, ARG, ARGH                , New Mexico St       ,cf2007    
7946,105.0,5323.0,20070903.0, ARG, ARGH                , UNLV                ,cf2007    
7947,106.0,6535.0,20070903.0, ARG, ARGH                , Rice                ,cf2007    
7948,107.0,4785.0,20070903.0, ARG, ARGH                , MTSU                ,cf2007    
7949,108.0,4194.0,20070903.0, ARG, ARGH                , ULL                 ,cf2007    
7950,109.0,2265.0,20070903.0, ARG, ARGH                , Duke                ,cf2007    
7951,110.0,356.0,20070903.0, ARG, ARGH                , Army                ,cf2007    
7952,111.0,979.0,20070903.0, ARG, ARGH                , Buffalo             ,cf2007    
7953,112.0,8325.0,20070903.0, ARG, ARGH                , Utah St             ,cf2007    
7954,113.0,2353.0,20070903.0, ARG, ARGH                , E Michigan          ,cf2007    
7955,114.0,3415.0,20070903.0, ARG, ARGH                , Idaho               ,cf2007    
7956,115.0,8092.0,20070903.0, ARG, ARGH                , Tulane              ,cf2007    
7957,116.0,7788.0,20070903.0, ARG, ARGH                , Temple              ,cf2007    
7958,117.0,87.0,20070903.0, ARG, ARGH                , UAB                 ,cf2007    
7959,118.0,5584.0,20070903.0, ARG, ARGH                , North Texas         ,cf2007    
7960,119.0,8761.0,20070903.0, ARG, ARGH                , WKU                 ,cf2007    
7961,120.0,2652.0,20070903.0, ARG, ARGH                , Florida Intl        ,cf2007    
13039,1.0,8251.0,20070908.0, ARG, ARGH                , USC                 ,cf2007    
13040,2.0,4206.0,20070908.0, ARG, ARGH                , LSU                 ,cf2007    
13041,3.0,7840.0,20070908.0, ARG, ARGH                , Texas               ,cf2007    
13042,4.0,8141.0,20070908.0, ARG, ARGH                , UCLA                ,cf2007    
13043,5.0,8716.0,20070908.0, ARG, ARGH                , West Virginia       ,cf2007    
13044,6.0,2625.0,20070908.0, ARG, ARGH                , Florida             ,cf2007    
13045,7.0,1098.0,20070908.0, ARG, ARGH                , California          ,cf2007    
13046,8.0,5886.0,20070908.0, ARG, ARGH                , Oklahoma            ,cf2007    
13047,9.0,5850.0,20070908.0, ARG, ARGH                , Ohio St             ,cf2007    
13048,10.0,6114.0,20070908.0, ARG, ARGH                , Penn St             ,cf2007    
13049,11.0,5961.0,20070908.0, ARG, ARGH                , Oregon              ,cf2007    
13050,12.0,9031.0,20070908.0, ARG, ARGH                , Wisconsin           ,cf2007    
13051,13.0,783.0,20070908.0, ARG, ARGH                , Boston College      ,cf2007    
13052,14.0,4224.0,20070908.0, ARG, ARGH                , Louisville          ,cf2007    
13053,15.0,6696.0,20070908.0, ARG, ARGH                , Rutgers             ,cf2007    
13054,16.0,7242.0,20070908.0, ARG, ARGH                , South Carolina      ,cf2007    
13055,17.0,5279.0,20070908.0, ARG, ARGH                , Nebraska            ,cf2007    
13056,18.0,2881.0,20070908.0, ARG, ARGH                , Georgia             ,cf2007    
13057,19.0,402.0,20070908.0, ARG, ARGH                , Auburn              ,cf2007    
13058,20.0,2911.0,20070908.0, ARG, ARGH                , Georgia Tech        ,cf2007    
13059,21.0,7801.0,20070908.0, ARG, ARGH                , Tennessee           ,cf2007    
13060,22.0,8459.0,20070908.0, ARG, ARGH                , Virginia Tech       ,cf2007    
13061,23.0,304.0,20070908.0, ARG, ARGH                , Arizona St          ,cf2007    
13062,24.0,316.0,20070908.0, ARG, ARGH                , Arkansas            ,cf2007    
13063,25.0,7278.0,20070908.0, ARG, ARGH                , South Florida       ,cf2007    
13064,26.0,74.0,20070908.0, ARG, ARGH                , Alabama             ,cf2007    
13065,27.0,4948.0,20070908.0, ARG, ARGH                , Missouri            ,cf2007    
13066,28.0,7918.0,20070908.0, ARG, ARGH                , Texas Tech          ,cf2007    
13067,29.0,1603.0,20070908.0, ARG, ARGH                , Clemson             ,cf2007    
13068,30.0,6393.0,20070908.0, ARG, ARGH                , Purdue              ,cf2007    
13069,31.0,7878.0,20070908.0, ARG, ARGH                , TCU                 ,cf2007    
13070,32.0,891.0,20070908.0, ARG, ARGH                , BYU                 ,cf2007    
13071,33.0,7848.0,20070908.0, ARG, ARGH                , Texas A&M           ,cf2007    
13072,34.0,5912.0,20070908.0, ARG, ARGH                , Oklahoma St         ,cf2007    
13073,35.0,3781.0,20070908.0, ARG, ARGH                , Kentucky            ,cf2007    
13074,36.0,3540.0,20070908.0, ARG, ARGH                , Iowa                ,cf2007    
13075,37.0,2666.0,20070908.0, ARG, ARGH                , Florida St          ,cf2007    
13076,38.0,771.0,20070908.0, ARG, ARGH                , Boise St            ,cf2007    
13077,39.0,4719.0,20070908.0, ARG, ARGH                , Miami FL            ,cf2007    
13078,40.0,8588.0,20070908.0, ARG, ARGH                , Washington St       ,cf2007    
13079,41.0,3717.0,20070908.0, ARG, ARGH                , Kansas              ,cf2007    
13080,42.0,8508.0,20070908.0, ARG, ARGH                , Wake Forest         ,cf2007    
13081,43.0,3197.0,20070908.0, ARG, ARGH                , Hawaii              ,cf2007    
13082,44.0,294.0,20070908.0, ARG, ARGH                , Arizona             ,cf2007    
13083,45.0,8551.0,20070908.0, ARG, ARGH                , Washington          ,cf2007    
13084,46.0,1529.0,20070908.0, ARG, ARGH                , Cincinnati          ,cf2007    
13085,47.0,3731.0,20070908.0, ARG, ARGH                , Kansas St           ,cf2007    
13086,48.0,6236.0,20070908.0, ARG, ARGH                , Pittsburgh          ,cf2007    
13087,49.0,5970.0,20070908.0, ARG, ARGH                , Oregon St           ,cf2007    
13088,50.0,3484.0,20070908.0, ARG, ARGH                , Indiana             ,cf2007    
13089,51.0,4741.0,20070908.0, ARG, ARGH                , Michigan            ,cf2007    
13090,52.0,4474.0,20070908.0, ARG, ARGH                , Maryland            ,cf2007    
13091,53.0,7365.0,20070908.0, ARG, ARGH                , Southern Miss       ,cf2007    
13092,54.0,1872.0,20070908.0, ARG, ARGH                , Connecticut         ,cf2007    
13093,55.0,5749.0,20070908.0, ARG, ARGH                , Notre Dame          ,cf2007    
13094,56.0,9162.0,20070908.0, ARG, ARGH                , Wyoming             ,cf2007    
13095,57.0,8432.0,20070908.0, ARG, ARGH                , Virginia            ,cf2007    
13096,58.0,1715.0,20070908.0, ARG, ARGH                , Colorado            ,cf2007    
13097,59.0,8367.0,20070908.0, ARG, ARGH                , Vanderbilt          ,cf2007    
13098,60.0,3347.0,20070908.0, ARG, ARGH                , Houston             ,cf2007    
13099,61.0,4920.0,20070908.0, ARG, ARGH                , Mississippi         ,cf2007    
13100,62.0,4936.0,20070908.0, ARG, ARGH                , Mississippi St      ,cf2007    
13101,63.0,5253.0,20070908.0, ARG, ARGH                , Navy                ,cf2007    
13102,64.0,3425.0,20070908.0, ARG, ARGH                , Illinois            ,cf2007    
13103,65.0,4757.0,20070908.0, ARG, ARGH                , Michigan St         ,cf2007    
13104,66.0,4858.0,20070908.0, ARG, ARGH                , Minnesota           ,cf2007    
13105,67.0,8099.0,20070908.0, ARG, ARGH                , Tulsa               ,cf2007    
13106,68.0,1753.0,20070908.0, ARG, ARGH                , Colorado St         ,cf2007    
13107,69.0,5704.0,20070908.0, ARG, ARGH                , Northwestern        ,cf2007    
13108,70.0,2776.0,20070908.0, ARG, ARGH                , Fresno St           ,cf2007    
13109,71.0,1404.0,20070908.0, ARG, ARGH                , C Michigan          ,cf2007    
13110,72.0,1380.0,20070908.0, ARG, ARGH                , UCF                 ,cf2007    
13111,73.0,55.0,20070908.0, ARG, ARGH                , Air Force           ,cf2007    
13112,74.0,2292.0,20070908.0, ARG, ARGH                , East Carolina       ,cf2007    
13113,75.0,7358.0,20070908.0, ARG, ARGH                , SMU                 ,cf2007    
13114,76.0,5371.0,20070908.0, ARG, ARGH                , New Mexico          ,cf2007    
13115,77.0,557.0,20070908.0, ARG, ARGH                , Baylor              ,cf2007    
13116,78.0,5492.0,20070908.0, ARG, ARGH                , North Carolina      ,cf2007    
13117,79.0,5825.0,20070908.0, ARG, ARGH                , Ohio                ,cf2007    
13118,80.0,8315.0,20070908.0, ARG, ARGH                , Utah                ,cf2007    
13119,81.0,5316.0,20070908.0, ARG, ARGH                , Nevada              ,cf2007    
13120,82.0,4436.0,20070908.0, ARG, ARGH                , Marshall            ,cf2007    
13121,83.0,8767.0,20070908.0, ARG, ARGH                , W Michigan          ,cf2007    
13122,84.0,7024.0,20070908.0, ARG, ARGH                , San Jose St         ,cf2007    
13123,85.0,5511.0,20070908.0, ARG, ARGH                , NC State            ,cf2007    
13124,86.0,4725.0,20070908.0, ARG, ARGH                , Miami OH            ,cf2007    
13125,87.0,501.0,20070908.0, ARG, ARGH                , Ball St             ,cf2007    
13126,88.0,8068.0,20070908.0, ARG, ARGH                , Troy                ,cf2007    
13127,89.0,7978.0,20070908.0, ARG, ARGH                , Toledo              ,cf2007    
13128,90.0,7933.0,20070908.0, ARG, ARGH                , UTEP                ,cf2007    
13129,91.0,2638.0,20070908.0, ARG, ARGH                , FL Atlantic         ,cf2007    
13130,92.0,7002.0,20070908.0, ARG, ARGH                , San Diego St        ,cf2007    
13131,93.0,66.0,20070908.0, ARG, ARGH                , Akron               ,cf2007    
13132,94.0,5323.0,20070908.0, ARG, ARGH                , UNLV                ,cf2007    
13133,95.0,821.0,20070908.0, ARG, ARGH                , Bowling Green       ,cf2007    
13134,96.0,4218.0,20070908.0, ARG, ARGH                , Louisiana Tech      ,cf2007    
13135,97.0,333.0,20070908.0, ARG, ARGH                , Arkansas St         ,cf2007    
13136,98.0,4636.0,20070908.0, ARG, ARGH                , Memphis             ,cf2007    
13137,99.0,7582.0,20070908.0, ARG, ARGH                , Stanford            ,cf2007    
13138,100.0,4200.0,20070908.0, ARG, ARGH                , ULM                 ,cf2007    
