,    1,    8251,   20070801, ARG, ARGH                , USC                 ,cf2007    
13139,101.0,979.0,20070908.0, ARG, ARGH                , Buffalo             ,cf2007    
13140,102.0,5387.0,20070908.0, ARG, ARGH                , New Mexico St       ,cf2007    
13141,103.0,3771.0,20070908.0, ARG, ARGH                , Kent                ,cf2007    
13142,104.0,4785.0,20070908.0, ARG, ARGH                , MTSU                ,cf2007    
13143,105.0,5634.0,20070908.0, ARG, ARGH                , N Illinois          ,cf2007    
13144,106.0,7729.0,20070908.0, ARG, ARGH                , Syracuse            ,cf2007    
13145,107.0,356.0,20070908.0, ARG, ARGH                , Army                ,cf2007    
13146,108.0,8761.0,20070908.0, ARG, ARGH                , WKU                 ,cf2007    
13147,109.0,3415.0,20070908.0, ARG, ARGH                , Idaho               ,cf2007    
13148,110.0,4194.0,20070908.0, ARG, ARGH                , ULL                 ,cf2007    
13149,111.0,6535.0,20070908.0, ARG, ARGH                , Rice                ,cf2007    
13150,112.0,3554.0,20070908.0, ARG, ARGH                , Iowa St             ,cf2007    
13151,113.0,8325.0,20070908.0, ARG, ARGH                , Utah St             ,cf2007    
13152,114.0,8092.0,20070908.0, ARG, ARGH                , Tulane              ,cf2007    
13153,115.0,2265.0,20070908.0, ARG, ARGH                , Duke                ,cf2007    
13154,116.0,87.0,20070908.0, ARG, ARGH                , UAB                 ,cf2007    
13155,117.0,5584.0,20070908.0, ARG, ARGH                , North Texas         ,cf2007    
13156,118.0,2353.0,20070908.0, ARG, ARGH                , E Michigan          ,cf2007    
13157,119.0,7788.0,20070908.0, ARG, ARGH                , Temple              ,cf2007    
13158,120.0,2652.0,20070908.0, ARG, ARGH                , Florida Intl        ,cf2007    
20342,1.0,4206.0,20070915.0, ARG, ARGH                , LSU                 ,cf2007    
20343,2.0,8251.0,20070915.0, ARG, ARGH                , USC                 ,cf2007    
20344,3.0,2625.0,20070915.0, ARG, ARGH                , Florida             ,cf2007    
20345,4.0,7840.0,20070915.0, ARG, ARGH                , Texas               ,cf2007    
20346,5.0,5850.0,20070915.0, ARG, ARGH                , Ohio St             ,cf2007    
20347,6.0,8716.0,20070915.0, ARG, ARGH                , West Virginia       ,cf2007    
20348,7.0,783.0,20070915.0, ARG, ARGH                , Boston College      ,cf2007    
20349,8.0,1098.0,20070915.0, ARG, ARGH                , California          ,cf2007    
20350,9.0,5961.0,20070915.0, ARG, ARGH                , Oregon              ,cf2007    
20351,10.0,6114.0,20070915.0, ARG, ARGH                , Penn St             ,cf2007    
20352,11.0,5886.0,20070915.0, ARG, ARGH                , Oklahoma            ,cf2007    
20353,12.0,74.0,20070915.0, ARG, ARGH                , Alabama             ,cf2007    
20354,13.0,6696.0,20070915.0, ARG, ARGH                , Rutgers             ,cf2007    
20355,14.0,7242.0,20070915.0, ARG, ARGH                , South Carolina      ,cf2007    
20356,15.0,9031.0,20070915.0, ARG, ARGH                , Wisconsin           ,cf2007    
20357,16.0,4948.0,20070915.0, ARG, ARGH                , Missouri            ,cf2007    
20358,17.0,304.0,20070915.0, ARG, ARGH                , Arizona St          ,cf2007    
20359,18.0,2911.0,20070915.0, ARG, ARGH                , Georgia Tech        ,cf2007    
20360,19.0,3781.0,20070915.0, ARG, ARGH                , Kentucky            ,cf2007    
20361,20.0,6393.0,20070915.0, ARG, ARGH                , Purdue              ,cf2007    
20362,21.0,7848.0,20070915.0, ARG, ARGH                , Texas A&M           ,cf2007    
20363,22.0,1603.0,20070915.0, ARG, ARGH                , Clemson             ,cf2007    
20364,23.0,4224.0,20070915.0, ARG, ARGH                , Louisville          ,cf2007    
20365,24.0,5279.0,20070915.0, ARG, ARGH                , Nebraska            ,cf2007    
20366,25.0,7918.0,20070915.0, ARG, ARGH                , Texas Tech          ,cf2007    
20367,26.0,8141.0,20070915.0, ARG, ARGH                , UCLA                ,cf2007    
20368,27.0,2881.0,20070915.0, ARG, ARGH                , Georgia             ,cf2007    
20369,28.0,7278.0,20070915.0, ARG, ARGH                , South Florida       ,cf2007    
20370,29.0,316.0,20070915.0, ARG, ARGH                , Arkansas            ,cf2007    
20371,30.0,8459.0,20070915.0, ARG, ARGH                , Virginia Tech       ,cf2007    
20372,31.0,1529.0,20070915.0, ARG, ARGH                , Cincinnati          ,cf2007    
20373,32.0,3197.0,20070915.0, ARG, ARGH                , Hawaii              ,cf2007    
20374,33.0,771.0,20070915.0, ARG, ARGH                , Boise St            ,cf2007    
20375,34.0,5970.0,20070915.0, ARG, ARGH                , Oregon St           ,cf2007    
20376,35.0,3717.0,20070915.0, ARG, ARGH                , Kansas              ,cf2007    
20377,36.0,2666.0,20070915.0, ARG, ARGH                , Florida St          ,cf2007    
20378,37.0,7801.0,20070915.0, ARG, ARGH                , Tennessee           ,cf2007    
20379,38.0,3484.0,20070915.0, ARG, ARGH                , Indiana             ,cf2007    
20380,39.0,402.0,20070915.0, ARG, ARGH                , Auburn              ,cf2007    
20381,40.0,8588.0,20070915.0, ARG, ARGH                , Washington St       ,cf2007    
20382,41.0,55.0,20070915.0, ARG, ARGH                , Air Force           ,cf2007    
20383,42.0,7878.0,20070915.0, ARG, ARGH                , TCU                 ,cf2007    
20384,43.0,8551.0,20070915.0, ARG, ARGH                , Washington          ,cf2007    
20385,44.0,4757.0,20070915.0, ARG, ARGH                , Michigan St         ,cf2007    
20386,45.0,3731.0,20070915.0, ARG, ARGH                , Kansas St           ,cf2007    
20387,46.0,8367.0,20070915.0, ARG, ARGH                , Vanderbilt          ,cf2007    
20388,47.0,8508.0,20070915.0, ARG, ARGH                , Wake Forest         ,cf2007    
20389,48.0,1872.0,20070915.0, ARG, ARGH                , Connecticut         ,cf2007    
20390,49.0,4741.0,20070915.0, ARG, ARGH                , Michigan            ,cf2007    
20391,50.0,7365.0,20070915.0, ARG, ARGH                , Southern Miss       ,cf2007    
20392,51.0,8315.0,20070915.0, ARG, ARGH                , Utah                ,cf2007    
20393,52.0,6236.0,20070915.0, ARG, ARGH                , Pittsburgh          ,cf2007    
20394,53.0,4719.0,20070915.0, ARG, ARGH                , Miami FL            ,cf2007    
20395,54.0,3540.0,20070915.0, ARG, ARGH                , Iowa                ,cf2007    
20396,55.0,4936.0,20070915.0, ARG, ARGH                , Mississippi St      ,cf2007    
20397,56.0,891.0,20070915.0, ARG, ARGH                , BYU                 ,cf2007    
20398,57.0,8099.0,20070915.0, ARG, ARGH                , Tulsa               ,cf2007    
20399,58.0,9162.0,20070915.0, ARG, ARGH                , Wyoming             ,cf2007    
20400,59.0,5912.0,20070915.0, ARG, ARGH                , Oklahoma St         ,cf2007    
20401,60.0,3425.0,20070915.0, ARG, ARGH                , Illinois            ,cf2007    
20402,61.0,3347.0,20070915.0, ARG, ARGH                , Houston             ,cf2007    
20403,62.0,4474.0,20070915.0, ARG, ARGH                , Maryland            ,cf2007    
20404,63.0,294.0,20070915.0, ARG, ARGH                , Arizona             ,cf2007    
20405,64.0,1380.0,20070915.0, ARG, ARGH                , UCF                 ,cf2007    
20406,65.0,5371.0,20070915.0, ARG, ARGH                , New Mexico          ,cf2007    
20407,66.0,8068.0,20070915.0, ARG, ARGH                , Troy                ,cf2007    
20408,67.0,1715.0,20070915.0, ARG, ARGH                , Colorado            ,cf2007    
20409,68.0,2776.0,20070915.0, ARG, ARGH                , Fresno St           ,cf2007    
20410,69.0,8432.0,20070915.0, ARG, ARGH                , Virginia            ,cf2007    
20411,70.0,4920.0,20070915.0, ARG, ARGH                , Mississippi         ,cf2007    
20412,71.0,1753.0,20070915.0, ARG, ARGH                , Colorado St         ,cf2007    
20413,72.0,5704.0,20070915.0, ARG, ARGH                , Northwestern        ,cf2007    
20414,73.0,501.0,20070915.0, ARG, ARGH                , Ball St             ,cf2007    
20415,74.0,333.0,20070915.0, ARG, ARGH                , Arkansas St         ,cf2007    
20416,75.0,5749.0,20070915.0, ARG, ARGH                , Notre Dame          ,cf2007    
20417,76.0,5511.0,20070915.0, ARG, ARGH                , NC State            ,cf2007    
20418,77.0,4858.0,20070915.0, ARG, ARGH                , Minnesota           ,cf2007    
20419,78.0,5253.0,20070915.0, ARG, ARGH                , Navy                ,cf2007    
20420,79.0,1404.0,20070915.0, ARG, ARGH                , C Michigan          ,cf2007    
20421,80.0,557.0,20070915.0, ARG, ARGH                , Baylor              ,cf2007    
20422,81.0,2638.0,20070915.0, ARG, ARGH                , FL Atlantic         ,cf2007    
20423,82.0,5825.0,20070915.0, ARG, ARGH                , Ohio                ,cf2007    
20424,83.0,7582.0,20070915.0, ARG, ARGH                , Stanford            ,cf2007    
20425,84.0,2292.0,20070915.0, ARG, ARGH                , East Carolina       ,cf2007    
20426,85.0,8761.0,20070915.0, ARG, ARGH                , WKU                 ,cf2007    
20427,86.0,3771.0,20070915.0, ARG, ARGH                , Kent                ,cf2007    
20428,87.0,5316.0,20070915.0, ARG, ARGH                , Nevada              ,cf2007    
20429,88.0,5387.0,20070915.0, ARG, ARGH                , New Mexico St       ,cf2007    
20430,89.0,5492.0,20070915.0, ARG, ARGH                , North Carolina      ,cf2007    
20431,90.0,4636.0,20070915.0, ARG, ARGH                , Memphis             ,cf2007    
20432,91.0,4218.0,20070915.0, ARG, ARGH                , Louisiana Tech      ,cf2007    
20433,92.0,821.0,20070915.0, ARG, ARGH                , Bowling Green       ,cf2007    
20434,93.0,66.0,20070915.0, ARG, ARGH                , Akron               ,cf2007    
20435,94.0,8767.0,20070915.0, ARG, ARGH                , W Michigan          ,cf2007    
20436,95.0,7358.0,20070915.0, ARG, ARGH                , SMU                 ,cf2007    
20437,96.0,7933.0,20070915.0, ARG, ARGH                , UTEP                ,cf2007    
20438,97.0,7002.0,20070915.0, ARG, ARGH                , San Diego St        ,cf2007    
20439,98.0,4725.0,20070915.0, ARG, ARGH                , Miami OH            ,cf2007    
20440,99.0,979.0,20070915.0, ARG, ARGH                , Buffalo             ,cf2007    
20441,100.0,7978.0,20070915.0, ARG, ARGH                , Toledo              ,cf2007    
20442,101.0,5323.0,20070915.0, ARG, ARGH                , UNLV                ,cf2007    
20443,102.0,4785.0,20070915.0, ARG, ARGH                , MTSU                ,cf2007    
20444,103.0,4200.0,20070915.0, ARG, ARGH                , ULM                 ,cf2007    
20445,104.0,3415.0,20070915.0, ARG, ARGH                , Idaho               ,cf2007    
20446,105.0,7024.0,20070915.0, ARG, ARGH                , San Jose St         ,cf2007    
20447,106.0,356.0,20070915.0, ARG, ARGH                , Army                ,cf2007    
20448,107.0,2265.0,20070915.0, ARG, ARGH                , Duke                ,cf2007    
20449,108.0,87.0,20070915.0, ARG, ARGH                , UAB                 ,cf2007    
20450,109.0,3554.0,20070915.0, ARG, ARGH                , Iowa St             ,cf2007    
20451,110.0,4436.0,20070915.0, ARG, ARGH                , Marshall            ,cf2007    
20452,111.0,7729.0,20070915.0, ARG, ARGH                , Syracuse            ,cf2007    
20453,112.0,2353.0,20070915.0, ARG, ARGH                , E Michigan          ,cf2007    
20454,113.0,5634.0,20070915.0, ARG, ARGH                , N Illinois          ,cf2007    
20455,114.0,8092.0,20070915.0, ARG, ARGH                , Tulane              ,cf2007    
20456,115.0,8325.0,20070915.0, ARG, ARGH                , Utah St             ,cf2007    
20457,116.0,6535.0,20070915.0, ARG, ARGH                , Rice                ,cf2007    
20458,117.0,5584.0,20070915.0, ARG, ARGH                , North Texas         ,cf2007    
20459,118.0,4194.0,20070915.0, ARG, ARGH                , ULL                 ,cf2007    
20460,119.0,7788.0,20070915.0, ARG, ARGH                , Temple              ,cf2007    
20461,120.0,2652.0,20070915.0, ARG, ARGH                , Florida Intl        ,cf2007    
28910,1.0,4206.0,20070922.0, ARG, ARGH                , LSU                 ,cf2007    
28911,2.0,8251.0,20070922.0, ARG, ARGH                , USC                 ,cf2007    
28912,3.0,2625.0,20070922.0, ARG, ARGH                , Florida             ,cf2007    
28913,4.0,5850.0,20070922.0, ARG, ARGH                , Ohio St             ,cf2007    
28914,5.0,5961.0,20070922.0, ARG, ARGH                , Oregon              ,cf2007    
28915,6.0,8716.0,20070922.0, ARG, ARGH                , West Virginia       ,cf2007    
28916,7.0,7840.0,20070922.0, ARG, ARGH                , Texas               ,cf2007    
28917,8.0,5886.0,20070922.0, ARG, ARGH                , Oklahoma            ,cf2007    
28918,9.0,1098.0,20070922.0, ARG, ARGH                , California          ,cf2007    
28919,10.0,783.0,20070922.0, ARG, ARGH                , Boston College      ,cf2007    
28920,11.0,304.0,20070922.0, ARG, ARGH                , Arizona St          ,cf2007    
28921,12.0,9031.0,20070922.0, ARG, ARGH                , Wisconsin           ,cf2007    
28922,13.0,3781.0,20070922.0, ARG, ARGH                , Kentucky            ,cf2007    
28923,14.0,2881.0,20070922.0, ARG, ARGH                , Georgia             ,cf2007    
28924,15.0,1603.0,20070922.0, ARG, ARGH                , Clemson             ,cf2007    
28925,16.0,6696.0,20070922.0, ARG, ARGH                , Rutgers             ,cf2007    
28926,17.0,4948.0,20070922.0, ARG, ARGH                , Missouri            ,cf2007    
28927,18.0,7242.0,20070922.0, ARG, ARGH                , South Carolina      ,cf2007    
28928,19.0,74.0,20070922.0, ARG, ARGH                , Alabama             ,cf2007    
28929,20.0,7278.0,20070922.0, ARG, ARGH                , South Florida       ,cf2007    
28930,21.0,6114.0,20070922.0, ARG, ARGH                , Penn St             ,cf2007    
28931,22.0,8141.0,20070922.0, ARG, ARGH                , UCLA                ,cf2007    
28932,23.0,8459.0,20070922.0, ARG, ARGH                , Virginia Tech       ,cf2007    
28933,24.0,3197.0,20070922.0, ARG, ARGH                , Hawaii              ,cf2007    
28934,25.0,1529.0,20070922.0, ARG, ARGH                , Cincinnati          ,cf2007    
28935,26.0,6393.0,20070922.0, ARG, ARGH                , Purdue              ,cf2007    
28936,27.0,5279.0,20070922.0, ARG, ARGH                , Nebraska            ,cf2007    
28937,28.0,2666.0,20070922.0, ARG, ARGH                , Florida St          ,cf2007    
28938,29.0,1872.0,20070922.0, ARG, ARGH                , Connecticut         ,cf2007    
28939,30.0,4757.0,20070922.0, ARG, ARGH                , Michigan St         ,cf2007    
28940,31.0,771.0,20070922.0, ARG, ARGH                , Boise St            ,cf2007    
28941,32.0,7918.0,20070922.0, ARG, ARGH                , Texas Tech          ,cf2007    
28942,33.0,7801.0,20070922.0, ARG, ARGH                , Tennessee           ,cf2007    
28943,34.0,402.0,20070922.0, ARG, ARGH                , Auburn              ,cf2007    
28944,35.0,3717.0,20070922.0, ARG, ARGH                , Kansas              ,cf2007    
28945,36.0,2911.0,20070922.0, ARG, ARGH                , Georgia Tech        ,cf2007    
28946,37.0,7848.0,20070922.0, ARG, ARGH                , Texas A&M           ,cf2007    
28947,38.0,3425.0,20070922.0, ARG, ARGH                , Illinois            ,cf2007    
28948,39.0,4719.0,20070922.0, ARG, ARGH                , Miami FL            ,cf2007    
28949,40.0,891.0,20070922.0, ARG, ARGH                , BYU                 ,cf2007    
28950,41.0,316.0,20070922.0, ARG, ARGH                , Arkansas            ,cf2007    
28951,42.0,7878.0,20070922.0, ARG, ARGH                , TCU                 ,cf2007    
28952,43.0,3484.0,20070922.0, ARG, ARGH                , Indiana             ,cf2007    
28953,44.0,5970.0,20070922.0, ARG, ARGH                , Oregon St           ,cf2007    
28954,45.0,8508.0,20070922.0, ARG, ARGH                , Wake Forest         ,cf2007    
28955,46.0,8551.0,20070922.0, ARG, ARGH                , Washington          ,cf2007    
28956,47.0,5912.0,20070922.0, ARG, ARGH                , Oklahoma St         ,cf2007    
28957,48.0,8432.0,20070922.0, ARG, ARGH                , Virginia            ,cf2007    
28958,49.0,9162.0,20070922.0, ARG, ARGH                , Wyoming             ,cf2007    
28959,50.0,4741.0,20070922.0, ARG, ARGH                , Michigan            ,cf2007    
28960,51.0,3347.0,20070922.0, ARG, ARGH                , Houston             ,cf2007    
28961,52.0,4224.0,20070922.0, ARG, ARGH                , Louisville          ,cf2007    
28962,53.0,3731.0,20070922.0, ARG, ARGH                , Kansas St           ,cf2007    
28963,54.0,8367.0,20070922.0, ARG, ARGH                , Vanderbilt          ,cf2007    
28964,55.0,5371.0,20070922.0, ARG, ARGH                , New Mexico          ,cf2007    
28965,56.0,3540.0,20070922.0, ARG, ARGH                , Iowa                ,cf2007    
28966,57.0,4936.0,20070922.0, ARG, ARGH                , Mississippi St      ,cf2007    
28967,58.0,1715.0,20070922.0, ARG, ARGH                , Colorado            ,cf2007    
28968,59.0,8588.0,20070922.0, ARG, ARGH                , Washington St       ,cf2007    
28969,60.0,7365.0,20070922.0, ARG, ARGH                , Southern Miss       ,cf2007    
28970,61.0,1380.0,20070922.0, ARG, ARGH                , UCF                 ,cf2007    
28971,62.0,55.0,20070922.0, ARG, ARGH                , Air Force           ,cf2007    
28972,63.0,8068.0,20070922.0, ARG, ARGH                , Troy                ,cf2007    
28973,64.0,6236.0,20070922.0, ARG, ARGH                , Pittsburgh          ,cf2007    
28974,65.0,4474.0,20070922.0, ARG, ARGH                , Maryland            ,cf2007    
28975,66.0,8761.0,20070922.0, ARG, ARGH                , WKU                 ,cf2007    
28976,67.0,294.0,20070922.0, ARG, ARGH                , Arizona             ,cf2007    
28977,68.0,501.0,20070922.0, ARG, ARGH                , Ball St             ,cf2007    
28978,69.0,8099.0,20070922.0, ARG, ARGH                , Tulsa               ,cf2007    
28979,70.0,557.0,20070922.0, ARG, ARGH                , Baylor              ,cf2007    
28980,71.0,2776.0,20070922.0, ARG, ARGH                , Fresno St           ,cf2007    
28981,72.0,4920.0,20070922.0, ARG, ARGH                , Mississippi         ,cf2007    
28982,73.0,7933.0,20070922.0, ARG, ARGH                , UTEP                ,cf2007    
28983,74.0,8315.0,20070922.0, ARG, ARGH                , Utah                ,cf2007    
28984,75.0,2638.0,20070922.0, ARG, ARGH                , FL Atlantic         ,cf2007    
28985,76.0,5253.0,20070922.0, ARG, ARGH                , Navy                ,cf2007    
28986,77.0,66.0,20070922.0, ARG, ARGH                , Akron               ,cf2007    
28987,78.0,1753.0,20070922.0, ARG, ARGH                , Colorado St         ,cf2007    
28988,79.0,333.0,20070922.0, ARG, ARGH                , Arkansas St         ,cf2007    
28989,80.0,5323.0,20070922.0, ARG, ARGH                , UNLV                ,cf2007    
28990,81.0,821.0,20070922.0, ARG, ARGH                , Bowling Green       ,cf2007    
28991,82.0,7582.0,20070922.0, ARG, ARGH                , Stanford            ,cf2007    
28992,83.0,5825.0,20070922.0, ARG, ARGH                , Ohio                ,cf2007    
28993,84.0,5316.0,20070922.0, ARG, ARGH                , Nevada              ,cf2007    
28994,85.0,5387.0,20070922.0, ARG, ARGH                , New Mexico St       ,cf2007    
28995,86.0,7002.0,20070922.0, ARG, ARGH                , San Diego St        ,cf2007    
28996,87.0,8767.0,20070922.0, ARG, ARGH                , W Michigan          ,cf2007    
28997,88.0,5511.0,20070922.0, ARG, ARGH                , NC State            ,cf2007    
28998,89.0,3771.0,20070922.0, ARG, ARGH                , Kent                ,cf2007    
28999,90.0,4218.0,20070922.0, ARG, ARGH                , Louisiana Tech      ,cf2007    
29000,91.0,4858.0,20070922.0, ARG, ARGH                , Minnesota           ,cf2007    
29001,92.0,5704.0,20070922.0, ARG, ARGH                , Northwestern        ,cf2007    
29002,93.0,2292.0,20070922.0, ARG, ARGH                , East Carolina       ,cf2007    
29003,94.0,5492.0,20070922.0, ARG, ARGH                , North Carolina      ,cf2007    
29004,95.0,5749.0,20070922.0, ARG, ARGH                , Notre Dame          ,cf2007    
29005,96.0,4636.0,20070922.0, ARG, ARGH                , Memphis             ,cf2007    
29006,97.0,7358.0,20070922.0, ARG, ARGH                , SMU                 ,cf2007    
29007,98.0,7729.0,20070922.0, ARG, ARGH                , Syracuse            ,cf2007    
29008,99.0,2265.0,20070922.0, ARG, ARGH                , Duke                ,cf2007    
29009,100.0,4200.0,20070922.0, ARG, ARGH                , ULM                 ,cf2007    
29010,101.0,356.0,20070922.0, ARG, ARGH                , Army                ,cf2007    
29011,102.0,2353.0,20070922.0, ARG, ARGH                , E Michigan          ,cf2007    
29012,103.0,87.0,20070922.0, ARG, ARGH                , UAB                 ,cf2007    
29013,104.0,7024.0,20070922.0, ARG, ARGH                , San Jose St         ,cf2007    
29014,105.0,979.0,20070922.0, ARG, ARGH                , Buffalo             ,cf2007    
29015,106.0,4725.0,20070922.0, ARG, ARGH                , Miami OH            ,cf2007    
29016,107.0,7978.0,20070922.0, ARG, ARGH                , Toledo              ,cf2007    
29017,108.0,1404.0,20070922.0, ARG, ARGH                , C Michigan          ,cf2007    
29018,109.0,5634.0,20070922.0, ARG, ARGH                , N Illinois          ,cf2007    
29019,110.0,3554.0,20070922.0, ARG, ARGH                , Iowa St             ,cf2007    
29020,111.0,3415.0,20070922.0, ARG, ARGH                , Idaho               ,cf2007    
29021,112.0,4785.0,20070922.0, ARG, ARGH                , MTSU                ,cf2007    
29022,113.0,8092.0,20070922.0, ARG, ARGH                , Tulane              ,cf2007    
29023,114.0,4436.0,20070922.0, ARG, ARGH                , Marshall            ,cf2007    
29024,115.0,6535.0,20070922.0, ARG, ARGH                , Rice                ,cf2007    
29025,116.0,8325.0,20070922.0, ARG, ARGH                , Utah St             ,cf2007    
29026,117.0,4194.0,20070922.0, ARG, ARGH                , ULL                 ,cf2007    
29027,118.0,5584.0,20070922.0, ARG, ARGH                , North Texas         ,cf2007    
29028,119.0,7788.0,20070922.0, ARG, ARGH                , Temple              ,cf2007    
29029,120.0,2652.0,20070922.0, ARG, ARGH                , Florida Intl        ,cf2007    
40984,1.0,4206.0,20070929.0, ARG, ARGH                , LSU                 ,cf2007    
40985,2.0,8251.0,20070929.0, ARG, ARGH                , USC                 ,cf2007    
40986,3.0,5850.0,20070929.0, ARG, ARGH                , Ohio St             ,cf2007    
40987,4.0,1098.0,20070929.0, ARG, ARGH                , California          ,cf2007    
40988,5.0,304.0,20070929.0, ARG, ARGH                , Arizona St          ,cf2007    
40989,6.0,2625.0,20070929.0, ARG, ARGH                , Florida             ,cf2007    
40990,7.0,8716.0,20070929.0, ARG, ARGH                , West Virginia       ,cf2007    
40991,8.0,7278.0,20070929.0, ARG, ARGH                , South Florida       ,cf2007    
40992,9.0,5961.0,20070929.0, ARG, ARGH                , Oregon              ,cf2007    
40993,10.0,783.0,20070929.0, ARG, ARGH                , Boston College      ,cf2007    
40994,11.0,3781.0,20070929.0, ARG, ARGH                , Kentucky            ,cf2007    
40995,12.0,5886.0,20070929.0, ARG, ARGH                , Oklahoma            ,cf2007    
40996,13.0,2881.0,20070929.0, ARG, ARGH                , Georgia             ,cf2007    
40997,14.0,1529.0,20070929.0, ARG, ARGH                , Cincinnati          ,cf2007    
40998,15.0,8141.0,20070929.0, ARG, ARGH                , UCLA                ,cf2007    
40999,16.0,7242.0,20070929.0, ARG, ARGH                , South Carolina      ,cf2007    
41000,17.0,402.0,20070929.0, ARG, ARGH                , Auburn              ,cf2007    
41001,18.0,9031.0,20070929.0, ARG, ARGH                , Wisconsin           ,cf2007    
41002,19.0,2666.0,20070929.0, ARG, ARGH                , Florida St          ,cf2007    
41003,20.0,4948.0,20070929.0, ARG, ARGH                , Missouri            ,cf2007    
41004,21.0,7840.0,20070929.0, ARG, ARGH                , Texas               ,cf2007    
41005,22.0,3197.0,20070929.0, ARG, ARGH                , Hawaii              ,cf2007    
41006,23.0,1872.0,20070929.0, ARG, ARGH                , Connecticut         ,cf2007    
41007,24.0,6393.0,20070929.0, ARG, ARGH                , Purdue              ,cf2007    
41008,25.0,1603.0,20070929.0, ARG, ARGH                , Clemson             ,cf2007    
41009,26.0,8459.0,20070929.0, ARG, ARGH                , Virginia Tech       ,cf2007    
41010,27.0,771.0,20070929.0, ARG, ARGH                , Boise St            ,cf2007    
41011,28.0,2911.0,20070929.0, ARG, ARGH                , Georgia Tech        ,cf2007    
41012,29.0,5279.0,20070929.0, ARG, ARGH                , Nebraska            ,cf2007    
41013,30.0,74.0,20070929.0, ARG, ARGH                , Alabama             ,cf2007    
41014,31.0,3731.0,20070929.0, ARG, ARGH                , Kansas St           ,cf2007    
41015,32.0,3425.0,20070929.0, ARG, ARGH                , Illinois            ,cf2007    
41016,33.0,7918.0,20070929.0, ARG, ARGH                , Texas Tech          ,cf2007    
41017,34.0,8432.0,20070929.0, ARG, ARGH                , Virginia            ,cf2007    
41018,35.0,891.0,20070929.0, ARG, ARGH                , BYU                 ,cf2007    
41019,36.0,6696.0,20070929.0, ARG, ARGH                , Rutgers             ,cf2007    
41020,37.0,7848.0,20070929.0, ARG, ARGH                , Texas A&M           ,cf2007    
41021,38.0,3484.0,20070929.0, ARG, ARGH                , Indiana             ,cf2007    
41022,39.0,4757.0,20070929.0, ARG, ARGH                , Michigan St         ,cf2007    
41023,40.0,7801.0,20070929.0, ARG, ARGH                , Tennessee           ,cf2007    
41024,41.0,1715.0,20070929.0, ARG, ARGH                , Colorado            ,cf2007    
41025,42.0,316.0,20070929.0, ARG, ARGH                , Arkansas            ,cf2007    
41026,43.0,6114.0,20070929.0, ARG, ARGH                , Penn St             ,cf2007    
41027,44.0,3717.0,20070929.0, ARG, ARGH                , Kansas              ,cf2007    
41028,45.0,4719.0,20070929.0, ARG, ARGH                , Miami FL            ,cf2007    
41029,46.0,7878.0,20070929.0, ARG, ARGH                , TCU                 ,cf2007    
41030,47.0,5912.0,20070929.0, ARG, ARGH                , Oklahoma St         ,cf2007    
41031,48.0,4224.0,20070929.0, ARG, ARGH                , Louisville          ,cf2007    
41032,49.0,8551.0,20070929.0, ARG, ARGH                , Washington          ,cf2007    
41033,50.0,8508.0,20070929.0, ARG, ARGH                , Wake Forest         ,cf2007    
41034,51.0,8367.0,20070929.0, ARG, ARGH                , Vanderbilt          ,cf2007    
41035,52.0,9162.0,20070929.0, ARG, ARGH                , Wyoming             ,cf2007    
41036,53.0,4741.0,20070929.0, ARG, ARGH                , Michigan            ,cf2007    
41037,54.0,5371.0,20070929.0, ARG, ARGH                , New Mexico          ,cf2007    
41038,55.0,4474.0,20070929.0, ARG, ARGH                , Maryland            ,cf2007    
41039,56.0,4936.0,20070929.0, ARG, ARGH                , Mississippi St      ,cf2007    
41040,57.0,8099.0,20070929.0, ARG, ARGH                , Tulsa               ,cf2007    
41041,58.0,294.0,20070929.0, ARG, ARGH                , Arizona             ,cf2007    
41042,59.0,1380.0,20070929.0, ARG, ARGH                , UCF                 ,cf2007    
41043,60.0,5970.0,20070929.0, ARG, ARGH                , Oregon St           ,cf2007    
41044,61.0,8068.0,20070929.0, ARG, ARGH                , Troy                ,cf2007    
41045,62.0,501.0,20070929.0, ARG, ARGH                , Ball St             ,cf2007    
41046,63.0,3347.0,20070929.0, ARG, ARGH                , Houston             ,cf2007    
41047,64.0,7365.0,20070929.0, ARG, ARGH                , Southern Miss       ,cf2007    
41048,65.0,55.0,20070929.0, ARG, ARGH                , Air Force           ,cf2007    
41049,66.0,821.0,20070929.0, ARG, ARGH                , Bowling Green       ,cf2007    
41050,67.0,5253.0,20070929.0, ARG, ARGH                , Navy                ,cf2007    
41051,68.0,8588.0,20070929.0, ARG, ARGH                , Washington St       ,cf2007    
41052,69.0,2776.0,20070929.0, ARG, ARGH                , Fresno St           ,cf2007    
41053,70.0,7933.0,20070929.0, ARG, ARGH                , UTEP                ,cf2007    
41054,71.0,3540.0,20070929.0, ARG, ARGH                , Iowa                ,cf2007    
41055,72.0,8761.0,20070929.0, ARG, ARGH                , WKU                 ,cf2007    
41056,73.0,8315.0,20070929.0, ARG, ARGH                , Utah                ,cf2007    
41057,74.0,333.0,20070929.0, ARG, ARGH                , Arkansas St         ,cf2007    
41058,75.0,3771.0,20070929.0, ARG, ARGH                , Kent                ,cf2007    
41059,76.0,6236.0,20070929.0, ARG, ARGH                , Pittsburgh          ,cf2007    
41060,77.0,2292.0,20070929.0, ARG, ARGH                , East Carolina       ,cf2007    
