,    1,    2625,   20090801, ARG, ARGH                , Florida             ,cf2009    
14567,99.0,8551.0,20090912.0, ARG, ARGH                , Washington          ,cf2009    
14568,100.0,2652.0,20090912.0, ARG, ARGH                , Florida Intl        ,cf2009    
14569,101.0,7933.0,20090912.0, ARG, ARGH                , UTEP                ,cf2009    
14570,102.0,7002.0,20090912.0, ARG, ARGH                , San Diego St        ,cf2009    
14571,103.0,8325.0,20090912.0, ARG, ARGH                , Utah St             ,cf2009    
14572,104.0,7729.0,20090912.0, ARG, ARGH                , Syracuse            ,cf2009    
14573,105.0,3554.0,20090912.0, ARG, ARGH                , Iowa St             ,cf2009    
14574,106.0,6535.0,20090912.0, ARG, ARGH                , Rice                ,cf2009    
14575,107.0,5371.0,20090912.0, ARG, ARGH                , New Mexico          ,cf2009    
14576,108.0,7788.0,20090912.0, ARG, ARGH                , Temple              ,cf2009    
14577,109.0,4636.0,20090912.0, ARG, ARGH                , Memphis             ,cf2009    
14578,110.0,8588.0,20090912.0, ARG, ARGH                , Washington St       ,cf2009    
14579,111.0,3771.0,20090912.0, ARG, ARGH                , Kent                ,cf2009    
14580,112.0,501.0,20090912.0, ARG, ARGH                , Ball St             ,cf2009    
14581,113.0,2353.0,20090912.0, ARG, ARGH                , E Michigan          ,cf2009    
14582,114.0,5584.0,20090912.0, ARG, ARGH                , North Texas         ,cf2009    
14583,115.0,356.0,20090912.0, ARG, ARGH                , Army                ,cf2009    
14584,116.0,8092.0,20090912.0, ARG, ARGH                , Tulane              ,cf2009    
14585,117.0,3415.0,20090912.0, ARG, ARGH                , Idaho               ,cf2009    
14586,118.0,8761.0,20090912.0, ARG, ARGH                , WKU                 ,cf2009    
14587,119.0,4725.0,20090912.0, ARG, ARGH                , Miami OH            ,cf2009    
14588,120.0,5387.0,20090912.0, ARG, ARGH                , New Mexico St       ,cf2009    
22084,1.0,2625.0,20090919.0, ARG, ARGH                , Florida             ,cf2009    
22085,2.0,7840.0,20090919.0, ARG, ARGH                , Texas               ,cf2009    
22086,3.0,8251.0,20090919.0, ARG, ARGH                , USC                 ,cf2009    
22087,4.0,74.0,20090919.0, ARG, ARGH                , Alabama             ,cf2009    
22088,5.0,771.0,20090919.0, ARG, ARGH                , Boise St            ,cf2009    
22089,6.0,5886.0,20090919.0, ARG, ARGH                , Oklahoma            ,cf2009    
22090,7.0,4206.0,20090919.0, ARG, ARGH                , LSU                 ,cf2009    
22091,8.0,1098.0,20090919.0, ARG, ARGH                , California          ,cf2009    
22092,9.0,6114.0,20090919.0, ARG, ARGH                , Penn St             ,cf2009    
22093,10.0,8459.0,20090919.0, ARG, ARGH                , Virginia Tech       ,cf2009    
22094,11.0,1529.0,20090919.0, ARG, ARGH                , Cincinnati          ,cf2009    
22095,12.0,5850.0,20090919.0, ARG, ARGH                , Ohio St             ,cf2009    
22096,13.0,3717.0,20090919.0, ARG, ARGH                , Kansas              ,cf2009    
22097,14.0,5492.0,20090919.0, ARG, ARGH                , North Carolina      ,cf2009    
22098,15.0,6236.0,20090919.0, ARG, ARGH                , Pittsburgh          ,cf2009    
22099,16.0,3540.0,20090919.0, ARG, ARGH                , Iowa                ,cf2009    
22100,17.0,4948.0,20090919.0, ARG, ARGH                , Missouri            ,cf2009    
22101,18.0,402.0,20090919.0, ARG, ARGH                , Auburn              ,cf2009    
22102,19.0,891.0,20090919.0, ARG, ARGH                , BYU                 ,cf2009    
22103,20.0,5279.0,20090919.0, ARG, ARGH                , Nebraska            ,cf2009    
22104,21.0,2881.0,20090919.0, ARG, ARGH                , Georgia             ,cf2009    
22105,22.0,7878.0,20090919.0, ARG, ARGH                , TCU                 ,cf2009    
22106,23.0,2666.0,20090919.0, ARG, ARGH                , Florida St          ,cf2009    
22107,24.0,4920.0,20090919.0, ARG, ARGH                , Mississippi         ,cf2009    
22108,25.0,4719.0,20090919.0, ARG, ARGH                , Miami FL            ,cf2009    
22109,26.0,8141.0,20090919.0, ARG, ARGH                , UCLA                ,cf2009    
22110,27.0,1603.0,20090919.0, ARG, ARGH                , Clemson             ,cf2009    
22111,28.0,8315.0,20090919.0, ARG, ARGH                , Utah                ,cf2009    
22112,29.0,5961.0,20090919.0, ARG, ARGH                , Oregon              ,cf2009    
22113,30.0,5912.0,20090919.0, ARG, ARGH                , Oklahoma St         ,cf2009    
22114,31.0,2911.0,20090919.0, ARG, ARGH                , Georgia Tech        ,cf2009    
22115,32.0,7918.0,20090919.0, ARG, ARGH                , Texas Tech          ,cf2009    
22116,33.0,7278.0,20090919.0, ARG, ARGH                , South Florida       ,cf2009    
22117,34.0,5749.0,20090919.0, ARG, ARGH                , Notre Dame          ,cf2009    
22118,35.0,1872.0,20090919.0, ARG, ARGH                , Connecticut         ,cf2009    
22119,36.0,8508.0,20090919.0, ARG, ARGH                , Wake Forest         ,cf2009    
22120,37.0,7582.0,20090919.0, ARG, ARGH                , Stanford            ,cf2009    
22121,38.0,9031.0,20090919.0, ARG, ARGH                , Wisconsin           ,cf2009    
22122,39.0,4741.0,20090919.0, ARG, ARGH                , Michigan            ,cf2009    
22123,40.0,5970.0,20090919.0, ARG, ARGH                , Oregon St           ,cf2009    
22124,41.0,7365.0,20090919.0, ARG, ARGH                , Southern Miss       ,cf2009    
22125,42.0,3781.0,20090919.0, ARG, ARGH                , Kentucky            ,cf2009    
22126,43.0,7242.0,20090919.0, ARG, ARGH                , South Carolina      ,cf2009    
22127,44.0,783.0,20090919.0, ARG, ARGH                , Boston College      ,cf2009    
22128,45.0,3347.0,20090919.0, ARG, ARGH                , Houston             ,cf2009    
22129,46.0,8716.0,20090919.0, ARG, ARGH                , West Virginia       ,cf2009    
22130,47.0,1404.0,20090919.0, ARG, ARGH                , C Michigan          ,cf2009    
22131,48.0,55.0,20090919.0, ARG, ARGH                , Air Force           ,cf2009    
22132,49.0,294.0,20090919.0, ARG, ARGH                , Arizona             ,cf2009    
22133,50.0,7848.0,20090919.0, ARG, ARGH                , Texas A&M           ,cf2009    
22134,51.0,304.0,20090919.0, ARG, ARGH                , Arizona St          ,cf2009    
22135,52.0,8099.0,20090919.0, ARG, ARGH                , Tulsa               ,cf2009    
22136,53.0,7801.0,20090919.0, ARG, ARGH                , Tennessee           ,cf2009    
22137,54.0,6696.0,20090919.0, ARG, ARGH                , Rutgers             ,cf2009    
22138,55.0,557.0,20090919.0, ARG, ARGH                , Baylor              ,cf2009    
22139,56.0,5511.0,20090919.0, ARG, ARGH                , NC State            ,cf2009    
22140,57.0,4858.0,20090919.0, ARG, ARGH                , Minnesota           ,cf2009    
22141,58.0,4757.0,20090919.0, ARG, ARGH                , Michigan St         ,cf2009    
22142,59.0,3425.0,20090919.0, ARG, ARGH                , Illinois            ,cf2009    
22143,60.0,316.0,20090919.0, ARG, ARGH                , Arkansas            ,cf2009    
22144,61.0,8367.0,20090919.0, ARG, ARGH                , Vanderbilt          ,cf2009    
22145,62.0,8551.0,20090919.0, ARG, ARGH                , Washington          ,cf2009    
22146,63.0,4936.0,20090919.0, ARG, ARGH                , Mississippi St      ,cf2009    
22147,64.0,3484.0,20090919.0, ARG, ARGH                , Indiana             ,cf2009    
22148,65.0,1753.0,20090919.0, ARG, ARGH                , Colorado St         ,cf2009    
22149,66.0,5253.0,20090919.0, ARG, ARGH                , Navy                ,cf2009    
22150,67.0,2776.0,20090919.0, ARG, ARGH                , Fresno St           ,cf2009    
22151,68.0,5323.0,20090919.0, ARG, ARGH                , UNLV                ,cf2009    
22152,69.0,1380.0,20090919.0, ARG, ARGH                , UCF                 ,cf2009    
22153,70.0,5634.0,20090919.0, ARG, ARGH                , N Illinois          ,cf2009    
22154,71.0,2292.0,20090919.0, ARG, ARGH                , East Carolina       ,cf2009    
22155,72.0,4785.0,20090919.0, ARG, ARGH                , MTSU                ,cf2009    
22156,73.0,333.0,20090919.0, ARG, ARGH                , Arkansas St         ,cf2009    
22157,74.0,3197.0,20090919.0, ARG, ARGH                , Hawaii              ,cf2009    
22158,75.0,5704.0,20090919.0, ARG, ARGH                , Northwestern        ,cf2009    
22159,76.0,6393.0,20090919.0, ARG, ARGH                , Purdue              ,cf2009    
22160,77.0,8068.0,20090919.0, ARG, ARGH                , Troy                ,cf2009    
22161,78.0,4224.0,20090919.0, ARG, ARGH                , Louisville          ,cf2009    
22162,79.0,1715.0,20090919.0, ARG, ARGH                , Colorado            ,cf2009    
22163,80.0,4436.0,20090919.0, ARG, ARGH                , Marshall            ,cf2009    
22164,81.0,821.0,20090919.0, ARG, ARGH                , Bowling Green       ,cf2009    
22165,82.0,5825.0,20090919.0, ARG, ARGH                , Ohio                ,cf2009    
22166,83.0,4194.0,20090919.0, ARG, ARGH                , ULL                 ,cf2009    
22167,84.0,4218.0,20090919.0, ARG, ARGH                , Louisiana Tech      ,cf2009    
22168,85.0,8767.0,20090919.0, ARG, ARGH                , W Michigan          ,cf2009    
22169,86.0,4474.0,20090919.0, ARG, ARGH                , Maryland            ,cf2009    
22170,87.0,3554.0,20090919.0, ARG, ARGH                , Iowa St             ,cf2009    
22171,88.0,66.0,20090919.0, ARG, ARGH                , Akron               ,cf2009    
22172,89.0,979.0,20090919.0, ARG, ARGH                , Buffalo             ,cf2009    
22173,90.0,7729.0,20090919.0, ARG, ARGH                , Syracuse            ,cf2009    
22174,91.0,7978.0,20090919.0, ARG, ARGH                , Toledo              ,cf2009    
22175,92.0,5316.0,20090919.0, ARG, ARGH                , Nevada              ,cf2009    
22176,93.0,4200.0,20090919.0, ARG, ARGH                , ULM                 ,cf2009    
22177,94.0,2638.0,20090919.0, ARG, ARGH                , FL Atlantic         ,cf2009    
22178,95.0,7933.0,20090919.0, ARG, ARGH                , UTEP                ,cf2009    
22179,96.0,7358.0,20090919.0, ARG, ARGH                , SMU                 ,cf2009    
22180,97.0,87.0,20090919.0, ARG, ARGH                , UAB                 ,cf2009    
22181,98.0,3731.0,20090919.0, ARG, ARGH                , Kansas St           ,cf2009    
22182,99.0,3415.0,20090919.0, ARG, ARGH                , Idaho               ,cf2009    
22183,100.0,2652.0,20090919.0, ARG, ARGH                , Florida Intl        ,cf2009    
22184,101.0,8432.0,20090919.0, ARG, ARGH                , Virginia            ,cf2009    
22185,102.0,2265.0,20090919.0, ARG, ARGH                , Duke                ,cf2009    
22186,103.0,8325.0,20090919.0, ARG, ARGH                , Utah St             ,cf2009    
22187,104.0,7024.0,20090919.0, ARG, ARGH                , San Jose St         ,cf2009    
22188,105.0,4636.0,20090919.0, ARG, ARGH                , Memphis             ,cf2009    
22189,106.0,8588.0,20090919.0, ARG, ARGH                , Washington St       ,cf2009    
22190,107.0,9162.0,20090919.0, ARG, ARGH                , Wyoming             ,cf2009    
22191,108.0,6535.0,20090919.0, ARG, ARGH                , Rice                ,cf2009    
22192,109.0,7002.0,20090919.0, ARG, ARGH                , San Diego St        ,cf2009    
22193,110.0,356.0,20090919.0, ARG, ARGH                , Army                ,cf2009    
22194,111.0,7788.0,20090919.0, ARG, ARGH                , Temple              ,cf2009    
22195,112.0,5371.0,20090919.0, ARG, ARGH                , New Mexico          ,cf2009    
22196,113.0,5584.0,20090919.0, ARG, ARGH                , North Texas         ,cf2009    
22197,114.0,3771.0,20090919.0, ARG, ARGH                , Kent                ,cf2009    
22198,115.0,8092.0,20090919.0, ARG, ARGH                , Tulane              ,cf2009    
22199,116.0,2353.0,20090919.0, ARG, ARGH                , E Michigan          ,cf2009    
22200,117.0,4725.0,20090919.0, ARG, ARGH                , Miami OH            ,cf2009    
22201,118.0,501.0,20090919.0, ARG, ARGH                , Ball St             ,cf2009    
22202,119.0,5387.0,20090919.0, ARG, ARGH                , New Mexico St       ,cf2009    
22203,120.0,8761.0,20090919.0, ARG, ARGH                , WKU                 ,cf2009    
31159,1.0,2625.0,20090926.0, ARG, ARGH                , Florida             ,cf2009    
31160,2.0,7840.0,20090926.0, ARG, ARGH                , Texas               ,cf2009    
31161,3.0,74.0,20090926.0, ARG, ARGH                , Alabama             ,cf2009    
31162,4.0,771.0,20090926.0, ARG, ARGH                , Boise St            ,cf2009    
31163,5.0,8459.0,20090926.0, ARG, ARGH                , Virginia Tech       ,cf2009    
31164,6.0,3540.0,20090926.0, ARG, ARGH                , Iowa                ,cf2009    
31165,7.0,4206.0,20090926.0, ARG, ARGH                , LSU                 ,cf2009    
31166,8.0,1529.0,20090926.0, ARG, ARGH                , Cincinnati          ,cf2009    
31167,9.0,8251.0,20090926.0, ARG, ARGH                , USC                 ,cf2009    
31168,10.0,5850.0,20090926.0, ARG, ARGH                , Ohio St             ,cf2009    
31169,11.0,5886.0,20090926.0, ARG, ARGH                , Oklahoma            ,cf2009    
31170,12.0,3717.0,20090926.0, ARG, ARGH                , Kansas              ,cf2009    
31171,13.0,5961.0,20090926.0, ARG, ARGH                , Oregon              ,cf2009    
31172,14.0,7878.0,20090926.0, ARG, ARGH                , TCU                 ,cf2009    
31173,15.0,4948.0,20090926.0, ARG, ARGH                , Missouri            ,cf2009    
31174,16.0,5279.0,20090926.0, ARG, ARGH                , Nebraska            ,cf2009    
31175,17.0,7278.0,20090926.0, ARG, ARGH                , South Florida       ,cf2009    
31176,18.0,6114.0,20090926.0, ARG, ARGH                , Penn St             ,cf2009    
31177,19.0,1098.0,20090926.0, ARG, ARGH                , California          ,cf2009    
31178,20.0,2881.0,20090926.0, ARG, ARGH                , Georgia             ,cf2009    
31179,21.0,2911.0,20090926.0, ARG, ARGH                , Georgia Tech        ,cf2009    
31180,22.0,402.0,20090926.0, ARG, ARGH                , Auburn              ,cf2009    
31181,23.0,891.0,20090926.0, ARG, ARGH                , BYU                 ,cf2009    
31182,24.0,5492.0,20090926.0, ARG, ARGH                , North Carolina      ,cf2009    
31183,25.0,7242.0,20090926.0, ARG, ARGH                , South Carolina      ,cf2009    
31184,26.0,8315.0,20090926.0, ARG, ARGH                , Utah                ,cf2009    
31185,27.0,7582.0,20090926.0, ARG, ARGH                , Stanford            ,cf2009    
31186,28.0,5749.0,20090926.0, ARG, ARGH                , Notre Dame          ,cf2009    
31187,29.0,8141.0,20090926.0, ARG, ARGH                , UCLA                ,cf2009    
31188,30.0,3347.0,20090926.0, ARG, ARGH                , Houston             ,cf2009    
31189,31.0,4719.0,20090926.0, ARG, ARGH                , Miami FL            ,cf2009    
31190,32.0,4741.0,20090926.0, ARG, ARGH                , Michigan            ,cf2009    
31191,33.0,5912.0,20090926.0, ARG, ARGH                , Oklahoma St         ,cf2009    
31192,34.0,783.0,20090926.0, ARG, ARGH                , Boston College      ,cf2009    
31193,35.0,9031.0,20090926.0, ARG, ARGH                , Wisconsin           ,cf2009    
31194,36.0,4920.0,20090926.0, ARG, ARGH                , Mississippi         ,cf2009    
31195,37.0,1603.0,20090926.0, ARG, ARGH                , Clemson             ,cf2009    
31196,38.0,1872.0,20090926.0, ARG, ARGH                , Connecticut         ,cf2009    
31197,39.0,294.0,20090926.0, ARG, ARGH                , Arizona             ,cf2009    
31198,40.0,6236.0,20090926.0, ARG, ARGH                , Pittsburgh          ,cf2009    
31199,41.0,1404.0,20090926.0, ARG, ARGH                , C Michigan          ,cf2009    
31200,42.0,5511.0,20090926.0, ARG, ARGH                , NC State            ,cf2009    
31201,43.0,304.0,20090926.0, ARG, ARGH                , Arizona St          ,cf2009    
31202,44.0,2666.0,20090926.0, ARG, ARGH                , Florida St          ,cf2009    
31203,45.0,4858.0,20090926.0, ARG, ARGH                , Minnesota           ,cf2009    
31204,46.0,6696.0,20090926.0, ARG, ARGH                , Rutgers             ,cf2009    
31205,47.0,7918.0,20090926.0, ARG, ARGH                , Texas Tech          ,cf2009    
31206,48.0,55.0,20090926.0, ARG, ARGH                , Air Force           ,cf2009    
31207,49.0,7848.0,20090926.0, ARG, ARGH                , Texas A&M           ,cf2009    
31208,50.0,7365.0,20090926.0, ARG, ARGH                , Southern Miss       ,cf2009    
31209,51.0,7801.0,20090926.0, ARG, ARGH                , Tennessee           ,cf2009    
31210,52.0,557.0,20090926.0, ARG, ARGH                , Baylor              ,cf2009    
31211,53.0,8099.0,20090926.0, ARG, ARGH                , Tulsa               ,cf2009    
31212,54.0,8508.0,20090926.0, ARG, ARGH                , Wake Forest         ,cf2009    
31213,55.0,8716.0,20090926.0, ARG, ARGH                , West Virginia       ,cf2009    
31214,56.0,3781.0,20090926.0, ARG, ARGH                , Kentucky            ,cf2009    
31215,57.0,5970.0,20090926.0, ARG, ARGH                , Oregon St           ,cf2009    
31216,58.0,8367.0,20090926.0, ARG, ARGH                , Vanderbilt          ,cf2009    
31217,59.0,4936.0,20090926.0, ARG, ARGH                , Mississippi St      ,cf2009    
31218,60.0,8551.0,20090926.0, ARG, ARGH                , Washington          ,cf2009    
31219,61.0,316.0,20090926.0, ARG, ARGH                , Arkansas            ,cf2009    
31220,62.0,4785.0,20090926.0, ARG, ARGH                , MTSU                ,cf2009    
31221,63.0,3484.0,20090926.0, ARG, ARGH                , Indiana             ,cf2009    
31222,64.0,4757.0,20090926.0, ARG, ARGH                , Michigan St         ,cf2009    
31223,65.0,5253.0,20090926.0, ARG, ARGH                , Navy                ,cf2009    
31224,66.0,2776.0,20090926.0, ARG, ARGH                , Fresno St           ,cf2009    
31225,67.0,1753.0,20090926.0, ARG, ARGH                , Colorado St         ,cf2009    
31226,68.0,3425.0,20090926.0, ARG, ARGH                , Illinois            ,cf2009    
31227,69.0,4436.0,20090926.0, ARG, ARGH                , Marshall            ,cf2009    
31228,70.0,3554.0,20090926.0, ARG, ARGH                , Iowa St             ,cf2009    
31229,71.0,2292.0,20090926.0, ARG, ARGH                , East Carolina       ,cf2009    
31230,72.0,8068.0,20090926.0, ARG, ARGH                , Troy                ,cf2009    
31231,73.0,7978.0,20090926.0, ARG, ARGH                , Toledo              ,cf2009    
31232,74.0,6393.0,20090926.0, ARG, ARGH                , Purdue              ,cf2009    
31233,75.0,3197.0,20090926.0, ARG, ARGH                , Hawaii              ,cf2009    
31234,76.0,1715.0,20090926.0, ARG, ARGH                , Colorado            ,cf2009    
31235,77.0,4200.0,20090926.0, ARG, ARGH                , ULM                 ,cf2009    
31236,78.0,5634.0,20090926.0, ARG, ARGH                , N Illinois          ,cf2009    
31237,79.0,1380.0,20090926.0, ARG, ARGH                , UCF                 ,cf2009    
31238,80.0,333.0,20090926.0, ARG, ARGH                , Arkansas St         ,cf2009    
31239,81.0,3415.0,20090926.0, ARG, ARGH                , Idaho               ,cf2009    
31240,82.0,4224.0,20090926.0, ARG, ARGH                , Louisville          ,cf2009    
31241,83.0,5323.0,20090926.0, ARG, ARGH                , UNLV                ,cf2009    
31242,84.0,5704.0,20090926.0, ARG, ARGH                , Northwestern        ,cf2009    
31243,85.0,7729.0,20090926.0, ARG, ARGH                , Syracuse            ,cf2009    
31244,86.0,8767.0,20090926.0, ARG, ARGH                , W Michigan          ,cf2009    
31245,87.0,3731.0,20090926.0, ARG, ARGH                , Kansas St           ,cf2009    
31246,88.0,5825.0,20090926.0, ARG, ARGH                , Ohio                ,cf2009    
31247,89.0,4218.0,20090926.0, ARG, ARGH                , Louisiana Tech      ,cf2009    
31248,90.0,821.0,20090926.0, ARG, ARGH                , Bowling Green       ,cf2009    
31249,91.0,2265.0,20090926.0, ARG, ARGH                , Duke                ,cf2009    
31250,92.0,4194.0,20090926.0, ARG, ARGH                , ULL                 ,cf2009    
31251,93.0,8325.0,20090926.0, ARG, ARGH                , Utah St             ,cf2009    
31252,94.0,66.0,20090926.0, ARG, ARGH                , Akron               ,cf2009    
31253,95.0,9162.0,20090926.0, ARG, ARGH                , Wyoming             ,cf2009    
31254,96.0,8432.0,20090926.0, ARG, ARGH                , Virginia            ,cf2009    
31255,97.0,4474.0,20090926.0, ARG, ARGH                , Maryland            ,cf2009    
31256,98.0,5316.0,20090926.0, ARG, ARGH                , Nevada              ,cf2009    
31257,99.0,7358.0,20090926.0, ARG, ARGH                , SMU                 ,cf2009    
31258,100.0,7788.0,20090926.0, ARG, ARGH                , Temple              ,cf2009    
31259,101.0,2652.0,20090926.0, ARG, ARGH                , Florida Intl        ,cf2009    
31260,102.0,7024.0,20090926.0, ARG, ARGH                , San Jose St         ,cf2009    
31261,103.0,7933.0,20090926.0, ARG, ARGH                , UTEP                ,cf2009    
31262,104.0,2638.0,20090926.0, ARG, ARGH                , FL Atlantic         ,cf2009    
31263,105.0,3771.0,20090926.0, ARG, ARGH                , Kent                ,cf2009    
31264,106.0,8588.0,20090926.0, ARG, ARGH                , Washington St       ,cf2009    
31265,107.0,979.0,20090926.0, ARG, ARGH                , Buffalo             ,cf2009    
31266,108.0,7002.0,20090926.0, ARG, ARGH                , San Diego St        ,cf2009    
31267,109.0,87.0,20090926.0, ARG, ARGH                , UAB                 ,cf2009    
31268,110.0,4636.0,20090926.0, ARG, ARGH                , Memphis             ,cf2009    
31269,111.0,356.0,20090926.0, ARG, ARGH                , Army                ,cf2009    
31270,112.0,8092.0,20090926.0, ARG, ARGH                , Tulane              ,cf2009    
31271,113.0,5584.0,20090926.0, ARG, ARGH                , North Texas         ,cf2009    
31272,114.0,2353.0,20090926.0, ARG, ARGH                , E Michigan          ,cf2009    
31273,115.0,6535.0,20090926.0, ARG, ARGH                , Rice                ,cf2009    
31274,116.0,5387.0,20090926.0, ARG, ARGH                , New Mexico St       ,cf2009    
31275,117.0,501.0,20090926.0, ARG, ARGH                , Ball St             ,cf2009    
31276,118.0,5371.0,20090926.0, ARG, ARGH                , New Mexico          ,cf2009    
31277,119.0,4725.0,20090926.0, ARG, ARGH                , Miami OH            ,cf2009    
31278,120.0,8761.0,20090926.0, ARG, ARGH                , WKU                 ,cf2009    
43289,1.0,2625.0,20091003.0, ARG, ARGH                , Florida             ,cf2009    
43290,2.0,74.0,20091003.0, ARG, ARGH                , Alabama             ,cf2009    
43291,3.0,7840.0,20091003.0, ARG, ARGH                , Texas               ,cf2009    
43292,4.0,8251.0,20091003.0, ARG, ARGH                , USC                 ,cf2009    
43293,5.0,4206.0,20091003.0, ARG, ARGH                , LSU                 ,cf2009    
43294,6.0,5850.0,20091003.0, ARG, ARGH                , Ohio St             ,cf2009    
43295,7.0,771.0,20091003.0, ARG, ARGH                , Boise St            ,cf2009    
43296,8.0,8459.0,20091003.0, ARG, ARGH                , Virginia Tech       ,cf2009    
43297,9.0,1529.0,20091003.0, ARG, ARGH                , Cincinnati          ,cf2009    
43298,10.0,3540.0,20091003.0, ARG, ARGH                , Iowa                ,cf2009    
43299,11.0,3717.0,20091003.0, ARG, ARGH                , Kansas              ,cf2009    
43300,12.0,5961.0,20091003.0, ARG, ARGH                , Oregon              ,cf2009    
43301,13.0,7278.0,20091003.0, ARG, ARGH                , South Florida       ,cf2009    
43302,14.0,7878.0,20091003.0, ARG, ARGH                , TCU                 ,cf2009    
43303,15.0,402.0,20091003.0, ARG, ARGH                , Auburn              ,cf2009    
43304,16.0,6114.0,20091003.0, ARG, ARGH                , Penn St             ,cf2009    
43305,17.0,5886.0,20091003.0, ARG, ARGH                , Oklahoma            ,cf2009    
43306,18.0,7582.0,20091003.0, ARG, ARGH                , Stanford            ,cf2009    
43307,19.0,4948.0,20091003.0, ARG, ARGH                , Missouri            ,cf2009    
43308,20.0,9031.0,20091003.0, ARG, ARGH                , Wisconsin           ,cf2009    
43309,21.0,5279.0,20091003.0, ARG, ARGH                , Nebraska            ,cf2009    
43310,22.0,4719.0,20091003.0, ARG, ARGH                , Miami FL            ,cf2009    
43311,23.0,2911.0,20091003.0, ARG, ARGH                , Georgia Tech        ,cf2009    
43312,24.0,5749.0,20091003.0, ARG, ARGH                , Notre Dame          ,cf2009    
43313,25.0,891.0,20091003.0, ARG, ARGH                , BYU                 ,cf2009    
43314,26.0,4920.0,20091003.0, ARG, ARGH                , Mississippi         ,cf2009    
43315,27.0,6236.0,20091003.0, ARG, ARGH                , Pittsburgh          ,cf2009    
43316,28.0,783.0,20091003.0, ARG, ARGH                , Boston College      ,cf2009    
43317,29.0,2881.0,20091003.0, ARG, ARGH                , Georgia             ,cf2009    
43318,30.0,8315.0,20091003.0, ARG, ARGH                , Utah                ,cf2009    
43319,31.0,1404.0,20091003.0, ARG, ARGH                , C Michigan          ,cf2009    
43320,32.0,7242.0,20091003.0, ARG, ARGH                , South Carolina      ,cf2009    
43321,33.0,1098.0,20091003.0, ARG, ARGH                , California          ,cf2009    
43322,34.0,8141.0,20091003.0, ARG, ARGH                , UCLA                ,cf2009    
43323,35.0,294.0,20091003.0, ARG, ARGH                , Arizona             ,cf2009    
43324,36.0,1872.0,20091003.0, ARG, ARGH                , Connecticut         ,cf2009    
43325,37.0,8508.0,20091003.0, ARG, ARGH                , Wake Forest         ,cf2009    
43326,38.0,5912.0,20091003.0, ARG, ARGH                , Oklahoma St         ,cf2009    
43327,39.0,4741.0,20091003.0, ARG, ARGH                , Michigan            ,cf2009    
43328,40.0,557.0,20091003.0, ARG, ARGH                , Baylor              ,cf2009    
43329,41.0,8099.0,20091003.0, ARG, ARGH                , Tulsa               ,cf2009    
43330,42.0,8716.0,20091003.0, ARG, ARGH                , West Virginia       ,cf2009    
43331,43.0,5511.0,20091003.0, ARG, ARGH                , NC State            ,cf2009    
43332,44.0,5970.0,20091003.0, ARG, ARGH                , Oregon St           ,cf2009    
43333,45.0,1603.0,20091003.0, ARG, ARGH                , Clemson             ,cf2009    
43334,46.0,6696.0,20091003.0, ARG, ARGH                , Rutgers             ,cf2009    
43335,47.0,55.0,20091003.0, ARG, ARGH                , Air Force           ,cf2009    
43336,48.0,3347.0,20091003.0, ARG, ARGH                , Houston             ,cf2009    
43337,49.0,4858.0,20091003.0, ARG, ARGH                , Minnesota           ,cf2009    
43338,50.0,316.0,20091003.0, ARG, ARGH                , Arkansas            ,cf2009    
43339,51.0,7801.0,20091003.0, ARG, ARGH                , Tennessee           ,cf2009    
43340,52.0,2666.0,20091003.0, ARG, ARGH                , Florida St          ,cf2009    
43341,53.0,5492.0,20091003.0, ARG, ARGH                , North Carolina      ,cf2009    
43342,54.0,5253.0,20091003.0, ARG, ARGH                , Navy                ,cf2009    
43343,55.0,4757.0,20091003.0, ARG, ARGH                , Michigan St         ,cf2009    
43344,56.0,8551.0,20091003.0, ARG, ARGH                , Washington          ,cf2009    
43345,57.0,7918.0,20091003.0, ARG, ARGH                , Texas Tech          ,cf2009    
43346,58.0,304.0,20091003.0, ARG, ARGH                , Arizona St          ,cf2009    
43347,59.0,7848.0,20091003.0, ARG, ARGH                , Texas A&M           ,cf2009    
43348,60.0,3781.0,20091003.0, ARG, ARGH                , Kentucky            ,cf2009    
43349,61.0,5634.0,20091003.0, ARG, ARGH                , N Illinois          ,cf2009    
43350,62.0,7365.0,20091003.0, ARG, ARGH                , Southern Miss       ,cf2009    
43351,63.0,3415.0,20091003.0, ARG, ARGH                , Idaho               ,cf2009    
43352,64.0,4936.0,20091003.0, ARG, ARGH                , Mississippi St      ,cf2009    
43353,65.0,2776.0,20091003.0, ARG, ARGH                , Fresno St           ,cf2009    
43354,66.0,8367.0,20091003.0, ARG, ARGH                , Vanderbilt          ,cf2009    
43355,67.0,4785.0,20091003.0, ARG, ARGH                , MTSU                ,cf2009    
43356,68.0,2292.0,20091003.0, ARG, ARGH                , East Carolina       ,cf2009    
43357,69.0,3484.0,20091003.0, ARG, ARGH                , Indiana             ,cf2009    
43358,70.0,4218.0,20091003.0, ARG, ARGH                , Louisiana Tech      ,cf2009    
43359,71.0,8068.0,20091003.0, ARG, ARGH                , Troy                ,cf2009    
43360,72.0,3731.0,20091003.0, ARG, ARGH                , Kansas St           ,cf2009    
43361,73.0,1753.0,20091003.0, ARG, ARGH                , Colorado St         ,cf2009    
43362,74.0,4200.0,20091003.0, ARG, ARGH                , ULM                 ,cf2009    
43363,75.0,5704.0,20091003.0, ARG, ARGH                , Northwestern        ,cf2009    
