,    1,    2625,   20090801, ARG, ARGH                , Florida             ,cf2009    
43364,76.0,333.0,20091003.0, ARG, ARGH                , Arkansas St         ,cf2009    
43365,77.0,5825.0,20091003.0, ARG, ARGH                , Ohio                ,cf2009    
43366,78.0,7978.0,20091003.0, ARG, ARGH                , Toledo              ,cf2009    
43367,79.0,3554.0,20091003.0, ARG, ARGH                , Iowa St             ,cf2009    
43368,80.0,1380.0,20091003.0, ARG, ARGH                , UCF                 ,cf2009    
43369,81.0,3425.0,20091003.0, ARG, ARGH                , Illinois            ,cf2009    
43370,82.0,6393.0,20091003.0, ARG, ARGH                , Purdue              ,cf2009    
43371,83.0,4436.0,20091003.0, ARG, ARGH                , Marshall            ,cf2009    
43372,84.0,5316.0,20091003.0, ARG, ARGH                , Nevada              ,cf2009    
43373,85.0,7729.0,20091003.0, ARG, ARGH                , Syracuse            ,cf2009    
43374,86.0,7933.0,20091003.0, ARG, ARGH                , UTEP                ,cf2009    
43375,87.0,1715.0,20091003.0, ARG, ARGH                , Colorado            ,cf2009    
43376,88.0,8432.0,20091003.0, ARG, ARGH                , Virginia            ,cf2009    
43377,89.0,3197.0,20091003.0, ARG, ARGH                , Hawaii              ,cf2009    
43378,90.0,4474.0,20091003.0, ARG, ARGH                , Maryland            ,cf2009    
43379,91.0,4194.0,20091003.0, ARG, ARGH                , ULL                 ,cf2009    
43380,92.0,2265.0,20091003.0, ARG, ARGH                , Duke                ,cf2009    
43381,93.0,7788.0,20091003.0, ARG, ARGH                , Temple              ,cf2009    
43382,94.0,9162.0,20091003.0, ARG, ARGH                , Wyoming             ,cf2009    
43383,95.0,4224.0,20091003.0, ARG, ARGH                , Louisville          ,cf2009    
43384,96.0,66.0,20091003.0, ARG, ARGH                , Akron               ,cf2009    
43385,97.0,8325.0,20091003.0, ARG, ARGH                , Utah St             ,cf2009    
43386,98.0,7358.0,20091003.0, ARG, ARGH                , SMU                 ,cf2009    
43387,99.0,87.0,20091003.0, ARG, ARGH                , UAB                 ,cf2009    
43388,100.0,7002.0,20091003.0, ARG, ARGH                , San Diego St        ,cf2009    
43389,101.0,5323.0,20091003.0, ARG, ARGH                , UNLV                ,cf2009    
43390,102.0,8767.0,20091003.0, ARG, ARGH                , W Michigan          ,cf2009    
43391,103.0,821.0,20091003.0, ARG, ARGH                , Bowling Green       ,cf2009    
43392,104.0,7024.0,20091003.0, ARG, ARGH                , San Jose St         ,cf2009    
43393,105.0,8588.0,20091003.0, ARG, ARGH                , Washington St       ,cf2009    
43394,106.0,979.0,20091003.0, ARG, ARGH                , Buffalo             ,cf2009    
43395,107.0,3771.0,20091003.0, ARG, ARGH                , Kent                ,cf2009    
43396,108.0,2652.0,20091003.0, ARG, ARGH                , Florida Intl        ,cf2009    
43397,109.0,8092.0,20091003.0, ARG, ARGH                , Tulane              ,cf2009    
43398,110.0,2638.0,20091003.0, ARG, ARGH                , FL Atlantic         ,cf2009    
43399,111.0,5584.0,20091003.0, ARG, ARGH                , North Texas         ,cf2009    
43400,112.0,4636.0,20091003.0, ARG, ARGH                , Memphis             ,cf2009    
43401,113.0,356.0,20091003.0, ARG, ARGH                , Army                ,cf2009    
43402,114.0,5387.0,20091003.0, ARG, ARGH                , New Mexico St       ,cf2009    
43403,115.0,6535.0,20091003.0, ARG, ARGH                , Rice                ,cf2009    
43404,116.0,2353.0,20091003.0, ARG, ARGH                , E Michigan          ,cf2009    
43405,117.0,501.0,20091003.0, ARG, ARGH                , Ball St             ,cf2009    
43406,118.0,5371.0,20091003.0, ARG, ARGH                , New Mexico          ,cf2009    
43407,119.0,8761.0,20091003.0, ARG, ARGH                , WKU                 ,cf2009    
43408,120.0,4725.0,20091003.0, ARG, ARGH                , Miami OH            ,cf2009    
59449,1.0,2625.0,20091010.0, ARG, ARGH                , Florida             ,cf2009    
59450,2.0,74.0,20091010.0, ARG, ARGH                , Alabama             ,cf2009    
59451,3.0,7840.0,20091010.0, ARG, ARGH                , Texas               ,cf2009    
59452,4.0,8459.0,20091010.0, ARG, ARGH                , Virginia Tech       ,cf2009    
59453,5.0,8251.0,20091010.0, ARG, ARGH                , USC                 ,cf2009    
59454,6.0,5850.0,20091010.0, ARG, ARGH                , Ohio St             ,cf2009    
59455,7.0,771.0,20091010.0, ARG, ARGH                , Boise St            ,cf2009    
59456,8.0,1529.0,20091010.0, ARG, ARGH                , Cincinnati          ,cf2009    
59457,9.0,3540.0,20091010.0, ARG, ARGH                , Iowa                ,cf2009    
59458,10.0,5961.0,20091010.0, ARG, ARGH                , Oregon              ,cf2009    
59459,11.0,5279.0,20091010.0, ARG, ARGH                , Nebraska            ,cf2009    
59460,12.0,7878.0,20091010.0, ARG, ARGH                , TCU                 ,cf2009    
59461,13.0,4206.0,20091010.0, ARG, ARGH                , LSU                 ,cf2009    
59462,14.0,3717.0,20091010.0, ARG, ARGH                , Kansas              ,cf2009    
59463,15.0,5886.0,20091010.0, ARG, ARGH                , Oklahoma            ,cf2009    
59464,16.0,7278.0,20091010.0, ARG, ARGH                , South Florida       ,cf2009    
59465,17.0,6114.0,20091010.0, ARG, ARGH                , Penn St             ,cf2009    
59466,18.0,6236.0,20091010.0, ARG, ARGH                , Pittsburgh          ,cf2009    
59467,19.0,4719.0,20091010.0, ARG, ARGH                , Miami FL            ,cf2009    
59468,20.0,891.0,20091010.0, ARG, ARGH                , BYU                 ,cf2009    
59469,21.0,2911.0,20091010.0, ARG, ARGH                , Georgia Tech        ,cf2009    
59470,22.0,5749.0,20091010.0, ARG, ARGH                , Notre Dame          ,cf2009    
59471,23.0,9031.0,20091010.0, ARG, ARGH                , Wisconsin           ,cf2009    
59472,24.0,8315.0,20091010.0, ARG, ARGH                , Utah                ,cf2009    
59473,25.0,402.0,20091010.0, ARG, ARGH                , Auburn              ,cf2009    
59474,26.0,1404.0,20091010.0, ARG, ARGH                , C Michigan          ,cf2009    
59475,27.0,4948.0,20091010.0, ARG, ARGH                , Missouri            ,cf2009    
59476,28.0,7242.0,20091010.0, ARG, ARGH                , South Carolina      ,cf2009    
59477,29.0,7582.0,20091010.0, ARG, ARGH                , Stanford            ,cf2009    
59478,30.0,4920.0,20091010.0, ARG, ARGH                , Mississippi         ,cf2009    
59479,31.0,1098.0,20091010.0, ARG, ARGH                , California          ,cf2009    
59480,32.0,5912.0,20091010.0, ARG, ARGH                , Oklahoma St         ,cf2009    
59481,33.0,316.0,20091010.0, ARG, ARGH                , Arkansas            ,cf2009    
59482,34.0,7801.0,20091010.0, ARG, ARGH                , Tennessee           ,cf2009    
59483,35.0,5970.0,20091010.0, ARG, ARGH                , Oregon St           ,cf2009    
59484,36.0,294.0,20091010.0, ARG, ARGH                , Arizona             ,cf2009    
59485,37.0,783.0,20091010.0, ARG, ARGH                , Boston College      ,cf2009    
59486,38.0,1872.0,20091010.0, ARG, ARGH                , Connecticut         ,cf2009    
59487,39.0,2881.0,20091010.0, ARG, ARGH                , Georgia             ,cf2009    
59488,40.0,3347.0,20091010.0, ARG, ARGH                , Houston             ,cf2009    
59489,41.0,8716.0,20091010.0, ARG, ARGH                , West Virginia       ,cf2009    
59490,42.0,5253.0,20091010.0, ARG, ARGH                , Navy                ,cf2009    
59491,43.0,8141.0,20091010.0, ARG, ARGH                , UCLA                ,cf2009    
59492,44.0,4741.0,20091010.0, ARG, ARGH                , Michigan            ,cf2009    
59493,45.0,8551.0,20091010.0, ARG, ARGH                , Washington          ,cf2009    
59494,46.0,8508.0,20091010.0, ARG, ARGH                , Wake Forest         ,cf2009    
59495,47.0,6696.0,20091010.0, ARG, ARGH                , Rutgers             ,cf2009    
59496,48.0,4858.0,20091010.0, ARG, ARGH                , Minnesota           ,cf2009    
59497,49.0,7918.0,20091010.0, ARG, ARGH                , Texas Tech          ,cf2009    
59498,50.0,4757.0,20091010.0, ARG, ARGH                , Michigan St         ,cf2009    
59499,51.0,8099.0,20091010.0, ARG, ARGH                , Tulsa               ,cf2009    
59500,52.0,5492.0,20091010.0, ARG, ARGH                , North Carolina      ,cf2009    
59501,53.0,304.0,20091010.0, ARG, ARGH                , Arizona St          ,cf2009    
59502,54.0,1603.0,20091010.0, ARG, ARGH                , Clemson             ,cf2009    
59503,55.0,55.0,20091010.0, ARG, ARGH                , Air Force           ,cf2009    
59504,56.0,557.0,20091010.0, ARG, ARGH                , Baylor              ,cf2009    
59505,57.0,3415.0,20091010.0, ARG, ARGH                , Idaho               ,cf2009    
59506,58.0,3781.0,20091010.0, ARG, ARGH                , Kentucky            ,cf2009    
59507,59.0,2776.0,20091010.0, ARG, ARGH                , Fresno St           ,cf2009    
59508,60.0,8068.0,20091010.0, ARG, ARGH                , Troy                ,cf2009    
59509,61.0,5634.0,20091010.0, ARG, ARGH                , N Illinois          ,cf2009    
59510,62.0,2666.0,20091010.0, ARG, ARGH                , Florida St          ,cf2009    
59511,63.0,5511.0,20091010.0, ARG, ARGH                , NC State            ,cf2009    
59512,64.0,7848.0,20091010.0, ARG, ARGH                , Texas A&M           ,cf2009    
59513,65.0,5825.0,20091010.0, ARG, ARGH                , Ohio                ,cf2009    
59514,66.0,7365.0,20091010.0, ARG, ARGH                , Southern Miss       ,cf2009    
59515,67.0,8432.0,20091010.0, ARG, ARGH                , Virginia            ,cf2009    
59516,68.0,2265.0,20091010.0, ARG, ARGH                , Duke                ,cf2009    
59517,69.0,333.0,20091010.0, ARG, ARGH                , Arkansas St         ,cf2009    
59518,70.0,4436.0,20091010.0, ARG, ARGH                , Marshall            ,cf2009    
59519,71.0,4200.0,20091010.0, ARG, ARGH                , ULM                 ,cf2009    
59520,72.0,1753.0,20091010.0, ARG, ARGH                , Colorado St         ,cf2009    
59521,73.0,5316.0,20091010.0, ARG, ARGH                , Nevada              ,cf2009    
59522,74.0,4936.0,20091010.0, ARG, ARGH                , Mississippi St      ,cf2009    
59523,75.0,4785.0,20091010.0, ARG, ARGH                , MTSU                ,cf2009    
59524,76.0,3554.0,20091010.0, ARG, ARGH                , Iowa St             ,cf2009    
59525,77.0,5704.0,20091010.0, ARG, ARGH                , Northwestern        ,cf2009    
59526,78.0,1380.0,20091010.0, ARG, ARGH                , UCF                 ,cf2009    
59527,79.0,2292.0,20091010.0, ARG, ARGH                , East Carolina       ,cf2009    
59528,80.0,4224.0,20091010.0, ARG, ARGH                , Louisville          ,cf2009    
59529,81.0,8367.0,20091010.0, ARG, ARGH                , Vanderbilt          ,cf2009    
59530,82.0,7358.0,20091010.0, ARG, ARGH                , SMU                 ,cf2009    
59531,83.0,3484.0,20091010.0, ARG, ARGH                , Indiana             ,cf2009    
59532,84.0,8767.0,20091010.0, ARG, ARGH                , W Michigan          ,cf2009    
59533,85.0,4194.0,20091010.0, ARG, ARGH                , ULL                 ,cf2009    
59534,86.0,4218.0,20091010.0, ARG, ARGH                , Louisiana Tech      ,cf2009    
59535,87.0,821.0,20091010.0, ARG, ARGH                , Bowling Green       ,cf2009    
59536,88.0,9162.0,20091010.0, ARG, ARGH                , Wyoming             ,cf2009    
59537,89.0,6393.0,20091010.0, ARG, ARGH                , Purdue              ,cf2009    
59538,90.0,1715.0,20091010.0, ARG, ARGH                , Colorado            ,cf2009    
59539,91.0,3425.0,20091010.0, ARG, ARGH                , Illinois            ,cf2009    
59540,92.0,3731.0,20091010.0, ARG, ARGH                , Kansas St           ,cf2009    
59541,93.0,7978.0,20091010.0, ARG, ARGH                , Toledo              ,cf2009    
59542,94.0,7788.0,20091010.0, ARG, ARGH                , Temple              ,cf2009    
59543,95.0,4474.0,20091010.0, ARG, ARGH                , Maryland            ,cf2009    
59544,96.0,7729.0,20091010.0, ARG, ARGH                , Syracuse            ,cf2009    
59545,97.0,7933.0,20091010.0, ARG, ARGH                , UTEP                ,cf2009    
59546,98.0,87.0,20091010.0, ARG, ARGH                , UAB                 ,cf2009    
59547,99.0,7002.0,20091010.0, ARG, ARGH                , San Diego St        ,cf2009    
59548,100.0,979.0,20091010.0, ARG, ARGH                , Buffalo             ,cf2009    
59549,101.0,2652.0,20091010.0, ARG, ARGH                , Florida Intl        ,cf2009    
59550,102.0,5323.0,20091010.0, ARG, ARGH                , UNLV                ,cf2009    
59551,103.0,3197.0,20091010.0, ARG, ARGH                , Hawaii              ,cf2009    
59552,104.0,8325.0,20091010.0, ARG, ARGH                , Utah St             ,cf2009    
59553,105.0,7024.0,20091010.0, ARG, ARGH                , San Jose St         ,cf2009    
59554,106.0,4636.0,20091010.0, ARG, ARGH                , Memphis             ,cf2009    
59555,107.0,66.0,20091010.0, ARG, ARGH                , Akron               ,cf2009    
59556,108.0,356.0,20091010.0, ARG, ARGH                , Army                ,cf2009    
59557,109.0,2638.0,20091010.0, ARG, ARGH                , FL Atlantic         ,cf2009    
59558,110.0,8588.0,20091010.0, ARG, ARGH                , Washington St       ,cf2009    
59559,111.0,3771.0,20091010.0, ARG, ARGH                , Kent                ,cf2009    
59560,112.0,8092.0,20091010.0, ARG, ARGH                , Tulane              ,cf2009    
59561,113.0,5584.0,20091010.0, ARG, ARGH                , North Texas         ,cf2009    
59562,114.0,5387.0,20091010.0, ARG, ARGH                , New Mexico St       ,cf2009    
59563,115.0,2353.0,20091010.0, ARG, ARGH                , E Michigan          ,cf2009    
59564,116.0,6535.0,20091010.0, ARG, ARGH                , Rice                ,cf2009    
59565,117.0,501.0,20091010.0, ARG, ARGH                , Ball St             ,cf2009    
59566,118.0,5371.0,20091010.0, ARG, ARGH                , New Mexico          ,cf2009    
59567,119.0,4725.0,20091010.0, ARG, ARGH                , Miami OH            ,cf2009    
59568,120.0,8761.0,20091010.0, ARG, ARGH                , WKU                 ,cf2009    
77909,1.0,2625.0,20091017.0, ARG, ARGH                , Florida             ,cf2009    
77910,2.0,74.0,20091017.0, ARG, ARGH                , Alabama             ,cf2009    
77911,3.0,7840.0,20091017.0, ARG, ARGH                , Texas               ,cf2009    
77912,4.0,1529.0,20091017.0, ARG, ARGH                , Cincinnati          ,cf2009    
77913,5.0,8251.0,20091017.0, ARG, ARGH                , USC                 ,cf2009    
77914,6.0,7878.0,20091017.0, ARG, ARGH                , TCU                 ,cf2009    
77915,7.0,3540.0,20091017.0, ARG, ARGH                , Iowa                ,cf2009    
77916,8.0,771.0,20091017.0, ARG, ARGH                , Boise St            ,cf2009    
77917,9.0,8459.0,20091017.0, ARG, ARGH                , Virginia Tech       ,cf2009    
77918,10.0,5961.0,20091017.0, ARG, ARGH                , Oregon              ,cf2009    
77919,11.0,4206.0,20091017.0, ARG, ARGH                , LSU                 ,cf2009    
77920,12.0,6114.0,20091017.0, ARG, ARGH                , Penn St             ,cf2009    
77921,13.0,2911.0,20091017.0, ARG, ARGH                , Georgia Tech        ,cf2009    
77922,14.0,5850.0,20091017.0, ARG, ARGH                , Ohio St             ,cf2009    
77923,15.0,5886.0,20091017.0, ARG, ARGH                , Oklahoma            ,cf2009    
77924,16.0,4719.0,20091017.0, ARG, ARGH                , Miami FL            ,cf2009    
77925,17.0,6236.0,20091017.0, ARG, ARGH                , Pittsburgh          ,cf2009    
77926,18.0,5279.0,20091017.0, ARG, ARGH                , Nebraska            ,cf2009    
77927,19.0,891.0,20091017.0, ARG, ARGH                , BYU                 ,cf2009    
77928,20.0,1404.0,20091017.0, ARG, ARGH                , C Michigan          ,cf2009    
77929,21.0,3717.0,20091017.0, ARG, ARGH                , Kansas              ,cf2009    
77930,22.0,7918.0,20091017.0, ARG, ARGH                , Texas Tech          ,cf2009    
77931,23.0,8315.0,20091017.0, ARG, ARGH                , Utah                ,cf2009    
77932,24.0,7278.0,20091017.0, ARG, ARGH                , South Florida       ,cf2009    
77933,25.0,1098.0,20091017.0, ARG, ARGH                , California          ,cf2009    
77934,26.0,5912.0,20091017.0, ARG, ARGH                , Oklahoma St         ,cf2009    
77935,27.0,5749.0,20091017.0, ARG, ARGH                , Notre Dame          ,cf2009    
77936,28.0,4920.0,20091017.0, ARG, ARGH                , Mississippi         ,cf2009    
77937,29.0,7242.0,20091017.0, ARG, ARGH                , South Carolina      ,cf2009    
77938,30.0,3347.0,20091017.0, ARG, ARGH                , Houston             ,cf2009    
77939,31.0,783.0,20091017.0, ARG, ARGH                , Boston College      ,cf2009    
77940,32.0,8716.0,20091017.0, ARG, ARGH                , West Virginia       ,cf2009    
77941,33.0,294.0,20091017.0, ARG, ARGH                , Arizona             ,cf2009    
77942,34.0,9031.0,20091017.0, ARG, ARGH                , Wisconsin           ,cf2009    
77943,35.0,2881.0,20091017.0, ARG, ARGH                , Georgia             ,cf2009    
77944,36.0,1603.0,20091017.0, ARG, ARGH                , Clemson             ,cf2009    
77945,37.0,402.0,20091017.0, ARG, ARGH                , Auburn              ,cf2009    
77946,38.0,316.0,20091017.0, ARG, ARGH                , Arkansas            ,cf2009    
77947,39.0,304.0,20091017.0, ARG, ARGH                , Arizona St          ,cf2009    
77948,40.0,1872.0,20091017.0, ARG, ARGH                , Connecticut         ,cf2009    
77949,41.0,4741.0,20091017.0, ARG, ARGH                , Michigan            ,cf2009    
77950,42.0,5970.0,20091017.0, ARG, ARGH                , Oregon St           ,cf2009    
77951,43.0,7801.0,20091017.0, ARG, ARGH                , Tennessee           ,cf2009    
77952,44.0,5253.0,20091017.0, ARG, ARGH                , Navy                ,cf2009    
77953,45.0,7582.0,20091017.0, ARG, ARGH                , Stanford            ,cf2009    
77954,46.0,4948.0,20091017.0, ARG, ARGH                , Missouri            ,cf2009    
77955,47.0,55.0,20091017.0, ARG, ARGH                , Air Force           ,cf2009    
77956,48.0,5492.0,20091017.0, ARG, ARGH                , North Carolina      ,cf2009    
77957,49.0,3781.0,20091017.0, ARG, ARGH                , Kentucky            ,cf2009    
77958,50.0,4757.0,20091017.0, ARG, ARGH                , Michigan St         ,cf2009    
77959,51.0,4858.0,20091017.0, ARG, ARGH                , Minnesota           ,cf2009    
77960,52.0,8551.0,20091017.0, ARG, ARGH                , Washington          ,cf2009    
77961,53.0,6696.0,20091017.0, ARG, ARGH                , Rutgers             ,cf2009    
77962,54.0,8099.0,20091017.0, ARG, ARGH                , Tulsa               ,cf2009    
77963,55.0,8141.0,20091017.0, ARG, ARGH                , UCLA                ,cf2009    
77964,56.0,3415.0,20091017.0, ARG, ARGH                , Idaho               ,cf2009    
77965,57.0,2776.0,20091017.0, ARG, ARGH                , Fresno St           ,cf2009    
77966,58.0,2666.0,20091017.0, ARG, ARGH                , Florida St          ,cf2009    
77967,59.0,8068.0,20091017.0, ARG, ARGH                , Troy                ,cf2009    
77968,60.0,8432.0,20091017.0, ARG, ARGH                , Virginia            ,cf2009    
77969,61.0,8508.0,20091017.0, ARG, ARGH                , Wake Forest         ,cf2009    
77970,62.0,4200.0,20091017.0, ARG, ARGH                , ULM                 ,cf2009    
77971,63.0,557.0,20091017.0, ARG, ARGH                , Baylor              ,cf2009    
77972,64.0,3554.0,20091017.0, ARG, ARGH                , Iowa St             ,cf2009    
77973,65.0,4936.0,20091017.0, ARG, ARGH                , Mississippi St      ,cf2009    
77974,66.0,5825.0,20091017.0, ARG, ARGH                , Ohio                ,cf2009    
77975,67.0,5634.0,20091017.0, ARG, ARGH                , N Illinois          ,cf2009    
77976,68.0,7365.0,20091017.0, ARG, ARGH                , Southern Miss       ,cf2009    
77977,69.0,3731.0,20091017.0, ARG, ARGH                , Kansas St           ,cf2009    
77978,70.0,2292.0,20091017.0, ARG, ARGH                , East Carolina       ,cf2009    
77979,71.0,6393.0,20091017.0, ARG, ARGH                , Purdue              ,cf2009    
77980,72.0,1715.0,20091017.0, ARG, ARGH                , Colorado            ,cf2009    
77981,73.0,5511.0,20091017.0, ARG, ARGH                , NC State            ,cf2009    
77982,74.0,5316.0,20091017.0, ARG, ARGH                , Nevada              ,cf2009    
77983,75.0,2265.0,20091017.0, ARG, ARGH                , Duke                ,cf2009    
77984,76.0,1753.0,20091017.0, ARG, ARGH                , Colorado St         ,cf2009    
77985,77.0,333.0,20091017.0, ARG, ARGH                , Arkansas St         ,cf2009    
77986,78.0,4436.0,20091017.0, ARG, ARGH                , Marshall            ,cf2009    
77987,79.0,4218.0,20091017.0, ARG, ARGH                , Louisiana Tech      ,cf2009    
77988,80.0,3484.0,20091017.0, ARG, ARGH                , Indiana             ,cf2009    
77989,81.0,7848.0,20091017.0, ARG, ARGH                , Texas A&M           ,cf2009    
77990,82.0,5704.0,20091017.0, ARG, ARGH                , Northwestern        ,cf2009    
77991,83.0,4194.0,20091017.0, ARG, ARGH                , ULL                 ,cf2009    
77992,84.0,7978.0,20091017.0, ARG, ARGH                , Toledo              ,cf2009    
77993,85.0,1380.0,20091017.0, ARG, ARGH                , UCF                 ,cf2009    
77994,86.0,4224.0,20091017.0, ARG, ARGH                , Louisville          ,cf2009    
77995,87.0,7358.0,20091017.0, ARG, ARGH                , SMU                 ,cf2009    
77996,88.0,821.0,20091017.0, ARG, ARGH                , Bowling Green       ,cf2009    
77997,89.0,7788.0,20091017.0, ARG, ARGH                , Temple              ,cf2009    
77998,90.0,9162.0,20091017.0, ARG, ARGH                , Wyoming             ,cf2009    
77999,91.0,8767.0,20091017.0, ARG, ARGH                , W Michigan          ,cf2009    
78000,92.0,4785.0,20091017.0, ARG, ARGH                , MTSU                ,cf2009    
78001,93.0,979.0,20091017.0, ARG, ARGH                , Buffalo             ,cf2009    
78002,94.0,7729.0,20091017.0, ARG, ARGH                , Syracuse            ,cf2009    
78003,95.0,8367.0,20091017.0, ARG, ARGH                , Vanderbilt          ,cf2009    
78004,96.0,7933.0,20091017.0, ARG, ARGH                , UTEP                ,cf2009    
78005,97.0,7002.0,20091017.0, ARG, ARGH                , San Diego St        ,cf2009    
78006,98.0,87.0,20091017.0, ARG, ARGH                , UAB                 ,cf2009    
78007,99.0,4474.0,20091017.0, ARG, ARGH                , Maryland            ,cf2009    
78008,100.0,2652.0,20091017.0, ARG, ARGH                , Florida Intl        ,cf2009    
78009,101.0,3425.0,20091017.0, ARG, ARGH                , Illinois            ,cf2009    
78010,102.0,2638.0,20091017.0, ARG, ARGH                , FL Atlantic         ,cf2009    
78011,103.0,3771.0,20091017.0, ARG, ARGH                , Kent                ,cf2009    
78012,104.0,3197.0,20091017.0, ARG, ARGH                , Hawaii              ,cf2009    
78013,105.0,5323.0,20091017.0, ARG, ARGH                , UNLV                ,cf2009    
78014,106.0,66.0,20091017.0, ARG, ARGH                , Akron               ,cf2009    
78015,107.0,8325.0,20091017.0, ARG, ARGH                , Utah St             ,cf2009    
78016,108.0,7024.0,20091017.0, ARG, ARGH                , San Jose St         ,cf2009    
78017,109.0,8588.0,20091017.0, ARG, ARGH                , Washington St       ,cf2009    
78018,110.0,4636.0,20091017.0, ARG, ARGH                , Memphis             ,cf2009    
78019,111.0,356.0,20091017.0, ARG, ARGH                , Army                ,cf2009    
78020,112.0,5584.0,20091017.0, ARG, ARGH                , North Texas         ,cf2009    
78021,113.0,8092.0,20091017.0, ARG, ARGH                , Tulane              ,cf2009    
78022,114.0,5387.0,20091017.0, ARG, ARGH                , New Mexico St       ,cf2009    
78023,115.0,5371.0,20091017.0, ARG, ARGH                , New Mexico          ,cf2009    
78024,116.0,6535.0,20091017.0, ARG, ARGH                , Rice                ,cf2009    
78025,117.0,501.0,20091017.0, ARG, ARGH                , Ball St             ,cf2009    
78026,118.0,2353.0,20091017.0, ARG, ARGH                , E Michigan          ,cf2009    
78027,119.0,4725.0,20091017.0, ARG, ARGH                , Miami OH            ,cf2009    
78028,120.0,8761.0,20091017.0, ARG, ARGH                , WKU                 ,cf2009    
98429,1.0,2625.0,20091024.0, ARG, ARGH                , Florida             ,cf2009    
98430,2.0,74.0,20091024.0, ARG, ARGH                , Alabama             ,cf2009    
98431,3.0,7840.0,20091024.0, ARG, ARGH                , Texas               ,cf2009    
98432,4.0,7878.0,20091024.0, ARG, ARGH                , TCU                 ,cf2009    
98433,5.0,1529.0,20091024.0, ARG, ARGH                , Cincinnati          ,cf2009    
98434,6.0,3540.0,20091024.0, ARG, ARGH                , Iowa                ,cf2009    
98435,7.0,771.0,20091024.0, ARG, ARGH                , Boise St            ,cf2009    
98436,8.0,8251.0,20091024.0, ARG, ARGH                , USC                 ,cf2009    
98437,9.0,5961.0,20091024.0, ARG, ARGH                , Oregon              ,cf2009    
98438,10.0,8459.0,20091024.0, ARG, ARGH                , Virginia Tech       ,cf2009    
98439,11.0,6114.0,20091024.0, ARG, ARGH                , Penn St             ,cf2009    
98440,12.0,4206.0,20091024.0, ARG, ARGH                , LSU                 ,cf2009    
98441,13.0,2911.0,20091024.0, ARG, ARGH                , Georgia Tech        ,cf2009    
98442,14.0,5850.0,20091024.0, ARG, ARGH                , Ohio St             ,cf2009    
98443,15.0,6236.0,20091024.0, ARG, ARGH                , Pittsburgh          ,cf2009    
98444,16.0,5886.0,20091024.0, ARG, ARGH                , Oklahoma            ,cf2009    
98445,17.0,5912.0,20091024.0, ARG, ARGH                , Oklahoma St         ,cf2009    
98446,18.0,1404.0,20091024.0, ARG, ARGH                , C Michigan          ,cf2009    
98447,19.0,8315.0,20091024.0, ARG, ARGH                , Utah                ,cf2009    
98448,20.0,4920.0,20091024.0, ARG, ARGH                , Mississippi         ,cf2009    
98449,21.0,4719.0,20091024.0, ARG, ARGH                , Miami FL            ,cf2009    
98450,22.0,5749.0,20091024.0, ARG, ARGH                , Notre Dame          ,cf2009    
98451,23.0,5279.0,20091024.0, ARG, ARGH                , Nebraska            ,cf2009    
98452,24.0,1603.0,20091024.0, ARG, ARGH                , Clemson             ,cf2009    
98453,25.0,1098.0,20091024.0, ARG, ARGH                , California          ,cf2009    
98454,26.0,294.0,20091024.0, ARG, ARGH                , Arizona             ,cf2009    
98455,27.0,3347.0,20091024.0, ARG, ARGH                , Houston             ,cf2009    
98456,28.0,7242.0,20091024.0, ARG, ARGH                , South Carolina      ,cf2009    
98457,29.0,8716.0,20091024.0, ARG, ARGH                , West Virginia       ,cf2009    
98458,30.0,891.0,20091024.0, ARG, ARGH                , BYU                 ,cf2009    
98459,31.0,9031.0,20091024.0, ARG, ARGH                , Wisconsin           ,cf2009    
98460,32.0,2881.0,20091024.0, ARG, ARGH                , Georgia             ,cf2009    
98461,33.0,783.0,20091024.0, ARG, ARGH                , Boston College      ,cf2009    
98462,34.0,3717.0,20091024.0, ARG, ARGH                , Kansas              ,cf2009    
98463,35.0,7582.0,20091024.0, ARG, ARGH                , Stanford            ,cf2009    
98464,36.0,3781.0,20091024.0, ARG, ARGH                , Kentucky            ,cf2009    
98465,37.0,5253.0,20091024.0, ARG, ARGH                , Navy                ,cf2009    
98466,38.0,7278.0,20091024.0, ARG, ARGH                , South Florida       ,cf2009    
98467,39.0,7801.0,20091024.0, ARG, ARGH                , Tennessee           ,cf2009    
98468,40.0,402.0,20091024.0, ARG, ARGH                , Auburn              ,cf2009    
98469,41.0,316.0,20091024.0, ARG, ARGH                , Arkansas            ,cf2009    
98470,42.0,5970.0,20091024.0, ARG, ARGH                , Oregon St           ,cf2009    
98471,43.0,7918.0,20091024.0, ARG, ARGH                , Texas Tech          ,cf2009    
98472,44.0,4741.0,20091024.0, ARG, ARGH                , Michigan            ,cf2009    
98473,45.0,1872.0,20091024.0, ARG, ARGH                , Connecticut         ,cf2009    
98474,46.0,4757.0,20091024.0, ARG, ARGH                , Michigan St         ,cf2009    
98475,47.0,55.0,20091024.0, ARG, ARGH                , Air Force           ,cf2009    
98476,48.0,6696.0,20091024.0, ARG, ARGH                , Rutgers             ,cf2009    
98477,49.0,304.0,20091024.0, ARG, ARGH                , Arizona St          ,cf2009    
98478,50.0,3554.0,20091024.0, ARG, ARGH                , Iowa St             ,cf2009    
98479,51.0,2776.0,20091024.0, ARG, ARGH                , Fresno St           ,cf2009    
98480,52.0,4948.0,20091024.0, ARG, ARGH                , Missouri            ,cf2009    
