,Game Code,Winning Team Code,Losing Team Code,Winning Team Points,Losing Team Points,Winning Team Seed,Losing Team Seed,Upset Factor
0,725000520070901.0,5.0,725.0,22.0,14.0,,,
1,5051820070908.0,518.0,5.0,20.0,2.0,,,
2,5030620070915.0,306.0,5.0,41.0,24.0,,,
3,331000520070922.0,5.0,331.0,27.0,20.0,,,
4,5016420070929.0,164.0,5.0,44.0,10.0,,,
5,5077420071006.0,5.0,774.0,39.0,38.0,,,
6,690000520071013.0,690.0,5.0,24.0,20.0,,,
7,5008620071027.0,86.0,5.0,26.0,10.0,,,
8,5007120071102.0,71.0,5.0,44.0,20.0,,,
9,519000520071107.0,5.0,519.0,48.0,37.0,,,
10,5041420071114.0,414.0,5.0,7.0,0.0,,,
11,129000520071123.0,129.0,5.0,35.0,32.0,,,
12,769000820070901.0,8.0,769.0,52.0,6.0,,,
13,8073620070908.0,8.0,736.0,24.0,10.0,,,
14,31000820070915.0,8.0,31.0,41.0,38.0,,,
15,257000820070922.0,257.0,8.0,26.0,23.0,,,
16,8023420070929.0,234.0,8.0,21.0,14.0,,,
17,288000820071006.0,8.0,288.0,30.0,24.0,,,
18,8043320071013.0,8.0,433.0,27.0,24.0,,,
19,694000820071020.0,8.0,694.0,41.0,17.0,,,
20,365000820071103.0,365.0,8.0,41.0,34.0,,,
21,8043020071110.0,430.0,8.0,17.0,12.0,,,
22,498000820071117.0,498.0,8.0,21.0,14.0,,,
23,8003720071124.0,37.0,8.0,17.0,10.0,,,
24,8015720071230.0,8.0,157.0,30.0,24.0,,,
25,9041620070901.0,416.0,9.0,55.0,18.0,,,
26,9023420070908.0,234.0,9.0,34.0,24.0,,,
27,17000920070915.0,9.0,17.0,22.0,0.0,,,
28,9071920070929.0,719.0,9.0,38.0,30.0,,,
29,9043020071006.0,430.0,9.0,30.0,13.0,,,
30,718000920071013.0,9.0,718.0,26.0,21.0,,,
31,288000920071020.0,288.0,9.0,49.0,10.0,,,
32,9019620071027.0,196.0,9.0,41.0,6.0,,,
33,664000920071103.0,664.0,9.0,37.0,7.0,,,
34,128000920071110.0,128.0,9.0,45.0,31.0,,,
35,9040420071117.0,404.0,9.0,25.0,9.0,,,
36,9038820071124.0,388.0,9.0,46.0,39.0,,,
37,630002820070901.0,28.0,630.0,45.0,3.0,,,
38,157002820070908.0,28.0,157.0,33.0,14.0,,,
39,626002820070915.0,28.0,626.0,34.0,13.0,,,
40,528002820070922.0,28.0,528.0,44.0,32.0,,,
41,28067420070929.0,28.0,674.0,41.0,3.0,,,
42,28075420071006.0,28.0,754.0,23.0,20.0,,,
43,756002820071013.0,28.0,756.0,44.0,20.0,,,
44,107002820071027.0,28.0,107.0,31.0,20.0,,,
45,28052920071103.0,529.0,28.0,35.0,23.0,,,
46,28011020071110.0,28.0,110.0,24.0,20.0,,,
47,657002820071122.0,657.0,28.0,44.0,24.0,,,
48,29002820071201.0,28.0,29.0,20.0,17.0,,,
49,28070320071227.0,703.0,28.0,52.0,34.0,,,
50,29007720070901.0,77.0,29.0,20.0,7.0,,,
51,501002920070908.0,29.0,501.0,45.0,24.0,,,
52,473002920070915.0,473.0,29.0,29.0,27.0,,,
53,29010720070922.0,107.0,29.0,45.0,27.0,,,
54,754002920070929.0,29.0,754.0,48.0,20.0,,,
55,29052820071006.0,528.0,29.0,31.0,16.0,,,
56,29065720071013.0,657.0,29.0,20.0,13.0,,,
57,674002920071020.0,674.0,29.0,21.0,20.0,,,
58,29075620071027.0,29.0,756.0,48.0,41.0,,,
59,110002920071103.0,29.0,110.0,34.0,27.0,,,
60,529002920071115.0,29.0,529.0,34.0,24.0,,,
61,30070320070901.0,703.0,30.0,21.0,13.0,,,
62,663003020070915.0,30.0,663.0,45.0,28.0,,,
63,30069420070922.0,694.0,30.0,48.0,27.0,,,
64,404003020070927.0,30.0,404.0,35.0,31.0,,,
65,30049820071006.0,498.0,30.0,30.0,13.0,,,
66,671003020071013.0,30.0,671.0,52.0,21.0,,,
67,30041920071020.0,419.0,30.0,24.0,7.0,,,
68,716003020071027.0,716.0,30.0,27.0,0.0,,,
69,231003020071103.0,30.0,231.0,27.0,24.0,,,
70,30022920071110.0,229.0,30.0,34.0,31.0,,,
71,497003020071115.0,30.0,497.0,31.0,27.0,,,
72,30066420071124.0,664.0,30.0,16.0,10.0,,,
73,716003120070901.0,31.0,716.0,46.0,26.0,,,
74,334003120070922.0,334.0,31.0,42.0,29.0,,,
75,497003120070929.0,31.0,497.0,66.0,7.0,,,
76,693003120071006.0,31.0,693.0,34.0,15.0,,,
77,37003120071013.0,37.0,31.0,9.0,7.0,,,
78,31043320071020.0,31.0,433.0,44.0,8.0,,,
79,231003120071027.0,31.0,231.0,58.0,10.0,,,
80,648003120071103.0,31.0,648.0,48.0,36.0,,,
81,31069420071110.0,694.0,31.0,34.0,13.0,,,
82,430003120071117.0,31.0,430.0,45.0,31.0,,,
83,31036520071123.0,31.0,365.0,50.0,48.0,,,
84,434003120080101.0,434.0,31.0,38.0,7.0,,,
85,327003720070901.0,37.0,327.0,23.0,13.0,,,
86,651003720070908.0,651.0,37.0,26.0,23.0,,,
87,430003720070915.0,430.0,37.0,19.0,14.0,,,
88,472003720070922.0,37.0,472.0,55.0,20.0,,,
89,37023520070929.0,37.0,235.0,20.0,17.0,,,
90,736003720071006.0,37.0,736.0,35.0,7.0,,,
91,37036520071020.0,365.0,37.0,30.0,24.0,,,
92,433003720071027.0,37.0,433.0,17.0,3.0,,,
93,692003720071103.0,37.0,692.0,35.0,3.0,,,
94,37025720071110.0,257.0,37.0,45.0,20.0,,,
95,147003720071231.0,37.0,147.0,23.0,20.0,,,
96,414004720070830.0,414.0,47.0,14.0,13.0,,,
97,47020420070908.0,47.0,204.0,38.0,16.0,,,
98,47072620070915.0,47.0,726.0,34.0,31.0,,,
99,47046320070922.0,463.0,47.0,41.0,40.0,,,
100,86004720070929.0,47.0,86.0,49.0,14.0,,,
101,129004720071006.0,129.0,47.0,58.0,38.0,,,
102,772004720071013.0,47.0,772.0,35.0,12.0,,,
103,47077420071020.0,47.0,774.0,27.0,23.0,,,
104,47030120071027.0,301.0,47.0,28.0,17.0,,,
105,47030620071103.0,306.0,47.0,38.0,20.0,,,
106,709004720071113.0,47.0,709.0,41.0,20.0,,,
107,47050320071124.0,47.0,503.0,27.0,21.0,,,
108,587004720080105.0,587.0,47.0,52.0,30.0,,,
109,51069820070901.0,698.0,51.0,27.0,0.0,,,
110,574005120070908.0,51.0,574.0,42.0,17.0,,,
111,670005120070915.0,51.0,670.0,34.0,27.0,,,
112,51008620070922.0,51.0,86.0,34.0,21.0,,,
113,51069720070929.0,697.0,51.0,34.0,10.0,,,
114,157005120071006.0,157.0,51.0,43.0,23.0,,,
115,51032820071013.0,328.0,51.0,58.0,10.0,,,
116,703005120071020.0,703.0,51.0,31.0,10.0,,,
117,51032720071027.0,327.0,51.0,51.0,13.0,,,
118,700005120071103.0,700.0,51.0,38.0,7.0,,,
119,51052220071110.0,522.0,51.0,52.0,21.0,,,
120,521005120071117.0,521.0,51.0,45.0,14.0,,,
121,758006620070830.0,66.0,758.0,56.0,7.0,,,
122,66075620070908.0,756.0,66.0,24.0,10.0,,,
123,811006620070915.0,66.0,811.0,24.0,14.0,,,
124,664006620070927.0,66.0,664.0,38.0,16.0,,,
125,472006620071007.0,66.0,472.0,58.0,0.0,,,
126,466006620071014.0,66.0,466.0,69.0,67.0,,,
127,66036620071020.0,66.0,366.0,45.0,31.0,,,
128,66009620071026.0,66.0,96.0,34.0,21.0,,,
129,630006620071103.0,66.0,630.0,42.0,7.0,,,
130,66073120071110.0,66.0,731.0,52.0,0.0,,,
131,295006620071117.0,66.0,295.0,58.0,14.0,,,
132,66027720071123.0,277.0,66.0,39.0,27.0,,,
133,66019620071223.0,196.0,66.0,41.0,38.0,,,
134,749006720070901.0,67.0,749.0,38.0,28.0,,,
135,490006720070908.0,67.0,490.0,37.0,17.0,,,
136,67025520070915.0,67.0,255.0,24.0,10.0,,,
137,725006720070922.0,67.0,725.0,37.0,17.0,,,
138,400006720070929.0,67.0,400.0,24.0,14.0,,,
139,71006720071006.0,67.0,71.0,55.0,24.0,,,
140,67051320071013.0,67.0,513.0,27.0,14.0,,,
141,67074220071025.0,67.0,742.0,14.0,10.0,,,
142,234006720071103.0,234.0,67.0,27.0,17.0,,,
143,67039220071110.0,392.0,67.0,42.0,35.0,,,
