,    1,    8251,   20050801, ARG, ARGH                , USC                 ,cf2005    
14379,102.0,1404.0,20050910.0, ARG, ARGH                , C Michigan          ,cf2005    
14380,103.0,2265.0,20050910.0, ARG, ARGH                , Duke                ,cf2005    
14381,104.0,6535.0,20050910.0, ARG, ARGH                , Rice                ,cf2005    
14382,105.0,3415.0,20050910.0, ARG, ARGH                , Idaho               ,cf2005    
14383,106.0,4194.0,20050910.0, ARG, ARGH                , ULL                 ,cf2005    
14384,107.0,2292.0,20050910.0, ARG, ARGH                , East Carolina       ,cf2005    
14385,108.0,7788.0,20050910.0, ARG, ARGH                , Temple              ,cf2005    
14386,109.0,2638.0,20050910.0, ARG, ARGH                , FL Atlantic         ,cf2005    
14387,110.0,501.0,20050910.0, ARG, ARGH                , Ball St             ,cf2005    
14388,111.0,5387.0,20050910.0, ARG, ARGH                , New Mexico St       ,cf2005    
14389,112.0,356.0,20050910.0, ARG, ARGH                , Army                ,cf2005    
14390,113.0,7024.0,20050910.0, ARG, ARGH                , San Jose St         ,cf2005    
14391,114.0,4200.0,20050910.0, ARG, ARGH                , ULM                 ,cf2005    
14392,115.0,8767.0,20050910.0, ARG, ARGH                , W Michigan          ,cf2005    
14393,116.0,8325.0,20050910.0, ARG, ARGH                , Utah St             ,cf2005    
14394,117.0,1380.0,20050910.0, ARG, ARGH                , UCF                 ,cf2005    
14395,118.0,2652.0,20050910.0, ARG, ARGH                , Florida Intl        ,cf2005    
14396,119.0,979.0,20050910.0, ARG, ARGH                , Buffalo             ,cf2005    
22673,1.0,8251.0,20050917.0, ARG, ARGH                , USC                 ,cf2005    
22674,2.0,7840.0,20050917.0, ARG, ARGH                , Texas               ,cf2005    
22675,3.0,2666.0,20050917.0, ARG, ARGH                , Florida St          ,cf2005    
22676,4.0,2625.0,20050917.0, ARG, ARGH                , Florida             ,cf2005    
22677,5.0,2881.0,20050917.0, ARG, ARGH                , Georgia             ,cf2005    
22678,6.0,8459.0,20050917.0, ARG, ARGH                , Virginia Tech       ,cf2005    
22679,7.0,2911.0,20050917.0, ARG, ARGH                , Georgia Tech        ,cf2005    
22680,8.0,402.0,20050917.0, ARG, ARGH                , Auburn              ,cf2005    
22681,9.0,4206.0,20050917.0, ARG, ARGH                , LSU                 ,cf2005    
22682,10.0,9031.0,20050917.0, ARG, ARGH                , Wisconsin           ,cf2005    
22683,11.0,4719.0,20050917.0, ARG, ARGH                , Miami FL            ,cf2005    
22684,12.0,8141.0,20050917.0, ARG, ARGH                , UCLA                ,cf2005    
22685,13.0,4858.0,20050917.0, ARG, ARGH                , Minnesota           ,cf2005    
22686,14.0,5850.0,20050917.0, ARG, ARGH                , Ohio St             ,cf2005    
22687,15.0,1098.0,20050917.0, ARG, ARGH                , California          ,cf2005    
22688,16.0,6393.0,20050917.0, ARG, ARGH                , Purdue              ,cf2005    
22689,17.0,4741.0,20050917.0, ARG, ARGH                , Michigan            ,cf2005    
22690,18.0,4757.0,20050917.0, ARG, ARGH                , Michigan St         ,cf2005    
22691,19.0,7848.0,20050917.0, ARG, ARGH                , Texas A&M           ,cf2005    
22692,20.0,7801.0,20050917.0, ARG, ARGH                , Tennessee           ,cf2005    
22693,21.0,304.0,20050917.0, ARG, ARGH                , Arizona St          ,cf2005    
22694,22.0,4224.0,20050917.0, ARG, ARGH                , Louisville          ,cf2005    
22695,23.0,1715.0,20050917.0, ARG, ARGH                , Colorado            ,cf2005    
22696,24.0,8432.0,20050917.0, ARG, ARGH                , Virginia            ,cf2005    
22697,25.0,1603.0,20050917.0, ARG, ARGH                , Clemson             ,cf2005    
22698,26.0,5749.0,20050917.0, ARG, ARGH                , Notre Dame          ,cf2005    
22699,27.0,74.0,20050917.0, ARG, ARGH                , Alabama             ,cf2005    
22700,28.0,783.0,20050917.0, ARG, ARGH                , Boston College      ,cf2005    
22701,29.0,8716.0,20050917.0, ARG, ARGH                , West Virginia       ,cf2005    
22702,30.0,3540.0,20050917.0, ARG, ARGH                , Iowa                ,cf2005    
22703,31.0,5912.0,20050917.0, ARG, ARGH                , Oklahoma St         ,cf2005    
22704,32.0,8588.0,20050917.0, ARG, ARGH                , Washington St       ,cf2005    
22705,33.0,6114.0,20050917.0, ARG, ARGH                , Penn St             ,cf2005    
22706,34.0,7918.0,20050917.0, ARG, ARGH                , Texas Tech          ,cf2005    
22707,35.0,9162.0,20050917.0, ARG, ARGH                , Wyoming             ,cf2005    
22708,36.0,3717.0,20050917.0, ARG, ARGH                , Kansas              ,cf2005    
22709,37.0,5961.0,20050917.0, ARG, ARGH                , Oregon              ,cf2005    
22710,38.0,8315.0,20050917.0, ARG, ARGH                , Utah                ,cf2005    
22711,39.0,5371.0,20050917.0, ARG, ARGH                , New Mexico          ,cf2005    
22712,40.0,5279.0,20050917.0, ARG, ARGH                , Nebraska            ,cf2005    
22713,41.0,771.0,20050917.0, ARG, ARGH                , Boise St            ,cf2005    
22714,42.0,5886.0,20050917.0, ARG, ARGH                , Oklahoma            ,cf2005    
22715,43.0,5511.0,20050917.0, ARG, ARGH                , NC State            ,cf2005    
22716,44.0,7978.0,20050917.0, ARG, ARGH                , Toledo              ,cf2005    
22717,45.0,3554.0,20050917.0, ARG, ARGH                , Iowa St             ,cf2005    
22718,46.0,2776.0,20050917.0, ARG, ARGH                , Fresno St           ,cf2005    
22719,47.0,5970.0,20050917.0, ARG, ARGH                , Oregon St           ,cf2005    
22720,48.0,1872.0,20050917.0, ARG, ARGH                , Connecticut         ,cf2005    
22721,49.0,821.0,20050917.0, ARG, ARGH                , Bowling Green       ,cf2005    
22722,50.0,8367.0,20050917.0, ARG, ARGH                , Vanderbilt          ,cf2005    
22723,51.0,3731.0,20050917.0, ARG, ARGH                , Kansas St           ,cf2005    
22724,52.0,4948.0,20050917.0, ARG, ARGH                , Missouri            ,cf2005    
22725,53.0,5704.0,20050917.0, ARG, ARGH                , Northwestern        ,cf2005    
22726,54.0,87.0,20050917.0, ARG, ARGH                , UAB                 ,cf2005    
22727,55.0,7878.0,20050917.0, ARG, ARGH                , TCU                 ,cf2005    
22728,56.0,55.0,20050917.0, ARG, ARGH                , Air Force           ,cf2005    
22729,57.0,557.0,20050917.0, ARG, ARGH                , Baylor              ,cf2005    
22730,58.0,5492.0,20050917.0, ARG, ARGH                , North Carolina      ,cf2005    
22731,59.0,7365.0,20050917.0, ARG, ARGH                , Southern Miss       ,cf2005    
22732,60.0,7933.0,20050917.0, ARG, ARGH                , UTEP                ,cf2005    
22733,61.0,4936.0,20050917.0, ARG, ARGH                , Mississippi St      ,cf2005    
22734,62.0,4474.0,20050917.0, ARG, ARGH                , Maryland            ,cf2005    
22735,63.0,4920.0,20050917.0, ARG, ARGH                , Mississippi         ,cf2005    
22736,64.0,7278.0,20050917.0, ARG, ARGH                , South Florida       ,cf2005    
22737,65.0,1753.0,20050917.0, ARG, ARGH                , Colorado St         ,cf2005    
22738,66.0,891.0,20050917.0, ARG, ARGH                , BYU                 ,cf2005    
22739,67.0,316.0,20050917.0, ARG, ARGH                , Arkansas            ,cf2005    
22740,68.0,7729.0,20050917.0, ARG, ARGH                , Syracuse            ,cf2005    
22741,69.0,6696.0,20050917.0, ARG, ARGH                , Rutgers             ,cf2005    
22742,70.0,5634.0,20050917.0, ARG, ARGH                , N Illinois          ,cf2005    
22743,71.0,4725.0,20050917.0, ARG, ARGH                , Miami OH            ,cf2005    
22744,72.0,3484.0,20050917.0, ARG, ARGH                , Indiana             ,cf2005    
22745,73.0,4636.0,20050917.0, ARG, ARGH                , Memphis             ,cf2005    
22746,74.0,7582.0,20050917.0, ARG, ARGH                , Stanford            ,cf2005    
22747,75.0,294.0,20050917.0, ARG, ARGH                , Arizona             ,cf2005    
22748,76.0,8099.0,20050917.0, ARG, ARGH                , Tulsa               ,cf2005    
22749,77.0,7242.0,20050917.0, ARG, ARGH                , South Carolina      ,cf2005    
22750,78.0,4218.0,20050917.0, ARG, ARGH                , Louisiana Tech      ,cf2005    
22751,79.0,3425.0,20050917.0, ARG, ARGH                , Illinois            ,cf2005    
22752,80.0,8508.0,20050917.0, ARG, ARGH                , Wake Forest         ,cf2005    
22753,81.0,6236.0,20050917.0, ARG, ARGH                , Pittsburgh          ,cf2005    
22754,82.0,1529.0,20050917.0, ARG, ARGH                , Cincinnati          ,cf2005    
22755,83.0,8092.0,20050917.0, ARG, ARGH                , Tulane              ,cf2005    
22756,84.0,3197.0,20050917.0, ARG, ARGH                , Hawaii              ,cf2005    
22757,85.0,3347.0,20050917.0, ARG, ARGH                , Houston             ,cf2005    
22758,86.0,7002.0,20050917.0, ARG, ARGH                , San Diego St        ,cf2005    
22759,87.0,66.0,20050917.0, ARG, ARGH                , Akron               ,cf2005    
22760,88.0,8551.0,20050917.0, ARG, ARGH                , Washington          ,cf2005    
22761,89.0,7358.0,20050917.0, ARG, ARGH                , SMU                 ,cf2005    
22762,90.0,333.0,20050917.0, ARG, ARGH                , Arkansas St         ,cf2005    
22763,91.0,4436.0,20050917.0, ARG, ARGH                , Marshall            ,cf2005    
22764,92.0,5316.0,20050917.0, ARG, ARGH                , Nevada              ,cf2005    
22765,93.0,5253.0,20050917.0, ARG, ARGH                , Navy                ,cf2005    
22766,94.0,6535.0,20050917.0, ARG, ARGH                , Rice                ,cf2005    
22767,95.0,5323.0,20050917.0, ARG, ARGH                , UNLV                ,cf2005    
22768,96.0,8068.0,20050917.0, ARG, ARGH                , Troy                ,cf2005    
22769,97.0,2265.0,20050917.0, ARG, ARGH                , Duke                ,cf2005    
22770,98.0,3781.0,20050917.0, ARG, ARGH                , Kentucky            ,cf2005    
22771,99.0,1404.0,20050917.0, ARG, ARGH                , C Michigan          ,cf2005    
22772,100.0,3771.0,20050917.0, ARG, ARGH                , Kent                ,cf2005    
22773,101.0,5584.0,20050917.0, ARG, ARGH                , North Texas         ,cf2005    
22774,102.0,5825.0,20050917.0, ARG, ARGH                , Ohio                ,cf2005    
22775,103.0,2292.0,20050917.0, ARG, ARGH                , East Carolina       ,cf2005    
22776,104.0,4194.0,20050917.0, ARG, ARGH                , ULL                 ,cf2005    
22777,105.0,2353.0,20050917.0, ARG, ARGH                , E Michigan          ,cf2005    
22778,106.0,8767.0,20050917.0, ARG, ARGH                , W Michigan          ,cf2005    
22779,107.0,2638.0,20050917.0, ARG, ARGH                , FL Atlantic         ,cf2005    
22780,108.0,7024.0,20050917.0, ARG, ARGH                , San Jose St         ,cf2005    
22781,109.0,501.0,20050917.0, ARG, ARGH                , Ball St             ,cf2005    
22782,110.0,7788.0,20050917.0, ARG, ARGH                , Temple              ,cf2005    
22783,111.0,5387.0,20050917.0, ARG, ARGH                , New Mexico St       ,cf2005    
22784,112.0,4200.0,20050917.0, ARG, ARGH                , ULM                 ,cf2005    
22785,113.0,8325.0,20050917.0, ARG, ARGH                , Utah St             ,cf2005    
22786,114.0,4785.0,20050917.0, ARG, ARGH                , MTSU                ,cf2005    
22787,115.0,356.0,20050917.0, ARG, ARGH                , Army                ,cf2005    
22788,116.0,3415.0,20050917.0, ARG, ARGH                , Idaho               ,cf2005    
22789,117.0,1380.0,20050917.0, ARG, ARGH                , UCF                 ,cf2005    
22790,118.0,2652.0,20050917.0, ARG, ARGH                , Florida Intl        ,cf2005    
22791,119.0,979.0,20050917.0, ARG, ARGH                , Buffalo             ,cf2005    
34361,1.0,8251.0,20050927.0, ARG, ARGH                , USC                 ,cf2005    
34362,2.0,8459.0,20050927.0, ARG, ARGH                , Virginia Tech       ,cf2005    
34363,3.0,7840.0,20050927.0, ARG, ARGH                , Texas               ,cf2005    
34364,4.0,2625.0,20050927.0, ARG, ARGH                , Florida             ,cf2005    
34365,5.0,2881.0,20050927.0, ARG, ARGH                , Georgia             ,cf2005    
34366,6.0,2666.0,20050927.0, ARG, ARGH                , Florida St          ,cf2005    
34367,7.0,4719.0,20050927.0, ARG, ARGH                , Miami FL            ,cf2005    
34368,8.0,9031.0,20050927.0, ARG, ARGH                , Wisconsin           ,cf2005    
34369,9.0,4858.0,20050927.0, ARG, ARGH                , Minnesota           ,cf2005    
34370,10.0,5850.0,20050927.0, ARG, ARGH                , Ohio St             ,cf2005    
34371,11.0,4757.0,20050927.0, ARG, ARGH                , Michigan St         ,cf2005    
34372,12.0,7801.0,20050927.0, ARG, ARGH                , Tennessee           ,cf2005    
34373,13.0,1098.0,20050927.0, ARG, ARGH                , California          ,cf2005    
34374,14.0,8141.0,20050927.0, ARG, ARGH                , UCLA                ,cf2005    
34375,15.0,4206.0,20050927.0, ARG, ARGH                , LSU                 ,cf2005    
34376,16.0,304.0,20050927.0, ARG, ARGH                , Arizona St          ,cf2005    
34377,17.0,74.0,20050927.0, ARG, ARGH                , Alabama             ,cf2005    
34378,18.0,6114.0,20050927.0, ARG, ARGH                , Penn St             ,cf2005    
34379,19.0,783.0,20050927.0, ARG, ARGH                , Boston College      ,cf2005    
34380,20.0,402.0,20050927.0, ARG, ARGH                , Auburn              ,cf2005    
34381,21.0,8432.0,20050927.0, ARG, ARGH                , Virginia            ,cf2005    
34382,22.0,5749.0,20050927.0, ARG, ARGH                , Notre Dame          ,cf2005    
34383,23.0,6393.0,20050927.0, ARG, ARGH                , Purdue              ,cf2005    
34384,24.0,2911.0,20050927.0, ARG, ARGH                , Georgia Tech        ,cf2005    
34385,25.0,4741.0,20050927.0, ARG, ARGH                , Michigan            ,cf2005    
34386,26.0,1715.0,20050927.0, ARG, ARGH                , Colorado            ,cf2005    
34387,27.0,9162.0,20050927.0, ARG, ARGH                , Wyoming             ,cf2005    
34388,28.0,8716.0,20050927.0, ARG, ARGH                , West Virginia       ,cf2005    
34389,29.0,5912.0,20050927.0, ARG, ARGH                , Oklahoma St         ,cf2005    
34390,30.0,7848.0,20050927.0, ARG, ARGH                , Texas A&M           ,cf2005    
34391,31.0,4224.0,20050927.0, ARG, ARGH                , Louisville          ,cf2005    
34392,32.0,1603.0,20050927.0, ARG, ARGH                , Clemson             ,cf2005    
34393,33.0,8588.0,20050927.0, ARG, ARGH                , Washington St       ,cf2005    
34394,34.0,7918.0,20050927.0, ARG, ARGH                , Texas Tech          ,cf2005    
34395,35.0,771.0,20050927.0, ARG, ARGH                , Boise St            ,cf2005    
34396,36.0,8315.0,20050927.0, ARG, ARGH                , Utah                ,cf2005    
34397,37.0,5886.0,20050927.0, ARG, ARGH                , Oklahoma            ,cf2005    
34398,38.0,5279.0,20050927.0, ARG, ARGH                , Nebraska            ,cf2005    
34399,39.0,7278.0,20050927.0, ARG, ARGH                , South Florida       ,cf2005    
34400,40.0,3717.0,20050927.0, ARG, ARGH                , Kansas              ,cf2005    
34401,41.0,3554.0,20050927.0, ARG, ARGH                , Iowa St             ,cf2005    
34402,42.0,3731.0,20050927.0, ARG, ARGH                , Kansas St           ,cf2005    
34403,43.0,3540.0,20050927.0, ARG, ARGH                , Iowa                ,cf2005    
34404,44.0,5961.0,20050927.0, ARG, ARGH                , Oregon              ,cf2005    
34405,45.0,8367.0,20050927.0, ARG, ARGH                , Vanderbilt          ,cf2005    
34406,46.0,7933.0,20050927.0, ARG, ARGH                , UTEP                ,cf2005    
34407,47.0,2776.0,20050927.0, ARG, ARGH                , Fresno St           ,cf2005    
34408,48.0,7978.0,20050927.0, ARG, ARGH                , Toledo              ,cf2005    
34409,49.0,7878.0,20050927.0, ARG, ARGH                , TCU                 ,cf2005    
34410,50.0,5492.0,20050927.0, ARG, ARGH                , North Carolina      ,cf2005    
34411,51.0,5371.0,20050927.0, ARG, ARGH                , New Mexico          ,cf2005    
34412,52.0,5511.0,20050927.0, ARG, ARGH                , NC State            ,cf2005    
34413,53.0,4948.0,20050927.0, ARG, ARGH                , Missouri            ,cf2005    
34414,54.0,1872.0,20050927.0, ARG, ARGH                , Connecticut         ,cf2005    
34415,55.0,87.0,20050927.0, ARG, ARGH                , UAB                 ,cf2005    
34416,56.0,821.0,20050927.0, ARG, ARGH                , Bowling Green       ,cf2005    
34417,57.0,4474.0,20050927.0, ARG, ARGH                , Maryland            ,cf2005    
34418,58.0,5704.0,20050927.0, ARG, ARGH                , Northwestern        ,cf2005    
34419,59.0,7365.0,20050927.0, ARG, ARGH                , Southern Miss       ,cf2005    
34420,60.0,5970.0,20050927.0, ARG, ARGH                , Oregon St           ,cf2005    
34421,61.0,55.0,20050927.0, ARG, ARGH                , Air Force           ,cf2005    
34422,62.0,1753.0,20050927.0, ARG, ARGH                , Colorado St         ,cf2005    
34423,63.0,7242.0,20050927.0, ARG, ARGH                , South Carolina      ,cf2005    
34424,64.0,557.0,20050927.0, ARG, ARGH                , Baylor              ,cf2005    
34425,65.0,8099.0,20050927.0, ARG, ARGH                , Tulsa               ,cf2005    
34426,66.0,4936.0,20050927.0, ARG, ARGH                , Mississippi St      ,cf2005    
34427,67.0,7729.0,20050927.0, ARG, ARGH                , Syracuse            ,cf2005    
34428,68.0,4725.0,20050927.0, ARG, ARGH                , Miami OH            ,cf2005    
34429,69.0,6696.0,20050927.0, ARG, ARGH                , Rutgers             ,cf2005    
34430,70.0,4920.0,20050927.0, ARG, ARGH                , Mississippi         ,cf2005    
34431,71.0,3484.0,20050927.0, ARG, ARGH                , Indiana             ,cf2005    
34432,72.0,316.0,20050927.0, ARG, ARGH                , Arkansas            ,cf2005    
34433,73.0,6236.0,20050927.0, ARG, ARGH                , Pittsburgh          ,cf2005    
34434,74.0,7582.0,20050927.0, ARG, ARGH                , Stanford            ,cf2005    
34435,75.0,891.0,20050927.0, ARG, ARGH                , BYU                 ,cf2005    
34436,76.0,294.0,20050927.0, ARG, ARGH                , Arizona             ,cf2005    
34437,77.0,66.0,20050927.0, ARG, ARGH                , Akron               ,cf2005    
34438,78.0,8092.0,20050927.0, ARG, ARGH                , Tulane              ,cf2005    
34439,79.0,5634.0,20050927.0, ARG, ARGH                , N Illinois          ,cf2005    
34440,80.0,4218.0,20050927.0, ARG, ARGH                , Louisiana Tech      ,cf2005    
34441,81.0,4636.0,20050927.0, ARG, ARGH                , Memphis             ,cf2005    
34442,82.0,1529.0,20050927.0, ARG, ARGH                , Cincinnati          ,cf2005    
34443,83.0,333.0,20050927.0, ARG, ARGH                , Arkansas St         ,cf2005    
34444,84.0,7002.0,20050927.0, ARG, ARGH                , San Diego St        ,cf2005    
34445,85.0,3347.0,20050927.0, ARG, ARGH                , Houston             ,cf2005    
34446,86.0,3197.0,20050927.0, ARG, ARGH                , Hawaii              ,cf2005    
34447,87.0,3425.0,20050927.0, ARG, ARGH                , Illinois            ,cf2005    
34448,88.0,8508.0,20050927.0, ARG, ARGH                , Wake Forest         ,cf2005    
34449,89.0,5825.0,20050927.0, ARG, ARGH                , Ohio                ,cf2005    
34450,90.0,2353.0,20050927.0, ARG, ARGH                , E Michigan          ,cf2005    
34451,91.0,5253.0,20050927.0, ARG, ARGH                , Navy                ,cf2005    
34452,92.0,6535.0,20050927.0, ARG, ARGH                , Rice                ,cf2005    
34453,93.0,8767.0,20050927.0, ARG, ARGH                , W Michigan          ,cf2005    
34454,94.0,8551.0,20050927.0, ARG, ARGH                , Washington          ,cf2005    
34455,95.0,3781.0,20050927.0, ARG, ARGH                , Kentucky            ,cf2005    
34456,96.0,2292.0,20050927.0, ARG, ARGH                , East Carolina       ,cf2005    
34457,97.0,2265.0,20050927.0, ARG, ARGH                , Duke                ,cf2005    
34458,98.0,4436.0,20050927.0, ARG, ARGH                , Marshall            ,cf2005    
34459,99.0,1380.0,20050927.0, ARG, ARGH                , UCF                 ,cf2005    
34460,100.0,5316.0,20050927.0, ARG, ARGH                , Nevada              ,cf2005    
34461,101.0,4194.0,20050927.0, ARG, ARGH                , ULL                 ,cf2005    
34462,102.0,3771.0,20050927.0, ARG, ARGH                , Kent                ,cf2005    
34463,103.0,8068.0,20050927.0, ARG, ARGH                , Troy                ,cf2005    
34464,104.0,1404.0,20050927.0, ARG, ARGH                , C Michigan          ,cf2005    
34465,105.0,8325.0,20050927.0, ARG, ARGH                , Utah St             ,cf2005    
34466,106.0,7358.0,20050927.0, ARG, ARGH                , SMU                 ,cf2005    
34467,107.0,4200.0,20050927.0, ARG, ARGH                , ULM                 ,cf2005    
34468,108.0,5323.0,20050927.0, ARG, ARGH                , UNLV                ,cf2005    
34469,109.0,5584.0,20050927.0, ARG, ARGH                , North Texas         ,cf2005    
34470,110.0,4785.0,20050927.0, ARG, ARGH                , MTSU                ,cf2005    
34471,111.0,7024.0,20050927.0, ARG, ARGH                , San Jose St         ,cf2005    
34472,112.0,501.0,20050927.0, ARG, ARGH                , Ball St             ,cf2005    
34473,113.0,5387.0,20050927.0, ARG, ARGH                , New Mexico St       ,cf2005    
34474,114.0,2638.0,20050927.0, ARG, ARGH                , FL Atlantic         ,cf2005    
34475,115.0,356.0,20050927.0, ARG, ARGH                , Army                ,cf2005    
34476,116.0,7788.0,20050927.0, ARG, ARGH                , Temple              ,cf2005    
34477,117.0,2652.0,20050927.0, ARG, ARGH                , Florida Intl        ,cf2005    
34478,118.0,3415.0,20050927.0, ARG, ARGH                , Idaho               ,cf2005    
34479,119.0,979.0,20050927.0, ARG, ARGH                , Buffalo             ,cf2005    
41872,1.0,8251.0,20051001.0, ARG, ARGH                , USC                 ,cf2005    
41873,2.0,8459.0,20051001.0, ARG, ARGH                , Virginia Tech       ,cf2005    
41874,3.0,7840.0,20051001.0, ARG, ARGH                , Texas               ,cf2005    
41875,4.0,2666.0,20051001.0, ARG, ARGH                , Florida St          ,cf2005    
41876,5.0,4719.0,20051001.0, ARG, ARGH                , Miami FL            ,cf2005    
41877,6.0,2881.0,20051001.0, ARG, ARGH                , Georgia             ,cf2005    
41878,7.0,74.0,20051001.0, ARG, ARGH                , Alabama             ,cf2005    
41879,8.0,9031.0,20051001.0, ARG, ARGH                , Wisconsin           ,cf2005    
41880,9.0,6114.0,20051001.0, ARG, ARGH                , Penn St             ,cf2005    
41881,10.0,2625.0,20051001.0, ARG, ARGH                , Florida             ,cf2005    
41882,11.0,5850.0,20051001.0, ARG, ARGH                , Ohio St             ,cf2005    
41883,12.0,1098.0,20051001.0, ARG, ARGH                , California          ,cf2005    
41884,13.0,5749.0,20051001.0, ARG, ARGH                , Notre Dame          ,cf2005    
41885,14.0,7801.0,20051001.0, ARG, ARGH                , Tennessee           ,cf2005    
41886,15.0,4206.0,20051001.0, ARG, ARGH                , LSU                 ,cf2005    
41887,16.0,8141.0,20051001.0, ARG, ARGH                , UCLA                ,cf2005    
41888,17.0,402.0,20051001.0, ARG, ARGH                , Auburn              ,cf2005    
41889,18.0,1715.0,20051001.0, ARG, ARGH                , Colorado            ,cf2005    
41890,19.0,4741.0,20051001.0, ARG, ARGH                , Michigan            ,cf2005    
41891,20.0,783.0,20051001.0, ARG, ARGH                , Boston College      ,cf2005    
41892,21.0,4757.0,20051001.0, ARG, ARGH                , Michigan St         ,cf2005    
41893,22.0,4858.0,20051001.0, ARG, ARGH                , Minnesota           ,cf2005    
41894,23.0,2911.0,20051001.0, ARG, ARGH                , Georgia Tech        ,cf2005    
41895,24.0,304.0,20051001.0, ARG, ARGH                , Arizona St          ,cf2005    
41896,25.0,7918.0,20051001.0, ARG, ARGH                , Texas Tech          ,cf2005    
41897,26.0,5279.0,20051001.0, ARG, ARGH                , Nebraska            ,cf2005    
41898,27.0,9162.0,20051001.0, ARG, ARGH                , Wyoming             ,cf2005    
41899,28.0,4224.0,20051001.0, ARG, ARGH                , Louisville          ,cf2005    
41900,29.0,5961.0,20051001.0, ARG, ARGH                , Oregon              ,cf2005    
41901,30.0,7278.0,20051001.0, ARG, ARGH                , South Florida       ,cf2005    
41902,31.0,8716.0,20051001.0, ARG, ARGH                , West Virginia       ,cf2005    
41903,32.0,5886.0,20051001.0, ARG, ARGH                , Oklahoma            ,cf2005    
41904,33.0,5492.0,20051001.0, ARG, ARGH                , North Carolina      ,cf2005    
41905,34.0,771.0,20051001.0, ARG, ARGH                , Boise St            ,cf2005    
41906,35.0,7848.0,20051001.0, ARG, ARGH                , Texas A&M           ,cf2005    
41907,36.0,8432.0,20051001.0, ARG, ARGH                , Virginia            ,cf2005    
41908,37.0,2776.0,20051001.0, ARG, ARGH                , Fresno St           ,cf2005    
41909,38.0,3540.0,20051001.0, ARG, ARGH                , Iowa                ,cf2005    
41910,39.0,6393.0,20051001.0, ARG, ARGH                , Purdue              ,cf2005    
41911,40.0,7878.0,20051001.0, ARG, ARGH                , TCU                 ,cf2005    
41912,41.0,1872.0,20051001.0, ARG, ARGH                , Connecticut         ,cf2005    
41913,42.0,1603.0,20051001.0, ARG, ARGH                , Clemson             ,cf2005    
41914,43.0,7365.0,20051001.0, ARG, ARGH                , Southern Miss       ,cf2005    
41915,44.0,4474.0,20051001.0, ARG, ARGH                , Maryland            ,cf2005    
41916,45.0,3554.0,20051001.0, ARG, ARGH                , Iowa St             ,cf2005    
41917,46.0,8588.0,20051001.0, ARG, ARGH                , Washington St       ,cf2005    
41918,47.0,87.0,20051001.0, ARG, ARGH                , UAB                 ,cf2005    
41919,48.0,5511.0,20051001.0, ARG, ARGH                , NC State            ,cf2005    
41920,49.0,821.0,20051001.0, ARG, ARGH                , Bowling Green       ,cf2005    
41921,50.0,3731.0,20051001.0, ARG, ARGH                , Kansas St           ,cf2005    
41922,51.0,1753.0,20051001.0, ARG, ARGH                , Colorado St         ,cf2005    
41923,52.0,8315.0,20051001.0, ARG, ARGH                , Utah                ,cf2005    
41924,53.0,3717.0,20051001.0, ARG, ARGH                , Kansas              ,cf2005    
41925,54.0,7978.0,20051001.0, ARG, ARGH                , Toledo              ,cf2005    
41926,55.0,5970.0,20051001.0, ARG, ARGH                , Oregon St           ,cf2005    
41927,56.0,5704.0,20051001.0, ARG, ARGH                , Northwestern        ,cf2005    
41928,57.0,8367.0,20051001.0, ARG, ARGH                , Vanderbilt          ,cf2005    
41929,58.0,7933.0,20051001.0, ARG, ARGH                , UTEP                ,cf2005    
41930,59.0,4725.0,20051001.0, ARG, ARGH                , Miami OH            ,cf2005    
41931,60.0,5912.0,20051001.0, ARG, ARGH                , Oklahoma St         ,cf2005    
41932,61.0,3484.0,20051001.0, ARG, ARGH                , Indiana             ,cf2005    
41933,62.0,4948.0,20051001.0, ARG, ARGH                , Missouri            ,cf2005    
41934,63.0,557.0,20051001.0, ARG, ARGH                , Baylor              ,cf2005    
41935,64.0,5371.0,20051001.0, ARG, ARGH                , New Mexico          ,cf2005    
41936,65.0,7242.0,20051001.0, ARG, ARGH                , South Carolina      ,cf2005    
41937,66.0,316.0,20051001.0, ARG, ARGH                , Arkansas            ,cf2005    
41938,67.0,6696.0,20051001.0, ARG, ARGH                , Rutgers             ,cf2005    
41939,68.0,55.0,20051001.0, ARG, ARGH                , Air Force           ,cf2005    
41940,69.0,4636.0,20051001.0, ARG, ARGH                , Memphis             ,cf2005    
41941,70.0,3347.0,20051001.0, ARG, ARGH                , Houston             ,cf2005    
41942,71.0,4920.0,20051001.0, ARG, ARGH                , Mississippi         ,cf2005    
41943,72.0,7002.0,20051001.0, ARG, ARGH                , San Diego St        ,cf2005    
41944,73.0,8099.0,20051001.0, ARG, ARGH                , Tulsa               ,cf2005    
41945,74.0,8508.0,20051001.0, ARG, ARGH                , Wake Forest         ,cf2005    
41946,75.0,7729.0,20051001.0, ARG, ARGH                , Syracuse            ,cf2005    
41947,76.0,4936.0,20051001.0, ARG, ARGH                , Mississippi St      ,cf2005    
41948,77.0,8092.0,20051001.0, ARG, ARGH                , Tulane              ,cf2005    
41949,78.0,5634.0,20051001.0, ARG, ARGH                , N Illinois          ,cf2005    
41950,79.0,6236.0,20051001.0, ARG, ARGH                , Pittsburgh          ,cf2005    
41951,80.0,1404.0,20051001.0, ARG, ARGH                , C Michigan          ,cf2005    
41952,81.0,4218.0,20051001.0, ARG, ARGH                , Louisiana Tech      ,cf2005    
