,      74,    1,   20130801, ARG, ARGH                , Alabama             ,cf2013    
35,4936.0,37.0,20130801.0, ARG, ARGH                , Mississippi St      ,cf2013    
36,8325.0,38.0,20130801.0, ARG, ARGH                , Utah St             ,cf2013    
37,2911.0,39.0,20130801.0, ARG, ARGH                , Georgia Tech        ,cf2013    
38,891.0,40.0,20130801.0, ARG, ARGH                , BYU                 ,cf2013    
39,771.0,41.0,20130801.0, ARG, ARGH                , Boise St            ,cf2013    
40,1529.0,42.0,20130801.0, ARG, ARGH                , Cincinnati          ,cf2013    
41,821.0,43.0,20130801.0, ARG, ARGH                , Bowling Green       ,cf2013    
42,5492.0,44.0,20130801.0, ARG, ARGH                , North Carolina      ,cf2013    
43,2776.0,45.0,20130801.0, ARG, ARGH                , Fresno St           ,cf2013    
44,7918.0,46.0,20130801.0, ARG, ARGH                , Texas Tech          ,cf2013    
45,3484.0,47.0,20130801.0, ARG, ARGH                , Indiana             ,cf2013    
46,6696.0,48.0,20130801.0, ARG, ARGH                , Rutgers             ,cf2013    
47,8099.0,49.0,20130801.0, ARG, ARGH                , Tulsa               ,cf2013    
48,7024.0,50.0,20130801.0, ARG, ARGH                , San Jose St         ,cf2013    
49,402.0,51.0,20130801.0, ARG, ARGH                , Auburn              ,cf2013    
50,8716.0,52.0,20130801.0, ARG, ARGH                , West Virginia       ,cf2013    
51,2292.0,53.0,20130801.0, ARG, ARGH                , East Carolina       ,cf2013    
52,6535.0,54.0,20130801.0, ARG, ARGH                , Rice                ,cf2013    
53,6236.0,55.0,20130801.0, ARG, ARGH                , Pittsburgh          ,cf2013    
54,3554.0,56.0,20130801.0, ARG, ARGH                , Iowa St             ,cf2013    
55,8315.0,57.0,20130801.0, ARG, ARGH                , Utah                ,cf2013    
56,4858.0,58.0,20130801.0, ARG, ARGH                , Minnesota           ,cf2013    
57,1380.0,59.0,20130801.0, ARG, ARGH                , UCF                 ,cf2013    
58,4200.0,60.0,20130801.0, ARG, ARGH                , ULM                 ,cf2013    
59,7978.0,61.0,20130801.0, ARG, ARGH                , Toledo              ,cf2013    
60,7002.0,62.0,20130801.0, ARG, ARGH                , San Diego St        ,cf2013    
61,7801.0,63.0,20130801.0, ARG, ARGH                , Tennessee           ,cf2013    
62,7729.0,64.0,20130801.0, ARG, ARGH                , Syracuse            ,cf2013    
63,3540.0,65.0,20130801.0, ARG, ARGH                , Iowa                ,cf2013    
64,5634.0,66.0,20130801.0, ARG, ARGH                , N Illinois          ,cf2013    
65,316.0,67.0,20130801.0, ARG, ARGH                , Arkansas            ,cf2013    
66,5253.0,68.0,20130801.0, ARG, ARGH                , Navy                ,cf2013    
67,4194.0,69.0,20130801.0, ARG, ARGH                , ULL                 ,cf2013    
68,8508.0,70.0,20130801.0, ARG, ARGH                , Wake Forest         ,cf2013    
69,7358.0,71.0,20130801.0, ARG, ARGH                , SMU                 ,cf2013    
70,333.0,72.0,20130801.0, ARG, ARGH                , Arkansas St         ,cf2013    
71,501.0,73.0,20130801.0, ARG, ARGH                , Ball St             ,cf2013    
72,2265.0,74.0,20130801.0, ARG, ARGH                , Duke                ,cf2013    
73,6393.0,75.0,20130801.0, ARG, ARGH                , Purdue              ,cf2013    
74,3347.0,76.0,20130801.0, ARG, ARGH                , Houston             ,cf2013    
75,4785.0,77.0,20130801.0, ARG, ARGH                , MTSU                ,cf2013    
76,8588.0,78.0,20130801.0, ARG, ARGH                , Washington St       ,cf2013    
77,1872.0,79.0,20130801.0, ARG, ARGH                , Connecticut         ,cf2013    
78,4436.0,80.0,20130801.0, ARG, ARGH                , Marshall            ,cf2013    
79,8432.0,81.0,20130801.0, ARG, ARGH                , Virginia            ,cf2013    
80,1098.0,82.0,20130801.0, ARG, ARGH                , California          ,cf2013    
81,979.0,83.0,20130801.0, ARG, ARGH                , Buffalo             ,cf2013    
82,5584.0,84.0,20130801.0, ARG, ARGH                , North Texas         ,cf2013    
83,7900.0,85.0,20130801.0, ARG, ARGH                , UT San Antonio      ,cf2013    
84,5825.0,86.0,20130801.0, ARG, ARGH                , Ohio                ,cf2013    
85,783.0,87.0,20130801.0, ARG, ARGH                , Boston College      ,cf2013    
86,3425.0,88.0,20130801.0, ARG, ARGH                , Illinois            ,cf2013    
87,3771.0,89.0,20130801.0, ARG, ARGH                , Kent                ,cf2013    
88,4474.0,90.0,20130801.0, ARG, ARGH                , Maryland            ,cf2013    
89,5511.0,91.0,20130801.0, ARG, ARGH                , NC State            ,cf2013    
90,87.0,92.0,20130801.0, ARG, ARGH                , UAB                 ,cf2013    
91,8761.0,93.0,20130801.0, ARG, ARGH                , WKU                 ,cf2013    
92,3781.0,94.0,20130801.0, ARG, ARGH                , Kentucky            ,cf2013    
93,5316.0,95.0,20130801.0, ARG, ARGH                , Nevada              ,cf2013    
94,7788.0,96.0,20130801.0, ARG, ARGH                , Temple              ,cf2013    
95,9162.0,97.0,20130801.0, ARG, ARGH                , Wyoming             ,cf2013    
96,1753.0,98.0,20130801.0, ARG, ARGH                , Colorado St         ,cf2013    
97,3197.0,99.0,20130801.0, ARG, ARGH                , Hawaii              ,cf2013    
98,7278.0,100.0,20130801.0, ARG, ARGH                , South Florida       ,cf2013    
99,7911.0,101.0,20130801.0, ARG, ARGH                , Texas St            ,cf2013    
100,4725.0,102.0,20130801.0, ARG, ARGH                , Miami OH            ,cf2013    
101,1404.0,103.0,20130801.0, ARG, ARGH                , C Michigan          ,cf2013    
102,4636.0,104.0,20130801.0, ARG, ARGH                , Memphis             ,cf2013    
103,2638.0,105.0,20130801.0, ARG, ARGH                , FL Atlantic         ,cf2013    
104,4218.0,106.0,20130801.0, ARG, ARGH                , Louisiana Tech      ,cf2013    
105,5323.0,107.0,20130801.0, ARG, ARGH                , UNLV                ,cf2013    
106,8068.0,108.0,20130801.0, ARG, ARGH                , Troy                ,cf2013    
107,7237.0,109.0,20130801.0, ARG, ARGH                , South Alabama       ,cf2013    
108,8767.0,110.0,20130801.0, ARG, ARGH                , W Michigan          ,cf2013    
109,1715.0,111.0,20130801.0, ARG, ARGH                , Colorado            ,cf2013    
110,8092.0,112.0,20130801.0, ARG, ARGH                , Tulane              ,cf2013    
111,2353.0,113.0,20130801.0, ARG, ARGH                , E Michigan          ,cf2013    
112,356.0,114.0,20130801.0, ARG, ARGH                , Army                ,cf2013    
113,55.0,115.0,20130801.0, ARG, ARGH                , Air Force           ,cf2013    
114,3717.0,116.0,20130801.0, ARG, ARGH                , Kansas              ,cf2013    
115,66.0,117.0,20130801.0, ARG, ARGH                , Akron               ,cf2013    
116,7933.0,118.0,20130801.0, ARG, ARGH                , UTEP                ,cf2013    
117,5371.0,119.0,20130801.0, ARG, ARGH                , New Mexico          ,cf2013    
118,2652.0,120.0,20130801.0, ARG, ARGH                , Florida Intl        ,cf2013    
119,7365.0,121.0,20130801.0, ARG, ARGH                , Southern Miss       ,cf2013    
120,4548.0,122.0,20130801.0, ARG, ARGH                , Massachusetts       ,cf2013    
121,5387.0,123.0,20130801.0, ARG, ARGH                , New Mexico St       ,cf2013    
122,3415.0,124.0,20130801.0, ARG, ARGH                , Idaho               ,cf2013    
123,2907.0,125.0,20130801.0, ARG, ARGH                , Georgia St          ,cf2013    
11883,74.0,1.0,20130902.0, ARG, ARGH                , Alabama             ,cf2013    
11884,5749.0,2.0,20130902.0, ARG, ARGH                , Notre Dame          ,cf2013    
11885,5961.0,3.0,20130902.0, ARG, ARGH                , Oregon              ,cf2013    
11886,7582.0,4.0,20130902.0, ARG, ARGH                , Stanford            ,cf2013    
11887,7848.0,5.0,20130902.0, ARG, ARGH                , Texas A&M           ,cf2013    
11888,2625.0,6.0,20130902.0, ARG, ARGH                , Florida             ,cf2013    
11889,7840.0,7.0,20130902.0, ARG, ARGH                , Texas               ,cf2013    
11890,7242.0,8.0,20130902.0, ARG, ARGH                , South Carolina      ,cf2013    
11891,5850.0,9.0,20130902.0, ARG, ARGH                , Ohio St             ,cf2013    
11892,2881.0,10.0,20130902.0, ARG, ARGH                , Georgia             ,cf2013    
11893,4206.0,11.0,20130902.0, ARG, ARGH                , LSU                 ,cf2013    
11894,5912.0,12.0,20130902.0, ARG, ARGH                , Oklahoma St         ,cf2013    
11895,8551.0,13.0,20130902.0, ARG, ARGH                , Washington          ,cf2013    
11896,5886.0,14.0,20130902.0, ARG, ARGH                , Oklahoma            ,cf2013    
11897,1603.0,15.0,20130902.0, ARG, ARGH                , Clemson             ,cf2013    
11898,2666.0,16.0,20130902.0, ARG, ARGH                , Florida St          ,cf2013    
11899,8251.0,17.0,20130902.0, ARG, ARGH                , USC                 ,cf2013    
11900,5704.0,18.0,20130902.0, ARG, ARGH                , Northwestern        ,cf2013    
11901,4741.0,19.0,20130902.0, ARG, ARGH                , Michigan            ,cf2013    
11902,5970.0,20.0,20130902.0, ARG, ARGH                , Oregon St           ,cf2013    
11903,4920.0,21.0,20130902.0, ARG, ARGH                , Mississippi         ,cf2013    
11904,4757.0,22.0,20130902.0, ARG, ARGH                , Michigan St         ,cf2013    
11905,9031.0,23.0,20130902.0, ARG, ARGH                , Wisconsin           ,cf2013    
11906,7878.0,24.0,20130902.0, ARG, ARGH                , TCU                 ,cf2013    
11907,4224.0,25.0,20130902.0, ARG, ARGH                , Louisville          ,cf2013    
11908,5279.0,26.0,20130902.0, ARG, ARGH                , Nebraska            ,cf2013    
11909,4948.0,27.0,20130902.0, ARG, ARGH                , Missouri            ,cf2013    
11910,557.0,28.0,20130902.0, ARG, ARGH                , Baylor              ,cf2013    
11911,8141.0,29.0,20130902.0, ARG, ARGH                , UCLA                ,cf2013    
11912,304.0,30.0,20130902.0, ARG, ARGH                , Arizona St          ,cf2013    
11913,6114.0,31.0,20130902.0, ARG, ARGH                , Penn St             ,cf2013    
11914,294.0,32.0,20130902.0, ARG, ARGH                , Arizona             ,cf2013    
11915,4719.0,33.0,20130902.0, ARG, ARGH                , Miami FL            ,cf2013    
11916,8367.0,34.0,20130902.0, ARG, ARGH                , Vanderbilt          ,cf2013    
11917,8459.0,35.0,20130902.0, ARG, ARGH                , Virginia Tech       ,cf2013    
11918,821.0,36.0,20130902.0, ARG, ARGH                , Bowling Green       ,cf2013    
11919,1529.0,37.0,20130902.0, ARG, ARGH                , Cincinnati          ,cf2013    
11920,3731.0,38.0,20130902.0, ARG, ARGH                , Kansas St           ,cf2013    
11921,7918.0,39.0,20130902.0, ARG, ARGH                , Texas Tech          ,cf2013    
11922,2911.0,40.0,20130902.0, ARG, ARGH                , Georgia Tech        ,cf2013    
11923,2776.0,41.0,20130902.0, ARG, ARGH                , Fresno St           ,cf2013    
11924,4936.0,42.0,20130902.0, ARG, ARGH                , Mississippi St      ,cf2013    
11925,8325.0,43.0,20130902.0, ARG, ARGH                , Utah St             ,cf2013    
11926,3484.0,44.0,20130902.0, ARG, ARGH                , Indiana             ,cf2013    
11927,771.0,45.0,20130902.0, ARG, ARGH                , Boise St            ,cf2013    
11928,5492.0,46.0,20130902.0, ARG, ARGH                , North Carolina      ,cf2013    
11929,8315.0,47.0,20130902.0, ARG, ARGH                , Utah                ,cf2013    
11930,891.0,48.0,20130902.0, ARG, ARGH                , BYU                 ,cf2013    
11931,402.0,49.0,20130902.0, ARG, ARGH                , Auburn              ,cf2013    
11932,6696.0,50.0,20130902.0, ARG, ARGH                , Rutgers             ,cf2013    
11933,7024.0,51.0,20130902.0, ARG, ARGH                , San Jose St         ,cf2013    
11934,2292.0,52.0,20130902.0, ARG, ARGH                , East Carolina       ,cf2013    
11935,4858.0,53.0,20130902.0, ARG, ARGH                , Minnesota           ,cf2013    
11936,1380.0,54.0,20130902.0, ARG, ARGH                , UCF                 ,cf2013    
11937,8716.0,55.0,20130902.0, ARG, ARGH                , West Virginia       ,cf2013    
11938,6535.0,56.0,20130902.0, ARG, ARGH                , Rice                ,cf2013    
11939,8099.0,57.0,20130902.0, ARG, ARGH                , Tulsa               ,cf2013    
11940,5634.0,58.0,20130902.0, ARG, ARGH                , N Illinois          ,cf2013    
11941,7801.0,59.0,20130902.0, ARG, ARGH                , Tennessee           ,cf2013    
11942,316.0,60.0,20130902.0, ARG, ARGH                , Arkansas            ,cf2013    
11943,6236.0,61.0,20130902.0, ARG, ARGH                , Pittsburgh          ,cf2013    
11944,7978.0,62.0,20130902.0, ARG, ARGH                , Toledo              ,cf2013    
11945,4200.0,63.0,20130902.0, ARG, ARGH                , ULM                 ,cf2013    
11946,7729.0,64.0,20130902.0, ARG, ARGH                , Syracuse            ,cf2013    
11947,8508.0,65.0,20130902.0, ARG, ARGH                , Wake Forest         ,cf2013    
11948,333.0,66.0,20130902.0, ARG, ARGH                , Arkansas St         ,cf2013    
11949,3540.0,67.0,20130902.0, ARG, ARGH                , Iowa                ,cf2013    
11950,5253.0,68.0,20130902.0, ARG, ARGH                , Navy                ,cf2013    
11951,2265.0,69.0,20130902.0, ARG, ARGH                , Duke                ,cf2013    
11952,501.0,70.0,20130902.0, ARG, ARGH                , Ball St             ,cf2013    
11953,3554.0,71.0,20130902.0, ARG, ARGH                , Iowa St             ,cf2013    
11954,8432.0,72.0,20130902.0, ARG, ARGH                , Virginia            ,cf2013    
11955,3347.0,73.0,20130902.0, ARG, ARGH                , Houston             ,cf2013    
11956,4436.0,74.0,20130902.0, ARG, ARGH                , Marshall            ,cf2013    
11957,4785.0,75.0,20130902.0, ARG, ARGH                , MTSU                ,cf2013    
11958,7358.0,76.0,20130902.0, ARG, ARGH                , SMU                 ,cf2013    
11959,4194.0,77.0,20130902.0, ARG, ARGH                , ULL                 ,cf2013    
11960,7002.0,78.0,20130902.0, ARG, ARGH                , San Diego St        ,cf2013    
11961,6393.0,79.0,20130902.0, ARG, ARGH                , Purdue              ,cf2013    
11962,8588.0,80.0,20130902.0, ARG, ARGH                , Washington St       ,cf2013    
11963,7900.0,81.0,20130902.0, ARG, ARGH                , UT San Antonio      ,cf2013    
11964,979.0,82.0,20130902.0, ARG, ARGH                , Buffalo             ,cf2013    
11965,5584.0,83.0,20130902.0, ARG, ARGH                , North Texas         ,cf2013    
11966,1098.0,84.0,20130902.0, ARG, ARGH                , California          ,cf2013    
11967,5511.0,85.0,20130902.0, ARG, ARGH                , NC State            ,cf2013    
11968,783.0,86.0,20130902.0, ARG, ARGH                , Boston College      ,cf2013    
11969,4474.0,87.0,20130902.0, ARG, ARGH                , Maryland            ,cf2013    
11970,3425.0,88.0,20130902.0, ARG, ARGH                , Illinois            ,cf2013    
11971,3771.0,89.0,20130902.0, ARG, ARGH                , Kent                ,cf2013    
11972,8761.0,90.0,20130902.0, ARG, ARGH                , WKU                 ,cf2013    
11973,5825.0,91.0,20130902.0, ARG, ARGH                , Ohio                ,cf2013    
11974,1872.0,92.0,20130902.0, ARG, ARGH                , Connecticut         ,cf2013    
11975,87.0,93.0,20130902.0, ARG, ARGH                , UAB                 ,cf2013    
11976,3781.0,94.0,20130902.0, ARG, ARGH                , Kentucky            ,cf2013    
11977,9162.0,95.0,20130902.0, ARG, ARGH                , Wyoming             ,cf2013    
11978,7911.0,96.0,20130902.0, ARG, ARGH                , Texas St            ,cf2013    
11979,7788.0,97.0,20130902.0, ARG, ARGH                , Temple              ,cf2013    
11980,5316.0,98.0,20130902.0, ARG, ARGH                , Nevada              ,cf2013    
11981,3197.0,99.0,20130902.0, ARG, ARGH                , Hawaii              ,cf2013    
11982,1404.0,100.0,20130902.0, ARG, ARGH                , C Michigan          ,cf2013    
11983,1715.0,101.0,20130902.0, ARG, ARGH                , Colorado            ,cf2013    
11984,8068.0,102.0,20130902.0, ARG, ARGH                , Troy                ,cf2013    
11985,4636.0,103.0,20130902.0, ARG, ARGH                , Memphis             ,cf2013    
11986,8092.0,104.0,20130902.0, ARG, ARGH                , Tulane              ,cf2013    
11987,1753.0,105.0,20130902.0, ARG, ARGH                , Colorado St         ,cf2013    
11988,4725.0,106.0,20130902.0, ARG, ARGH                , Miami OH            ,cf2013    
11989,2638.0,107.0,20130902.0, ARG, ARGH                , FL Atlantic         ,cf2013    
11990,8767.0,108.0,20130902.0, ARG, ARGH                , W Michigan          ,cf2013    
11991,2353.0,109.0,20130902.0, ARG, ARGH                , E Michigan          ,cf2013    
11992,7278.0,110.0,20130902.0, ARG, ARGH                , South Florida       ,cf2013    
11993,5323.0,111.0,20130902.0, ARG, ARGH                , UNLV                ,cf2013    
11994,356.0,112.0,20130902.0, ARG, ARGH                , Army                ,cf2013    
11995,4218.0,113.0,20130902.0, ARG, ARGH                , Louisiana Tech      ,cf2013    
11996,55.0,114.0,20130902.0, ARG, ARGH                , Air Force           ,cf2013    
11997,7237.0,115.0,20130902.0, ARG, ARGH                , South Alabama       ,cf2013    
11998,3717.0,116.0,20130902.0, ARG, ARGH                , Kansas              ,cf2013    
11999,66.0,117.0,20130902.0, ARG, ARGH                , Akron               ,cf2013    
12000,7933.0,118.0,20130902.0, ARG, ARGH                , UTEP                ,cf2013    
12001,5371.0,119.0,20130902.0, ARG, ARGH                , New Mexico          ,cf2013    
12002,2652.0,120.0,20130902.0, ARG, ARGH                , Florida Intl        ,cf2013    
12003,4548.0,121.0,20130902.0, ARG, ARGH                , Massachusetts       ,cf2013    
12004,7365.0,122.0,20130902.0, ARG, ARGH                , Southern Miss       ,cf2013    
12005,5387.0,123.0,20130902.0, ARG, ARGH                , New Mexico St       ,cf2013    
12006,3415.0,124.0,20130902.0, ARG, ARGH                , Idaho               ,cf2013    
12007,2907.0,125.0,20130902.0, ARG, ARGH                , Georgia St          ,cf2013    
18181,5961.0,1.0,20130907.0, ARG, ARGH                , Oregon              ,cf2013    
18182,7582.0,2.0,20130907.0, ARG, ARGH                , Stanford            ,cf2013    
18183,5850.0,3.0,20130907.0, ARG, ARGH                , Ohio St             ,cf2013    
18184,5912.0,4.0,20130907.0, ARG, ARGH                , Oklahoma St         ,cf2013    
18185,4206.0,5.0,20130907.0, ARG, ARGH                , LSU                 ,cf2013    
18186,2881.0,6.0,20130907.0, ARG, ARGH                , Georgia             ,cf2013    
18187,5886.0,7.0,20130907.0, ARG, ARGH                , Oklahoma            ,cf2013    
18188,7848.0,8.0,20130907.0, ARG, ARGH                , Texas A&M           ,cf2013    
18189,4741.0,9.0,20130907.0, ARG, ARGH                , Michigan            ,cf2013    
18190,5749.0,10.0,20130907.0, ARG, ARGH                , Notre Dame          ,cf2013    
18191,2625.0,11.0,20130907.0, ARG, ARGH                , Florida             ,cf2013    
18192,7242.0,12.0,20130907.0, ARG, ARGH                , South Carolina      ,cf2013    
18193,1603.0,13.0,20130907.0, ARG, ARGH                , Clemson             ,cf2013    
18194,8551.0,14.0,20130907.0, ARG, ARGH                , Washington          ,cf2013    
18195,5704.0,15.0,20130907.0, ARG, ARGH                , Northwestern        ,cf2013    
18196,7840.0,16.0,20130907.0, ARG, ARGH                , Texas               ,cf2013    
18197,4719.0,17.0,20130907.0, ARG, ARGH                , Miami FL            ,cf2013    
18198,2666.0,18.0,20130907.0, ARG, ARGH                , Florida St          ,cf2013    
18199,6114.0,19.0,20130907.0, ARG, ARGH                , Penn St             ,cf2013    
18200,4948.0,20.0,20130907.0, ARG, ARGH                , Missouri            ,cf2013    
18201,557.0,21.0,20130907.0, ARG, ARGH                , Baylor              ,cf2013    
18202,4920.0,22.0,20130907.0, ARG, ARGH                , Mississippi         ,cf2013    
18203,4224.0,23.0,20130907.0, ARG, ARGH                , Louisville          ,cf2013    
18204,294.0,24.0,20130907.0, ARG, ARGH                , Arizona             ,cf2013    
18205,4757.0,25.0,20130907.0, ARG, ARGH                , Michigan St         ,cf2013    
18206,9031.0,26.0,20130907.0, ARG, ARGH                , Wisconsin           ,cf2013    
18207,821.0,27.0,20130907.0, ARG, ARGH                , Bowling Green       ,cf2013    
18208,5279.0,28.0,20130907.0, ARG, ARGH                , Nebraska            ,cf2013    
18209,8251.0,29.0,20130907.0, ARG, ARGH                , USC                 ,cf2013    
18210,8141.0,30.0,20130907.0, ARG, ARGH                , UCLA                ,cf2013    
18211,304.0,31.0,20130907.0, ARG, ARGH                , Arizona St          ,cf2013    
18212,7878.0,32.0,20130907.0, ARG, ARGH                , TCU                 ,cf2013    
18213,8459.0,33.0,20130907.0, ARG, ARGH                , Virginia Tech       ,cf2013    
18214,402.0,34.0,20130907.0, ARG, ARGH                , Auburn              ,cf2013    
18215,5970.0,35.0,20130907.0, ARG, ARGH                , Oregon St           ,cf2013    
18216,891.0,36.0,20130907.0, ARG, ARGH                , BYU                 ,cf2013    
18217,7918.0,37.0,20130907.0, ARG, ARGH                , Texas Tech          ,cf2013    
18218,4936.0,38.0,20130907.0, ARG, ARGH                , Mississippi St      ,cf2013    
18219,8367.0,39.0,20130907.0, ARG, ARGH                , Vanderbilt          ,cf2013    
18220,5492.0,40.0,20130907.0, ARG, ARGH                , North Carolina      ,cf2013    
18221,8315.0,41.0,20130907.0, ARG, ARGH                , Utah                ,cf2013    
18222,2911.0,42.0,20130907.0, ARG, ARGH                , Georgia Tech        ,cf2013    
18223,8325.0,43.0,20130907.0, ARG, ARGH                , Utah St             ,cf2013    
18224,2292.0,44.0,20130907.0, ARG, ARGH                , East Carolina       ,cf2013    
18225,2776.0,45.0,20130907.0, ARG, ARGH                , Fresno St           ,cf2013    
18226,4858.0,46.0,20130907.0, ARG, ARGH                , Minnesota           ,cf2013    
18227,3731.0,47.0,20130907.0, ARG, ARGH                , Kansas St           ,cf2013    
18228,1380.0,48.0,20130907.0, ARG, ARGH                , UCF                 ,cf2013    
18229,771.0,49.0,20130907.0, ARG, ARGH                , Boise St            ,cf2013    
18230,7801.0,50.0,20130907.0, ARG, ARGH                , Tennessee           ,cf2013    
18231,6696.0,51.0,20130907.0, ARG, ARGH                , Rutgers             ,cf2013    
18232,2265.0,52.0,20130907.0, ARG, ARGH                , Duke                ,cf2013    
18233,1529.0,53.0,20130907.0, ARG, ARGH                , Cincinnati          ,cf2013    
18234,3347.0,54.0,20130907.0, ARG, ARGH                , Houston             ,cf2013    
18235,7024.0,55.0,20130907.0, ARG, ARGH                , San Jose St         ,cf2013    
18236,316.0,56.0,20130907.0, ARG, ARGH                , Arkansas            ,cf2013    
18237,3484.0,57.0,20130907.0, ARG, ARGH                , Indiana             ,cf2013    
18238,6535.0,58.0,20130907.0, ARG, ARGH                , Rice                ,cf2013    
18239,8716.0,59.0,20130907.0, ARG, ARGH                , West Virginia       ,cf2013    
18240,4200.0,60.0,20130907.0, ARG, ARGH                , ULM                 ,cf2013    
18241,5634.0,61.0,20130907.0, ARG, ARGH                , N Illinois          ,cf2013    
18242,6236.0,62.0,20130907.0, ARG, ARGH                , Pittsburgh          ,cf2013    
18243,5253.0,63.0,20130907.0, ARG, ARGH                , Navy                ,cf2013    
18244,501.0,64.0,20130907.0, ARG, ARGH                , Ball St             ,cf2013    
18245,8588.0,65.0,20130907.0, ARG, ARGH                , Washington St       ,cf2013    
18246,8099.0,66.0,20130907.0, ARG, ARGH                , Tulsa               ,cf2013    
18247,4436.0,67.0,20130907.0, ARG, ARGH                , Marshall            ,cf2013    
18248,333.0,68.0,20130907.0, ARG, ARGH                , Arkansas St         ,cf2013    
18249,3425.0,69.0,20130907.0, ARG, ARGH                , Illinois            ,cf2013    
18250,3540.0,70.0,20130907.0, ARG, ARGH                , Iowa                ,cf2013    
18251,4474.0,71.0,20130907.0, ARG, ARGH                , Maryland            ,cf2013    
18252,7978.0,72.0,20130907.0, ARG, ARGH                , Toledo              ,cf2013    
18253,7729.0,73.0,20130907.0, ARG, ARGH                , Syracuse            ,cf2013    
18254,3554.0,74.0,20130907.0, ARG, ARGH                , Iowa St             ,cf2013    
18255,783.0,75.0,20130907.0, ARG, ARGH                , Boston College      ,cf2013    
18256,4785.0,76.0,20130907.0, ARG, ARGH                , MTSU                ,cf2013    
18257,8432.0,77.0,20130907.0, ARG, ARGH                , Virginia            ,cf2013    
18258,8508.0,78.0,20130907.0, ARG, ARGH                , Wake Forest         ,cf2013    
18259,5511.0,79.0,20130907.0, ARG, ARGH                , NC State            ,cf2013    
18260,7900.0,80.0,20130907.0, ARG, ARGH                , UT San Antonio      ,cf2013    
18261,1098.0,81.0,20130907.0, ARG, ARGH                , California          ,cf2013    
18262,5584.0,82.0,20130907.0, ARG, ARGH                , North Texas         ,cf2013    
18263,7358.0,83.0,20130907.0, ARG, ARGH                , SMU                 ,cf2013    
18264,7911.0,84.0,20130907.0, ARG, ARGH                , Texas St            ,cf2013    
18265,8068.0,85.0,20130907.0, ARG, ARGH                , Troy                ,cf2013    
18266,3781.0,86.0,20130907.0, ARG, ARGH                , Kentucky            ,cf2013    
18267,979.0,87.0,20130907.0, ARG, ARGH                , Buffalo             ,cf2013    
18268,6393.0,88.0,20130907.0, ARG, ARGH                , Purdue              ,cf2013    
18269,7002.0,89.0,20130907.0, ARG, ARGH                , San Diego St        ,cf2013    
18270,4194.0,90.0,20130907.0, ARG, ARGH                , ULL                 ,cf2013    
