,    1,    5850,   20080801, ARG, ARGH                , Ohio St             ,cf2008    
13160,97.0,8761.0,20080906.0, ARG, ARGH                , WKU                 ,cf2008    
13161,98.0,2353.0,20080906.0, ARG, ARGH                , E Michigan          ,cf2008    
13162,99.0,4218.0,20080906.0, ARG, ARGH                , Louisiana Tech      ,cf2008    
13163,100.0,7978.0,20080906.0, ARG, ARGH                , Toledo              ,cf2008    
13164,101.0,2265.0,20080906.0, ARG, ARGH                , Duke                ,cf2008    
13165,102.0,8092.0,20080906.0, ARG, ARGH                , Tulane              ,cf2008    
13166,103.0,5825.0,20080906.0, ARG, ARGH                , Ohio                ,cf2008    
13167,104.0,7729.0,20080906.0, ARG, ARGH                , Syracuse            ,cf2008    
13168,105.0,7933.0,20080906.0, ARG, ARGH                , UTEP                ,cf2008    
13169,106.0,7024.0,20080906.0, ARG, ARGH                , San Jose St         ,cf2008    
13170,107.0,1753.0,20080906.0, ARG, ARGH                , Colorado St         ,cf2008    
13171,108.0,4636.0,20080906.0, ARG, ARGH                , Memphis             ,cf2008    
13172,109.0,4194.0,20080906.0, ARG, ARGH                , ULL                 ,cf2008    
13173,110.0,87.0,20080906.0, ARG, ARGH                , UAB                 ,cf2008    
13174,111.0,5634.0,20080906.0, ARG, ARGH                , N Illinois          ,cf2008    
13175,112.0,7002.0,20080906.0, ARG, ARGH                , San Diego St        ,cf2008    
13176,113.0,3771.0,20080906.0, ARG, ARGH                , Kent                ,cf2008    
13177,114.0,3415.0,20080906.0, ARG, ARGH                , Idaho               ,cf2008    
13178,115.0,7358.0,20080906.0, ARG, ARGH                , SMU                 ,cf2008    
13179,116.0,8325.0,20080906.0, ARG, ARGH                , Utah St             ,cf2008    
13180,117.0,5387.0,20080906.0, ARG, ARGH                , New Mexico St       ,cf2008    
13181,118.0,5584.0,20080906.0, ARG, ARGH                , North Texas         ,cf2008    
13182,119.0,2652.0,20080906.0, ARG, ARGH                , Florida Intl        ,cf2008    
13183,120.0,356.0,20080906.0, ARG, ARGH                , Army                ,cf2008    
20805,1.0,2625.0,20080913.0, ARG, ARGH                , Florida             ,cf2008    
20806,2.0,8251.0,20080913.0, ARG, ARGH                , USC                 ,cf2008    
20807,3.0,402.0,20080913.0, ARG, ARGH                , Auburn              ,cf2008    
20808,4.0,2881.0,20080913.0, ARG, ARGH                , Georgia             ,cf2008    
20809,5.0,74.0,20080913.0, ARG, ARGH                , Alabama             ,cf2008    
20810,6.0,5886.0,20080913.0, ARG, ARGH                , Oklahoma            ,cf2008    
20811,7.0,5961.0,20080913.0, ARG, ARGH                , Oregon              ,cf2008    
20812,8.0,891.0,20080913.0, ARG, ARGH                , BYU                 ,cf2008    
20813,9.0,4948.0,20080913.0, ARG, ARGH                , Missouri            ,cf2008    
20814,10.0,9031.0,20080913.0, ARG, ARGH                , Wisconsin           ,cf2008    
20815,11.0,7278.0,20080913.0, ARG, ARGH                , South Florida       ,cf2008    
20816,12.0,4206.0,20080913.0, ARG, ARGH                , LSU                 ,cf2008    
20817,13.0,8315.0,20080913.0, ARG, ARGH                , Utah                ,cf2008    
20818,14.0,7840.0,20080913.0, ARG, ARGH                , Texas               ,cf2008    
20819,15.0,6114.0,20080913.0, ARG, ARGH                , Penn St             ,cf2008    
20820,16.0,2292.0,20080913.0, ARG, ARGH                , East Carolina       ,cf2008    
20821,17.0,3781.0,20080913.0, ARG, ARGH                , Kentucky            ,cf2008    
20822,18.0,5850.0,20080913.0, ARG, ARGH                , Ohio St             ,cf2008    
20823,19.0,7878.0,20080913.0, ARG, ARGH                , TCU                 ,cf2008    
20824,20.0,3717.0,20080913.0, ARG, ARGH                , Kansas              ,cf2008    
20825,21.0,1098.0,20080913.0, ARG, ARGH                , California          ,cf2008    
20826,22.0,1872.0,20080913.0, ARG, ARGH                , Connecticut         ,cf2008    
20827,23.0,8508.0,20080913.0, ARG, ARGH                , Wake Forest         ,cf2008    
20828,24.0,7918.0,20080913.0, ARG, ARGH                , Texas Tech          ,cf2008    
20829,25.0,7801.0,20080913.0, ARG, ARGH                , Tennessee           ,cf2008    
20830,26.0,5912.0,20080913.0, ARG, ARGH                , Oklahoma St         ,cf2008    
20831,27.0,8459.0,20080913.0, ARG, ARGH                , Virginia Tech       ,cf2008    
20832,28.0,8367.0,20080913.0, ARG, ARGH                , Vanderbilt          ,cf2008    
20833,29.0,8716.0,20080913.0, ARG, ARGH                , West Virginia       ,cf2008    
20834,30.0,7242.0,20080913.0, ARG, ARGH                , South Carolina      ,cf2008    
20835,31.0,1603.0,20080913.0, ARG, ARGH                , Clemson             ,cf2008    
20836,32.0,5279.0,20080913.0, ARG, ARGH                , Nebraska            ,cf2008    
20837,33.0,304.0,20080913.0, ARG, ARGH                , Arizona St          ,cf2008    
20838,34.0,2666.0,20080913.0, ARG, ARGH                , Florida St          ,cf2008    
20839,35.0,294.0,20080913.0, ARG, ARGH                , Arizona             ,cf2008    
20840,36.0,783.0,20080913.0, ARG, ARGH                , Boston College      ,cf2008    
20841,37.0,771.0,20080913.0, ARG, ARGH                , Boise St            ,cf2008    
20842,38.0,4757.0,20080913.0, ARG, ARGH                , Michigan St         ,cf2008    
20843,39.0,3540.0,20080913.0, ARG, ARGH                , Iowa                ,cf2008    
20844,40.0,5749.0,20080913.0, ARG, ARGH                , Notre Dame          ,cf2008    
20845,41.0,2776.0,20080913.0, ARG, ARGH                , Fresno St           ,cf2008    
20846,42.0,55.0,20080913.0, ARG, ARGH                , Air Force           ,cf2008    
20847,43.0,316.0,20080913.0, ARG, ARGH                , Arkansas            ,cf2008    
20848,44.0,1529.0,20080913.0, ARG, ARGH                , Cincinnati          ,cf2008    
20849,45.0,5492.0,20080913.0, ARG, ARGH                , North Carolina      ,cf2008    
20850,46.0,4474.0,20080913.0, ARG, ARGH                , Maryland            ,cf2008    
20851,47.0,501.0,20080913.0, ARG, ARGH                , Ball St             ,cf2008    
20852,48.0,8068.0,20080913.0, ARG, ARGH                , Troy                ,cf2008    
20853,49.0,8141.0,20080913.0, ARG, ARGH                , UCLA                ,cf2008    
20854,50.0,8099.0,20080913.0, ARG, ARGH                , Tulsa               ,cf2008    
20855,51.0,5704.0,20080913.0, ARG, ARGH                , Northwestern        ,cf2008    
20856,52.0,3731.0,20080913.0, ARG, ARGH                , Kansas St           ,cf2008    
20857,53.0,3425.0,20080913.0, ARG, ARGH                , Illinois            ,cf2008    
20858,54.0,2911.0,20080913.0, ARG, ARGH                , Georgia Tech        ,cf2008    
20859,55.0,7848.0,20080913.0, ARG, ARGH                , Texas A&M           ,cf2008    
20860,56.0,1715.0,20080913.0, ARG, ARGH                , Colorado            ,cf2008    
20861,57.0,5970.0,20080913.0, ARG, ARGH                , Oregon St           ,cf2008    
20862,58.0,7365.0,20080913.0, ARG, ARGH                , Southern Miss       ,cf2008    
20863,59.0,6236.0,20080913.0, ARG, ARGH                , Pittsburgh          ,cf2008    
20864,60.0,4224.0,20080913.0, ARG, ARGH                , Louisville          ,cf2008    
20865,61.0,3484.0,20080913.0, ARG, ARGH                , Indiana             ,cf2008    
20866,62.0,4858.0,20080913.0, ARG, ARGH                , Minnesota           ,cf2008    
20867,63.0,4936.0,20080913.0, ARG, ARGH                , Mississippi St      ,cf2008    
20868,64.0,6393.0,20080913.0, ARG, ARGH                , Purdue              ,cf2008    
20869,65.0,4741.0,20080913.0, ARG, ARGH                , Michigan            ,cf2008    
20870,66.0,6696.0,20080913.0, ARG, ARGH                , Rutgers             ,cf2008    
20871,67.0,4719.0,20080913.0, ARG, ARGH                , Miami FL            ,cf2008    
20872,68.0,4920.0,20080913.0, ARG, ARGH                , Mississippi         ,cf2008    
20873,69.0,1380.0,20080913.0, ARG, ARGH                , UCF                 ,cf2008    
20874,70.0,333.0,20080913.0, ARG, ARGH                , Arkansas St         ,cf2008    
20875,71.0,5323.0,20080913.0, ARG, ARGH                , UNLV                ,cf2008    
20876,72.0,8551.0,20080913.0, ARG, ARGH                , Washington          ,cf2008    
20877,73.0,7582.0,20080913.0, ARG, ARGH                , Stanford            ,cf2008    
20878,74.0,1404.0,20080913.0, ARG, ARGH                , C Michigan          ,cf2008    
20879,75.0,8767.0,20080913.0, ARG, ARGH                , W Michigan          ,cf2008    
20880,76.0,557.0,20080913.0, ARG, ARGH                , Baylor              ,cf2008    
20881,77.0,979.0,20080913.0, ARG, ARGH                , Buffalo             ,cf2008    
20882,78.0,3554.0,20080913.0, ARG, ARGH                , Iowa St             ,cf2008    
20883,79.0,5371.0,20080913.0, ARG, ARGH                , New Mexico          ,cf2008    
20884,80.0,6535.0,20080913.0, ARG, ARGH                , Rice                ,cf2008    
20885,81.0,4785.0,20080913.0, ARG, ARGH                , MTSU                ,cf2008    
20886,82.0,3347.0,20080913.0, ARG, ARGH                , Houston             ,cf2008    
20887,83.0,2638.0,20080913.0, ARG, ARGH                , FL Atlantic         ,cf2008    
20888,84.0,4436.0,20080913.0, ARG, ARGH                , Marshall            ,cf2008    
20889,85.0,821.0,20080913.0, ARG, ARGH                , Bowling Green       ,cf2008    
20890,86.0,3197.0,20080913.0, ARG, ARGH                , Hawaii              ,cf2008    
20891,87.0,8432.0,20080913.0, ARG, ARGH                , Virginia            ,cf2008    
20892,88.0,4200.0,20080913.0, ARG, ARGH                , ULM                 ,cf2008    
20893,89.0,7978.0,20080913.0, ARG, ARGH                , Toledo              ,cf2008    
20894,90.0,2265.0,20080913.0, ARG, ARGH                , Duke                ,cf2008    
20895,91.0,7788.0,20080913.0, ARG, ARGH                , Temple              ,cf2008    
20896,92.0,9162.0,20080913.0, ARG, ARGH                , Wyoming             ,cf2008    
20897,93.0,5511.0,20080913.0, ARG, ARGH                , NC State            ,cf2008    
20898,94.0,5316.0,20080913.0, ARG, ARGH                , Nevada              ,cf2008    
20899,95.0,7024.0,20080913.0, ARG, ARGH                , San Jose St         ,cf2008    
20900,96.0,66.0,20080913.0, ARG, ARGH                , Akron               ,cf2008    
20901,97.0,4725.0,20080913.0, ARG, ARGH                , Miami OH            ,cf2008    
20902,98.0,8092.0,20080913.0, ARG, ARGH                , Tulane              ,cf2008    
20903,99.0,4218.0,20080913.0, ARG, ARGH                , Louisiana Tech      ,cf2008    
20904,100.0,8761.0,20080913.0, ARG, ARGH                , WKU                 ,cf2008    
20905,101.0,5253.0,20080913.0, ARG, ARGH                , Navy                ,cf2008    
20906,102.0,8588.0,20080913.0, ARG, ARGH                , Washington St       ,cf2008    
20907,103.0,2353.0,20080913.0, ARG, ARGH                , E Michigan          ,cf2008    
20908,104.0,7933.0,20080913.0, ARG, ARGH                , UTEP                ,cf2008    
20909,105.0,5825.0,20080913.0, ARG, ARGH                , Ohio                ,cf2008    
20910,106.0,3771.0,20080913.0, ARG, ARGH                , Kent                ,cf2008    
20911,107.0,1753.0,20080913.0, ARG, ARGH                , Colorado St         ,cf2008    
20912,108.0,4194.0,20080913.0, ARG, ARGH                , ULL                 ,cf2008    
20913,109.0,5634.0,20080913.0, ARG, ARGH                , N Illinois          ,cf2008    
20914,110.0,7729.0,20080913.0, ARG, ARGH                , Syracuse            ,cf2008    
20915,111.0,4636.0,20080913.0, ARG, ARGH                , Memphis             ,cf2008    
20916,112.0,7358.0,20080913.0, ARG, ARGH                , SMU                 ,cf2008    
20917,113.0,87.0,20080913.0, ARG, ARGH                , UAB                 ,cf2008    
20918,114.0,8325.0,20080913.0, ARG, ARGH                , Utah St             ,cf2008    
20919,115.0,5387.0,20080913.0, ARG, ARGH                , New Mexico St       ,cf2008    
20920,116.0,3415.0,20080913.0, ARG, ARGH                , Idaho               ,cf2008    
20921,117.0,7002.0,20080913.0, ARG, ARGH                , San Diego St        ,cf2008    
20922,118.0,2652.0,20080913.0, ARG, ARGH                , Florida Intl        ,cf2008    
20923,119.0,5584.0,20080913.0, ARG, ARGH                , North Texas         ,cf2008    
20924,120.0,356.0,20080913.0, ARG, ARGH                , Army                ,cf2008    
28409,1.0,2625.0,20080920.0, ARG, ARGH                , Florida             ,cf2008    
28410,2.0,74.0,20080920.0, ARG, ARGH                , Alabama             ,cf2008    
28411,3.0,2881.0,20080920.0, ARG, ARGH                , Georgia             ,cf2008    
28412,4.0,8251.0,20080920.0, ARG, ARGH                , USC                 ,cf2008    
28413,5.0,4206.0,20080920.0, ARG, ARGH                , LSU                 ,cf2008    
28414,6.0,891.0,20080920.0, ARG, ARGH                , BYU                 ,cf2008    
28415,7.0,8315.0,20080920.0, ARG, ARGH                , Utah                ,cf2008    
28416,8.0,5886.0,20080920.0, ARG, ARGH                , Oklahoma            ,cf2008    
28417,9.0,4948.0,20080920.0, ARG, ARGH                , Missouri            ,cf2008    
28418,10.0,6114.0,20080920.0, ARG, ARGH                , Penn St             ,cf2008    
28419,11.0,9031.0,20080920.0, ARG, ARGH                , Wisconsin           ,cf2008    
28420,12.0,7840.0,20080920.0, ARG, ARGH                , Texas               ,cf2008    
28421,13.0,8508.0,20080920.0, ARG, ARGH                , Wake Forest         ,cf2008    
28422,14.0,7278.0,20080920.0, ARG, ARGH                , South Florida       ,cf2008    
28423,15.0,7878.0,20080920.0, ARG, ARGH                , TCU                 ,cf2008    
28424,16.0,402.0,20080920.0, ARG, ARGH                , Auburn              ,cf2008    
28425,17.0,5961.0,20080920.0, ARG, ARGH                , Oregon              ,cf2008    
28426,18.0,5850.0,20080920.0, ARG, ARGH                , Ohio St             ,cf2008    
28427,19.0,3781.0,20080920.0, ARG, ARGH                , Kentucky            ,cf2008    
28428,20.0,8367.0,20080920.0, ARG, ARGH                , Vanderbilt          ,cf2008    
28429,21.0,771.0,20080920.0, ARG, ARGH                , Boise St            ,cf2008    
28430,22.0,1872.0,20080920.0, ARG, ARGH                , Connecticut         ,cf2008    
28431,23.0,1098.0,20080920.0, ARG, ARGH                , California          ,cf2008    
28432,24.0,1603.0,20080920.0, ARG, ARGH                , Clemson             ,cf2008    
28433,25.0,7918.0,20080920.0, ARG, ARGH                , Texas Tech          ,cf2008    
28434,26.0,294.0,20080920.0, ARG, ARGH                , Arizona             ,cf2008    
28435,27.0,8459.0,20080920.0, ARG, ARGH                , Virginia Tech       ,cf2008    
28436,28.0,4757.0,20080920.0, ARG, ARGH                , Michigan St         ,cf2008    
28437,29.0,3717.0,20080920.0, ARG, ARGH                , Kansas              ,cf2008    
28438,30.0,5912.0,20080920.0, ARG, ARGH                , Oklahoma St         ,cf2008    
28439,31.0,2292.0,20080920.0, ARG, ARGH                , East Carolina       ,cf2008    
28440,32.0,783.0,20080920.0, ARG, ARGH                , Boston College      ,cf2008    
28441,33.0,501.0,20080920.0, ARG, ARGH                , Ball St             ,cf2008    
28442,34.0,8099.0,20080920.0, ARG, ARGH                , Tulsa               ,cf2008    
28443,35.0,7242.0,20080920.0, ARG, ARGH                , South Carolina      ,cf2008    
28444,36.0,5279.0,20080920.0, ARG, ARGH                , Nebraska            ,cf2008    
28445,37.0,2666.0,20080920.0, ARG, ARGH                , Florida St          ,cf2008    
28446,38.0,4858.0,20080920.0, ARG, ARGH                , Minnesota           ,cf2008    
28447,39.0,2911.0,20080920.0, ARG, ARGH                , Georgia Tech        ,cf2008    
28448,40.0,3540.0,20080920.0, ARG, ARGH                , Iowa                ,cf2008    
28449,41.0,7801.0,20080920.0, ARG, ARGH                , Tennessee           ,cf2008    
28450,42.0,1715.0,20080920.0, ARG, ARGH                , Colorado            ,cf2008    
28451,43.0,5704.0,20080920.0, ARG, ARGH                , Northwestern        ,cf2008    
28452,44.0,2776.0,20080920.0, ARG, ARGH                , Fresno St           ,cf2008    
28453,45.0,4719.0,20080920.0, ARG, ARGH                , Miami FL            ,cf2008    
28454,46.0,1529.0,20080920.0, ARG, ARGH                , Cincinnati          ,cf2008    
28455,47.0,4474.0,20080920.0, ARG, ARGH                , Maryland            ,cf2008    
28456,48.0,8068.0,20080920.0, ARG, ARGH                , Troy                ,cf2008    
28457,49.0,304.0,20080920.0, ARG, ARGH                , Arizona St          ,cf2008    
28458,50.0,6236.0,20080920.0, ARG, ARGH                , Pittsburgh          ,cf2008    
28459,51.0,55.0,20080920.0, ARG, ARGH                , Air Force           ,cf2008    
28460,52.0,8716.0,20080920.0, ARG, ARGH                , West Virginia       ,cf2008    
28461,53.0,5749.0,20080920.0, ARG, ARGH                , Notre Dame          ,cf2008    
28462,54.0,4224.0,20080920.0, ARG, ARGH                , Louisville          ,cf2008    
28463,55.0,3731.0,20080920.0, ARG, ARGH                , Kansas St           ,cf2008    
28464,56.0,3425.0,20080920.0, ARG, ARGH                , Illinois            ,cf2008    
28465,57.0,5970.0,20080920.0, ARG, ARGH                , Oregon St           ,cf2008    
28466,58.0,5492.0,20080920.0, ARG, ARGH                , North Carolina      ,cf2008    
28467,59.0,333.0,20080920.0, ARG, ARGH                , Arkansas St         ,cf2008    
28468,60.0,6393.0,20080920.0, ARG, ARGH                , Purdue              ,cf2008    
28469,61.0,5323.0,20080920.0, ARG, ARGH                , UNLV                ,cf2008    
28470,62.0,4741.0,20080920.0, ARG, ARGH                , Michigan            ,cf2008    
28471,63.0,316.0,20080920.0, ARG, ARGH                , Arkansas            ,cf2008    
28472,64.0,3484.0,20080920.0, ARG, ARGH                , Indiana             ,cf2008    
28473,65.0,4920.0,20080920.0, ARG, ARGH                , Mississippi         ,cf2008    
28474,66.0,7365.0,20080920.0, ARG, ARGH                , Southern Miss       ,cf2008    
28475,67.0,7582.0,20080920.0, ARG, ARGH                , Stanford            ,cf2008    
28476,68.0,8141.0,20080920.0, ARG, ARGH                , UCLA                ,cf2008    
28477,69.0,4436.0,20080920.0, ARG, ARGH                , Marshall            ,cf2008    
28478,70.0,8767.0,20080920.0, ARG, ARGH                , W Michigan          ,cf2008    
28479,71.0,7848.0,20080920.0, ARG, ARGH                , Texas A&M           ,cf2008    
28480,72.0,557.0,20080920.0, ARG, ARGH                , Baylor              ,cf2008    
28481,73.0,8551.0,20080920.0, ARG, ARGH                , Washington          ,cf2008    
28482,74.0,5511.0,20080920.0, ARG, ARGH                , NC State            ,cf2008    
28483,75.0,821.0,20080920.0, ARG, ARGH                , Bowling Green       ,cf2008    
28484,76.0,1404.0,20080920.0, ARG, ARGH                , C Michigan          ,cf2008    
28485,77.0,979.0,20080920.0, ARG, ARGH                , Buffalo             ,cf2008    
28486,78.0,6535.0,20080920.0, ARG, ARGH                , Rice                ,cf2008    
28487,79.0,3554.0,20080920.0, ARG, ARGH                , Iowa St             ,cf2008    
28488,80.0,1380.0,20080920.0, ARG, ARGH                , UCF                 ,cf2008    
28489,81.0,8092.0,20080920.0, ARG, ARGH                , Tulane              ,cf2008    
28490,82.0,8761.0,20080920.0, ARG, ARGH                , WKU                 ,cf2008    
28491,83.0,4936.0,20080920.0, ARG, ARGH                , Mississippi St      ,cf2008    
28492,84.0,4785.0,20080920.0, ARG, ARGH                , MTSU                ,cf2008    
28493,85.0,66.0,20080920.0, ARG, ARGH                , Akron               ,cf2008    
28494,86.0,3197.0,20080920.0, ARG, ARGH                , Hawaii              ,cf2008    
28495,87.0,7978.0,20080920.0, ARG, ARGH                , Toledo              ,cf2008    
28496,88.0,5253.0,20080920.0, ARG, ARGH                , Navy                ,cf2008    
28497,89.0,6696.0,20080920.0, ARG, ARGH                , Rutgers             ,cf2008    
28498,90.0,8432.0,20080920.0, ARG, ARGH                , Virginia            ,cf2008    
28499,91.0,2265.0,20080920.0, ARG, ARGH                , Duke                ,cf2008    
28500,92.0,3347.0,20080920.0, ARG, ARGH                , Houston             ,cf2008    
28501,93.0,4218.0,20080920.0, ARG, ARGH                , Louisiana Tech      ,cf2008    
28502,94.0,2638.0,20080920.0, ARG, ARGH                , FL Atlantic         ,cf2008    
28503,95.0,5371.0,20080920.0, ARG, ARGH                , New Mexico          ,cf2008    
28504,96.0,5316.0,20080920.0, ARG, ARGH                , Nevada              ,cf2008    
28505,97.0,5634.0,20080920.0, ARG, ARGH                , N Illinois          ,cf2008    
28506,98.0,1753.0,20080920.0, ARG, ARGH                , Colorado St         ,cf2008    
28507,99.0,4200.0,20080920.0, ARG, ARGH                , ULM                 ,cf2008    
28508,100.0,7024.0,20080920.0, ARG, ARGH                , San Jose St         ,cf2008    
28509,101.0,7788.0,20080920.0, ARG, ARGH                , Temple              ,cf2008    
28510,102.0,9162.0,20080920.0, ARG, ARGH                , Wyoming             ,cf2008    
28511,103.0,4725.0,20080920.0, ARG, ARGH                , Miami OH            ,cf2008    
28512,104.0,4194.0,20080920.0, ARG, ARGH                , ULL                 ,cf2008    
28513,105.0,4636.0,20080920.0, ARG, ARGH                , Memphis             ,cf2008    
28514,106.0,8588.0,20080920.0, ARG, ARGH                , Washington St       ,cf2008    
28515,107.0,8325.0,20080920.0, ARG, ARGH                , Utah St             ,cf2008    
28516,108.0,2353.0,20080920.0, ARG, ARGH                , E Michigan          ,cf2008    
28517,109.0,87.0,20080920.0, ARG, ARGH                , UAB                 ,cf2008    
28518,110.0,5387.0,20080920.0, ARG, ARGH                , New Mexico St       ,cf2008    
28519,111.0,5825.0,20080920.0, ARG, ARGH                , Ohio                ,cf2008    
28520,112.0,7729.0,20080920.0, ARG, ARGH                , Syracuse            ,cf2008    
28521,113.0,3771.0,20080920.0, ARG, ARGH                , Kent                ,cf2008    
28522,114.0,7933.0,20080920.0, ARG, ARGH                , UTEP                ,cf2008    
28523,115.0,7358.0,20080920.0, ARG, ARGH                , SMU                 ,cf2008    
28524,116.0,5584.0,20080920.0, ARG, ARGH                , North Texas         ,cf2008    
28525,117.0,7002.0,20080920.0, ARG, ARGH                , San Diego St        ,cf2008    
28526,118.0,3415.0,20080920.0, ARG, ARGH                , Idaho               ,cf2008    
28527,119.0,2652.0,20080920.0, ARG, ARGH                , Florida Intl        ,cf2008    
28528,120.0,356.0,20080920.0, ARG, ARGH                , Army                ,cf2008    
39194,1.0,74.0,20080927.0, ARG, ARGH                , Alabama             ,cf2008    
39195,2.0,5886.0,20080927.0, ARG, ARGH                , Oklahoma            ,cf2008    
39196,3.0,7840.0,20080927.0, ARG, ARGH                , Texas               ,cf2008    
39197,4.0,6114.0,20080927.0, ARG, ARGH                , Penn St             ,cf2008    
39198,5.0,4948.0,20080927.0, ARG, ARGH                , Missouri            ,cf2008    
39199,6.0,2625.0,20080927.0, ARG, ARGH                , Florida             ,cf2008    
39200,7.0,8251.0,20080927.0, ARG, ARGH                , USC                 ,cf2008    
39201,8.0,4206.0,20080927.0, ARG, ARGH                , LSU                 ,cf2008    
39202,9.0,2881.0,20080927.0, ARG, ARGH                , Georgia             ,cf2008    
39203,10.0,7278.0,20080927.0, ARG, ARGH                , South Florida       ,cf2008    
39204,11.0,8315.0,20080927.0, ARG, ARGH                , Utah                ,cf2008    
39205,12.0,891.0,20080927.0, ARG, ARGH                , BYU                 ,cf2008    
39206,13.0,3781.0,20080927.0, ARG, ARGH                , Kentucky            ,cf2008    
39207,14.0,402.0,20080927.0, ARG, ARGH                , Auburn              ,cf2008    
39208,15.0,5961.0,20080927.0, ARG, ARGH                , Oregon              ,cf2008    
39209,16.0,5850.0,20080927.0, ARG, ARGH                , Ohio St             ,cf2008    
39210,17.0,8367.0,20080927.0, ARG, ARGH                , Vanderbilt          ,cf2008    
39211,18.0,1872.0,20080927.0, ARG, ARGH                , Connecticut         ,cf2008    
39212,19.0,1098.0,20080927.0, ARG, ARGH                , California          ,cf2008    
39213,20.0,7878.0,20080927.0, ARG, ARGH                , TCU                 ,cf2008    
39214,21.0,5912.0,20080927.0, ARG, ARGH                , Oklahoma St         ,cf2008    
39215,22.0,9031.0,20080927.0, ARG, ARGH                , Wisconsin           ,cf2008    
39216,23.0,4757.0,20080927.0, ARG, ARGH                , Michigan St         ,cf2008    
39217,24.0,8508.0,20080927.0, ARG, ARGH                , Wake Forest         ,cf2008    
39218,25.0,771.0,20080927.0, ARG, ARGH                , Boise St            ,cf2008    
39219,26.0,8459.0,20080927.0, ARG, ARGH                , Virginia Tech       ,cf2008    
39220,27.0,5704.0,20080927.0, ARG, ARGH                , Northwestern        ,cf2008    
39221,28.0,501.0,20080927.0, ARG, ARGH                , Ball St             ,cf2008    
39222,29.0,7918.0,20080927.0, ARG, ARGH                , Texas Tech          ,cf2008    
39223,30.0,2666.0,20080927.0, ARG, ARGH                , Florida St          ,cf2008    
39224,31.0,3717.0,20080927.0, ARG, ARGH                , Kansas              ,cf2008    
39225,32.0,783.0,20080927.0, ARG, ARGH                , Boston College      ,cf2008    
39226,33.0,5749.0,20080927.0, ARG, ARGH                , Notre Dame          ,cf2008    
39227,34.0,4858.0,20080927.0, ARG, ARGH                , Minnesota           ,cf2008    
39228,35.0,294.0,20080927.0, ARG, ARGH                , Arizona             ,cf2008    
39229,36.0,4474.0,20080927.0, ARG, ARGH                , Maryland            ,cf2008    
39230,37.0,5279.0,20080927.0, ARG, ARGH                , Nebraska            ,cf2008    
39231,38.0,8099.0,20080927.0, ARG, ARGH                , Tulsa               ,cf2008    
39232,39.0,7242.0,20080927.0, ARG, ARGH                , South Carolina      ,cf2008    
39233,40.0,5970.0,20080927.0, ARG, ARGH                , Oregon St           ,cf2008    
39234,41.0,2911.0,20080927.0, ARG, ARGH                , Georgia Tech        ,cf2008    
39235,42.0,1603.0,20080927.0, ARG, ARGH                , Clemson             ,cf2008    
39236,43.0,1529.0,20080927.0, ARG, ARGH                , Cincinnati          ,cf2008    
39237,44.0,2776.0,20080927.0, ARG, ARGH                , Fresno St           ,cf2008    
39238,45.0,5492.0,20080927.0, ARG, ARGH                , North Carolina      ,cf2008    
39239,46.0,4920.0,20080927.0, ARG, ARGH                , Mississippi         ,cf2008    
39240,47.0,3540.0,20080927.0, ARG, ARGH                , Iowa                ,cf2008    
39241,48.0,6236.0,20080927.0, ARG, ARGH                , Pittsburgh          ,cf2008    
39242,49.0,4741.0,20080927.0, ARG, ARGH                , Michigan            ,cf2008    
39243,50.0,8716.0,20080927.0, ARG, ARGH                , West Virginia       ,cf2008    
39244,51.0,2292.0,20080927.0, ARG, ARGH                , East Carolina       ,cf2008    
39245,52.0,304.0,20080927.0, ARG, ARGH                , Arizona St          ,cf2008    
39246,53.0,55.0,20080927.0, ARG, ARGH                , Air Force           ,cf2008    
39247,54.0,7582.0,20080927.0, ARG, ARGH                , Stanford            ,cf2008    
39248,55.0,1715.0,20080927.0, ARG, ARGH                , Colorado            ,cf2008    
39249,56.0,3731.0,20080927.0, ARG, ARGH                , Kansas St           ,cf2008    
39250,57.0,8068.0,20080927.0, ARG, ARGH                , Troy                ,cf2008    
39251,58.0,7801.0,20080927.0, ARG, ARGH                , Tennessee           ,cf2008    
39252,59.0,4224.0,20080927.0, ARG, ARGH                , Louisville          ,cf2008    
39253,60.0,8767.0,20080927.0, ARG, ARGH                , W Michigan          ,cf2008    
39254,61.0,3425.0,20080927.0, ARG, ARGH                , Illinois            ,cf2008    
39255,62.0,6535.0,20080927.0, ARG, ARGH                , Rice                ,cf2008    
39256,63.0,4719.0,20080927.0, ARG, ARGH                , Miami FL            ,cf2008    
39257,64.0,5253.0,20080927.0, ARG, ARGH                , Navy                ,cf2008    
39258,65.0,821.0,20080927.0, ARG, ARGH                , Bowling Green       ,cf2008    
39259,66.0,6393.0,20080927.0, ARG, ARGH                , Purdue              ,cf2008    
39260,67.0,2265.0,20080927.0, ARG, ARGH                , Duke                ,cf2008    
39261,68.0,333.0,20080927.0, ARG, ARGH                , Arkansas St         ,cf2008    
39262,69.0,3484.0,20080927.0, ARG, ARGH                , Indiana             ,cf2008    
39263,70.0,7365.0,20080927.0, ARG, ARGH                , Southern Miss       ,cf2008    
39264,71.0,3347.0,20080927.0, ARG, ARGH                , Houston             ,cf2008    
39265,72.0,557.0,20080927.0, ARG, ARGH                , Baylor              ,cf2008    
39266,73.0,1404.0,20080927.0, ARG, ARGH                , C Michigan          ,cf2008    
