,Game Code,Winning Team Code,Losing Team Code,Winning Team Points,Losing Team Points,Winning Team Seed,Losing Team Seed,Upset Factor
0,688000520100904.0,688.0,5.0,29.0,3.0,,,
1,1092000520100911.0,1092.0,5.0,38.0,37.0,,,
2,5033420100918.0,334.0,5.0,47.0,10.0,,,
3,5030620100925.0,306.0,5.0,35.0,20.0,,,
4,503000520101002.0,503.0,5.0,50.0,14.0,,,
5,5033120101009.0,331.0,5.0,28.0,17.0,,,
6,5051920101016.0,519.0,5.0,38.0,10.0,,,
7,774000520101023.0,774.0,5.0,56.0,10.0,,,
8,5069020101030.0,690.0,5.0,30.0,0.0,,,
9,5004720101106.0,47.0,5.0,37.0,30.0,,,
10,414000520101117.0,414.0,5.0,19.0,14.0,,,
11,86000520101126.0,5.0,86.0,22.0,14.0,,,
12,630000820100904.0,8.0,630.0,48.0,3.0,,,
13,539000820100911.0,8.0,539.0,24.0,3.0,,,
14,8019320100918.0,8.0,193.0,62.0,13.0,,,
15,8003120100925.0,8.0,31.0,24.0,20.0,,,
16,235000820101002.0,8.0,235.0,31.0,6.0,,,
17,8064820101009.0,648.0,8.0,35.0,21.0,,,
18,433000820101016.0,8.0,433.0,23.0,10.0,,,
19,8069420101023.0,8.0,694.0,41.0,10.0,,,
20,8036520101106.0,365.0,8.0,24.0,21.0,,,
21,430000820101113.0,8.0,430.0,30.0,10.0,,,
22,254000820101118.0,8.0,254.0,63.0,7.0,,,
23,37000820101126.0,37.0,8.0,28.0,27.0,,,
24,8041620110101.0,8.0,416.0,49.0,7.0,,,
25,229000920100902.0,229.0,9.0,32.0,31.0,,,
26,9066320100911.0,663.0,9.0,28.0,7.0,,,
27,716000920100918.0,9.0,716.0,34.0,33.0,,,
28,9069420100925.0,694.0,9.0,32.0,29.0,,,
29,9012820101006.0,128.0,9.0,42.0,7.0,,,
30,704000920101016.0,9.0,704.0,21.0,6.0,,,
31,9043020101023.0,430.0,9.0,29.0,24.0,,,
32,9066420101030.0,9.0,664.0,50.0,49.0,,,
33,388000920101106.0,388.0,9.0,31.0,17.0,,,
34,196000920101111.0,196.0,9.0,54.0,42.0,,,
35,404000920101120.0,9.0,404.0,31.0,15.0,,,
36,9057420101127.0,574.0,9.0,28.0,23.0,,,
37,550002820100904.0,28.0,550.0,54.0,9.0,,,
38,501002820100911.0,28.0,501.0,41.0,20.0,,,
39,28079620100918.0,796.0,28.0,20.0,19.0,,,
40,529002820100925.0,529.0,28.0,42.0,31.0,,,
41,28052820101002.0,528.0,28.0,31.0,28.0,,,
42,28075620101009.0,28.0,756.0,24.0,14.0,,,
43,28010720101023.0,107.0,28.0,50.0,17.0,,,
44,754002820101030.0,28.0,754.0,42.0,0.0,,,
45,28065720101106.0,657.0,28.0,34.0,33.0,,,
46,674002820101113.0,674.0,28.0,17.0,13.0,,,
47,110002820101126.0,28.0,110.0,55.0,34.0,,,
48,28002920101202.0,28.0,29.0,30.0,29.0,,,
49,29070920100903.0,29.0,709.0,41.0,2.0,,,
50,141002920100911.0,29.0,141.0,52.0,6.0,,,
51,312002920100918.0,29.0,312.0,34.0,27.0,,,
52,107002920100925.0,29.0,107.0,10.0,9.0,,,
53,528002920101009.0,528.0,29.0,29.0,27.0,,,
54,29075420101016.0,29.0,754.0,24.0,7.0,,,
55,756002920101023.0,29.0,756.0,44.0,14.0,,,
