,      74,    1,   20110801, ARG, ARGH                , Alabama             ,cf2011    
11150,402.0,18.0,20110905.0, ARG, ARGH                , Auburn              ,cf2011    
11151,9031.0,19.0,20110905.0, ARG, ARGH                , Wisconsin           ,cf2011    
11152,8251.0,20.0,20110905.0, ARG, ARGH                , USC                 ,cf2011    
11153,8459.0,21.0,20110905.0, ARG, ARGH                , Virginia Tech       ,cf2011    
11154,1603.0,22.0,20110905.0, ARG, ARGH                , Clemson             ,cf2011    
11155,8716.0,23.0,20110905.0, ARG, ARGH                , West Virginia       ,cf2011    
11156,7840.0,24.0,20110905.0, ARG, ARGH                , Texas               ,cf2011    
11157,6114.0,25.0,20110905.0, ARG, ARGH                , Penn St             ,cf2011    
11158,891.0,26.0,20110905.0, ARG, ARGH                , BYU                 ,cf2011    
11159,2625.0,27.0,20110905.0, ARG, ARGH                , Florida             ,cf2011    
11160,8315.0,28.0,20110905.0, ARG, ARGH                , Utah                ,cf2011    
11161,4757.0,29.0,20110905.0, ARG, ARGH                , Michigan St         ,cf2011    
11162,2881.0,30.0,20110905.0, ARG, ARGH                , Georgia             ,cf2011    
11163,1529.0,31.0,20110905.0, ARG, ARGH                , Cincinnati          ,cf2011    
11164,3540.0,32.0,20110905.0, ARG, ARGH                , Iowa                ,cf2011    
11165,4741.0,33.0,20110905.0, ARG, ARGH                , Michigan            ,cf2011    
11166,1098.0,34.0,20110905.0, ARG, ARGH                , California          ,cf2011    
11167,557.0,35.0,20110905.0, ARG, ARGH                , Baylor              ,cf2011    
11168,7918.0,36.0,20110905.0, ARG, ARGH                , Texas Tech          ,cf2011    
11169,294.0,37.0,20110905.0, ARG, ARGH                , Arizona             ,cf2011    
11170,5316.0,38.0,20110905.0, ARG, ARGH                , Nevada              ,cf2011    
11171,4719.0,39.0,20110905.0, ARG, ARGH                , Miami FL            ,cf2011    
11172,3425.0,40.0,20110905.0, ARG, ARGH                , Illinois            ,cf2011    
11173,5704.0,41.0,20110905.0, ARG, ARGH                , Northwestern        ,cf2011    
11174,8551.0,42.0,20110905.0, ARG, ARGH                , Washington          ,cf2011    
11175,6236.0,43.0,20110905.0, ARG, ARGH                , Pittsburgh          ,cf2011    
11176,783.0,44.0,20110905.0, ARG, ARGH                , Boston College      ,cf2011    
11177,55.0,45.0,20110905.0, ARG, ARGH                , Air Force           ,cf2011    
11178,7801.0,46.0,20110905.0, ARG, ARGH                , Tennessee           ,cf2011    
11179,7278.0,47.0,20110905.0, ARG, ARGH                , South Florida       ,cf2011    
11180,5970.0,48.0,20110905.0, ARG, ARGH                , Oregon St           ,cf2011    
11181,3781.0,49.0,20110905.0, ARG, ARGH                , Kentucky            ,cf2011    
11182,5511.0,50.0,20110905.0, ARG, ARGH                , NC State            ,cf2011    
11183,1380.0,51.0,20110905.0, ARG, ARGH                , UCF                 ,cf2011    
11184,8141.0,52.0,20110905.0, ARG, ARGH                , UCLA                ,cf2011    
11185,7358.0,53.0,20110905.0, ARG, ARGH                , SMU                 ,cf2011    
11186,5492.0,54.0,20110905.0, ARG, ARGH                , North Carolina      ,cf2011    
11187,4474.0,55.0,20110905.0, ARG, ARGH                , Maryland            ,cf2011    
11188,1872.0,56.0,20110905.0, ARG, ARGH                , Connecticut         ,cf2011    
11189,4920.0,57.0,20110905.0, ARG, ARGH                , Mississippi         ,cf2011    
11190,6696.0,58.0,20110905.0, ARG, ARGH                , Rutgers             ,cf2011    
11191,7978.0,59.0,20110905.0, ARG, ARGH                , Toledo              ,cf2011    
11192,3347.0,60.0,20110905.0, ARG, ARGH                , Houston             ,cf2011    
11193,304.0,61.0,20110905.0, ARG, ARGH                , Arizona St          ,cf2011    
11194,7729.0,62.0,20110905.0, ARG, ARGH                , Syracuse            ,cf2011    
11195,8099.0,63.0,20110905.0, ARG, ARGH                , Tulsa               ,cf2011    
11196,2911.0,64.0,20110905.0, ARG, ARGH                , Georgia Tech        ,cf2011    
11197,7365.0,65.0,20110905.0, ARG, ARGH                , Southern Miss       ,cf2011    
11198,8432.0,66.0,20110905.0, ARG, ARGH                , Virginia            ,cf2011    
11199,6393.0,67.0,20110905.0, ARG, ARGH                , Purdue              ,cf2011    
11200,3197.0,68.0,20110905.0, ARG, ARGH                , Hawaii              ,cf2011    
11201,2292.0,69.0,20110905.0, ARG, ARGH                , East Carolina       ,cf2011    
11202,3731.0,70.0,20110905.0, ARG, ARGH                , Kansas St           ,cf2011    
11203,7002.0,71.0,20110905.0, ARG, ARGH                , San Diego St        ,cf2011    
11204,8508.0,72.0,20110905.0, ARG, ARGH                , Wake Forest         ,cf2011    
11205,4224.0,73.0,20110905.0, ARG, ARGH                , Louisville          ,cf2011    
11206,3554.0,74.0,20110905.0, ARG, ARGH                , Iowa St             ,cf2011    
11207,5253.0,75.0,20110905.0, ARG, ARGH                , Navy                ,cf2011    
11208,8367.0,76.0,20110905.0, ARG, ARGH                , Vanderbilt          ,cf2011    
11209,5634.0,77.0,20110905.0, ARG, ARGH                , N Illinois          ,cf2011    
11210,1715.0,78.0,20110905.0, ARG, ARGH                , Colorado            ,cf2011    
11211,3717.0,79.0,20110905.0, ARG, ARGH                , Kansas              ,cf2011    
11212,8068.0,80.0,20110905.0, ARG, ARGH                , Troy                ,cf2011    
11213,2265.0,81.0,20110905.0, ARG, ARGH                , Duke                ,cf2011    
11214,1404.0,82.0,20110905.0, ARG, ARGH                , C Michigan          ,cf2011    
11215,2652.0,83.0,20110905.0, ARG, ARGH                , Florida Intl        ,cf2011    
11216,2776.0,84.0,20110905.0, ARG, ARGH                , Fresno St           ,cf2011    
11217,4200.0,85.0,20110905.0, ARG, ARGH                , ULM                 ,cf2011    
11218,8588.0,86.0,20110905.0, ARG, ARGH                , Washington St       ,cf2011    
11219,4218.0,87.0,20110905.0, ARG, ARGH                , Louisiana Tech      ,cf2011    
11220,7788.0,88.0,20110905.0, ARG, ARGH                , Temple              ,cf2011    
11221,1753.0,89.0,20110905.0, ARG, ARGH                , Colorado St         ,cf2011    
11222,4436.0,90.0,20110905.0, ARG, ARGH                , Marshall            ,cf2011    
11223,5825.0,91.0,20110905.0, ARG, ARGH                , Ohio                ,cf2011    
11224,4858.0,92.0,20110905.0, ARG, ARGH                , Minnesota           ,cf2011    
11225,8767.0,93.0,20110905.0, ARG, ARGH                , W Michigan          ,cf2011    
11226,8325.0,94.0,20110905.0, ARG, ARGH                , Utah St             ,cf2011    
11227,87.0,95.0,20110905.0, ARG, ARGH                , UAB                 ,cf2011    
11228,6535.0,96.0,20110905.0, ARG, ARGH                , Rice                ,cf2011    
11229,9162.0,97.0,20110905.0, ARG, ARGH                , Wyoming             ,cf2011    
11230,4725.0,98.0,20110905.0, ARG, ARGH                , Miami OH            ,cf2011    
11231,356.0,99.0,20110905.0, ARG, ARGH                , Army                ,cf2011    
11232,821.0,100.0,20110905.0, ARG, ARGH                , Bowling Green       ,cf2011    
11233,8092.0,101.0,20110905.0, ARG, ARGH                , Tulane              ,cf2011    
11234,3415.0,102.0,20110905.0, ARG, ARGH                , Idaho               ,cf2011    
11235,3484.0,103.0,20110905.0, ARG, ARGH                , Indiana             ,cf2011    
11236,3771.0,104.0,20110905.0, ARG, ARGH                , Kent                ,cf2011    
11237,7933.0,105.0,20110905.0, ARG, ARGH                , UTEP                ,cf2011    
11238,333.0,106.0,20110905.0, ARG, ARGH                , Arkansas St         ,cf2011    
11239,5323.0,107.0,20110905.0, ARG, ARGH                , UNLV                ,cf2011    
11240,7024.0,108.0,20110905.0, ARG, ARGH                , San Jose St         ,cf2011    
11241,4785.0,109.0,20110905.0, ARG, ARGH                , MTSU                ,cf2011    
11242,8761.0,110.0,20110905.0, ARG, ARGH                , WKU                 ,cf2011    
11243,501.0,111.0,20110905.0, ARG, ARGH                , Ball St             ,cf2011    
11244,5387.0,112.0,20110905.0, ARG, ARGH                , New Mexico St       ,cf2011    
11245,2353.0,113.0,20110905.0, ARG, ARGH                , E Michigan          ,cf2011    
11246,5371.0,114.0,20110905.0, ARG, ARGH                , New Mexico          ,cf2011    
11247,4194.0,115.0,20110905.0, ARG, ARGH                , ULL                 ,cf2011    
11248,2638.0,116.0,20110905.0, ARG, ARGH                , FL Atlantic         ,cf2011    
11249,979.0,117.0,20110905.0, ARG, ARGH                , Buffalo             ,cf2011    
11250,66.0,118.0,20110905.0, ARG, ARGH                , Akron               ,cf2011    
11251,4636.0,119.0,20110905.0, ARG, ARGH                , Memphis             ,cf2011    
11252,5584.0,120.0,20110905.0, ARG, ARGH                , North Texas         ,cf2011    
17303,74.0,1.0,20110910.0, ARG, ARGH                , Alabama             ,cf2011    
17304,5886.0,2.0,20110910.0, ARG, ARGH                , Oklahoma            ,cf2011    
17305,4206.0,3.0,20110910.0, ARG, ARGH                , LSU                 ,cf2011    
17306,771.0,4.0,20110910.0, ARG, ARGH                , Boise St            ,cf2011    
17307,5961.0,5.0,20110910.0, ARG, ARGH                , Oregon              ,cf2011    
17308,7848.0,6.0,20110910.0, ARG, ARGH                , Texas A&M           ,cf2011    
17309,7242.0,7.0,20110910.0, ARG, ARGH                , South Carolina      ,cf2011    
17310,5912.0,8.0,20110910.0, ARG, ARGH                , Oklahoma St         ,cf2011    
17311,7878.0,9.0,20110910.0, ARG, ARGH                , TCU                 ,cf2011    
17312,7582.0,10.0,20110910.0, ARG, ARGH                , Stanford            ,cf2011    
17313,5850.0,11.0,20110910.0, ARG, ARGH                , Ohio St             ,cf2011    
17314,2666.0,12.0,20110910.0, ARG, ARGH                , Florida St          ,cf2011    
17315,7840.0,13.0,20110910.0, ARG, ARGH                , Texas               ,cf2011    
17316,8459.0,14.0,20110910.0, ARG, ARGH                , Virginia Tech       ,cf2011    
17317,316.0,15.0,20110910.0, ARG, ARGH                , Arkansas            ,cf2011    
17318,402.0,16.0,20110910.0, ARG, ARGH                , Auburn              ,cf2011    
17319,9031.0,17.0,20110910.0, ARG, ARGH                , Wisconsin           ,cf2011    
17320,2625.0,18.0,20110910.0, ARG, ARGH                , Florida             ,cf2011    
17321,5279.0,19.0,20110910.0, ARG, ARGH                , Nebraska            ,cf2011    
17322,8251.0,20.0,20110910.0, ARG, ARGH                , USC                 ,cf2011    
17323,8716.0,21.0,20110910.0, ARG, ARGH                , West Virginia       ,cf2011    
17324,4741.0,22.0,20110910.0, ARG, ARGH                , Michigan            ,cf2011    
17325,4936.0,23.0,20110910.0, ARG, ARGH                , Mississippi St      ,cf2011    
17326,5749.0,24.0,20110910.0, ARG, ARGH                , Notre Dame          ,cf2011    
17327,4948.0,25.0,20110910.0, ARG, ARGH                , Missouri            ,cf2011    
17328,4757.0,26.0,20110910.0, ARG, ARGH                , Michigan St         ,cf2011    
17329,1603.0,27.0,20110910.0, ARG, ARGH                , Clemson             ,cf2011    
17330,891.0,28.0,20110910.0, ARG, ARGH                , BYU                 ,cf2011    
17331,6114.0,29.0,20110910.0, ARG, ARGH                , Penn St             ,cf2011    
17332,1098.0,30.0,20110910.0, ARG, ARGH                , California          ,cf2011    
17333,7278.0,31.0,20110910.0, ARG, ARGH                , South Florida       ,cf2011    
17334,7801.0,32.0,20110910.0, ARG, ARGH                , Tennessee           ,cf2011    
17335,1380.0,33.0,20110910.0, ARG, ARGH                , UCF                 ,cf2011    
17336,2881.0,34.0,20110910.0, ARG, ARGH                , Georgia             ,cf2011    
17337,8315.0,35.0,20110910.0, ARG, ARGH                , Utah                ,cf2011    
17338,3425.0,36.0,20110910.0, ARG, ARGH                , Illinois            ,cf2011    
17339,8551.0,37.0,20110910.0, ARG, ARGH                , Washington          ,cf2011    
17340,3781.0,38.0,20110910.0, ARG, ARGH                , Kentucky            ,cf2011    
17341,5704.0,39.0,20110910.0, ARG, ARGH                , Northwestern        ,cf2011    
17342,557.0,40.0,20110910.0, ARG, ARGH                , Baylor              ,cf2011    
17343,4719.0,41.0,20110910.0, ARG, ARGH                , Miami FL            ,cf2011    
17344,1529.0,42.0,20110910.0, ARG, ARGH                , Cincinnati          ,cf2011    
17345,7918.0,43.0,20110910.0, ARG, ARGH                , Texas Tech          ,cf2011    
17346,5492.0,44.0,20110910.0, ARG, ARGH                , North Carolina      ,cf2011    
17347,5316.0,45.0,20110910.0, ARG, ARGH                , Nevada              ,cf2011    
17348,304.0,46.0,20110910.0, ARG, ARGH                , Arizona St          ,cf2011    
17349,294.0,47.0,20110910.0, ARG, ARGH                , Arizona             ,cf2011    
17350,6236.0,48.0,20110910.0, ARG, ARGH                , Pittsburgh          ,cf2011    
17351,3540.0,49.0,20110910.0, ARG, ARGH                , Iowa                ,cf2011    
17352,55.0,50.0,20110910.0, ARG, ARGH                , Air Force           ,cf2011    
17353,3347.0,51.0,20110910.0, ARG, ARGH                , Houston             ,cf2011    
17354,2911.0,52.0,20110910.0, ARG, ARGH                , Georgia Tech        ,cf2011    
17355,8141.0,53.0,20110910.0, ARG, ARGH                , UCLA                ,cf2011    
17356,8099.0,54.0,20110910.0, ARG, ARGH                , Tulsa               ,cf2011    
17357,7358.0,55.0,20110910.0, ARG, ARGH                , SMU                 ,cf2011    
17358,4474.0,56.0,20110910.0, ARG, ARGH                , Maryland            ,cf2011    
17359,8432.0,57.0,20110910.0, ARG, ARGH                , Virginia            ,cf2011    
17360,7978.0,58.0,20110910.0, ARG, ARGH                , Toledo              ,cf2011    
17361,4920.0,59.0,20110910.0, ARG, ARGH                , Mississippi         ,cf2011    
17362,7729.0,60.0,20110910.0, ARG, ARGH                , Syracuse            ,cf2011    
17363,6696.0,61.0,20110910.0, ARG, ARGH                , Rutgers             ,cf2011    
17364,5511.0,62.0,20110910.0, ARG, ARGH                , NC State            ,cf2011    
17365,7002.0,63.0,20110910.0, ARG, ARGH                , San Diego St        ,cf2011    
17366,1872.0,64.0,20110910.0, ARG, ARGH                , Connecticut         ,cf2011    
17367,3554.0,65.0,20110910.0, ARG, ARGH                , Iowa St             ,cf2011    
17368,5253.0,66.0,20110910.0, ARG, ARGH                , Navy                ,cf2011    
17369,8367.0,67.0,20110910.0, ARG, ARGH                , Vanderbilt          ,cf2011    
17370,8508.0,68.0,20110910.0, ARG, ARGH                , Wake Forest         ,cf2011    
17371,3197.0,69.0,20110910.0, ARG, ARGH                , Hawaii              ,cf2011    
17372,783.0,70.0,20110910.0, ARG, ARGH                , Boston College      ,cf2011    
17373,2652.0,71.0,20110910.0, ARG, ARGH                , Florida Intl        ,cf2011    
17374,3731.0,72.0,20110910.0, ARG, ARGH                , Kansas St           ,cf2011    
17375,2292.0,73.0,20110910.0, ARG, ARGH                , East Carolina       ,cf2011    
17376,6393.0,74.0,20110910.0, ARG, ARGH                , Purdue              ,cf2011    
17377,7365.0,75.0,20110910.0, ARG, ARGH                , Southern Miss       ,cf2011    
17378,3717.0,76.0,20110910.0, ARG, ARGH                , Kansas              ,cf2011    
17379,5970.0,77.0,20110910.0, ARG, ARGH                , Oregon St           ,cf2011    
17380,7788.0,78.0,20110910.0, ARG, ARGH                , Temple              ,cf2011    
17381,8588.0,79.0,20110910.0, ARG, ARGH                , Washington St       ,cf2011    
17382,5825.0,80.0,20110910.0, ARG, ARGH                , Ohio                ,cf2011    
17383,4224.0,81.0,20110910.0, ARG, ARGH                , Louisville          ,cf2011    
17384,1753.0,82.0,20110910.0, ARG, ARGH                , Colorado St         ,cf2011    
17385,5634.0,83.0,20110910.0, ARG, ARGH                , N Illinois          ,cf2011    
17386,4436.0,84.0,20110910.0, ARG, ARGH                , Marshall            ,cf2011    
17387,8325.0,85.0,20110910.0, ARG, ARGH                , Utah St             ,cf2011    
17388,8767.0,86.0,20110910.0, ARG, ARGH                , W Michigan          ,cf2011    
17389,1715.0,87.0,20110910.0, ARG, ARGH                , Colorado            ,cf2011    
17390,6535.0,88.0,20110910.0, ARG, ARGH                , Rice                ,cf2011    
17391,8068.0,89.0,20110910.0, ARG, ARGH                , Troy                ,cf2011    
17392,4200.0,90.0,20110910.0, ARG, ARGH                , ULM                 ,cf2011    
17393,821.0,91.0,20110910.0, ARG, ARGH                , Bowling Green       ,cf2011    
17394,1404.0,92.0,20110910.0, ARG, ARGH                , C Michigan          ,cf2011    
17395,2776.0,93.0,20110910.0, ARG, ARGH                , Fresno St           ,cf2011    
17396,9162.0,94.0,20110910.0, ARG, ARGH                , Wyoming             ,cf2011    
17397,4218.0,95.0,20110910.0, ARG, ARGH                , Louisiana Tech      ,cf2011    
17398,333.0,96.0,20110910.0, ARG, ARGH                , Arkansas St         ,cf2011    
17399,2265.0,97.0,20110910.0, ARG, ARGH                , Duke                ,cf2011    
17400,87.0,98.0,20110910.0, ARG, ARGH                , UAB                 ,cf2011    
17401,3415.0,99.0,20110910.0, ARG, ARGH                , Idaho               ,cf2011    
17402,4858.0,100.0,20110910.0, ARG, ARGH                , Minnesota           ,cf2011    
